Indicator Name,total_values,null_values,coverage_percent
"Population ages 10-14, male (% of male population)",5320,20,99.62406015037594
"Population ages 10-14, female (% of female population)",5320,20,99.62406015037594
"Population ages 05-09, male (% of male population)",5320,20,99.62406015037594
"Population ages 05-09, female (% of female population)",5320,20,99.62406015037594
"Population ages 00-04, male (% of male population)",5320,20,99.62406015037594
"Population ages 00-04, female (% of female population)",5320,20,99.62406015037594
"Population ages 0-14, total",5320,20,99.62406015037594
"Population ages 0-14, male (% of male population)",5320,20,99.62406015037594
"Population ages 0-14, male",5320,20,99.62406015037594
"Population ages 0-14, female (% of female population)",5320,20,99.62406015037594
"Population ages 0-14, female",5320,20,99.62406015037594
Population ages 0-14 (% of total population),5320,20,99.62406015037594
"Population, male (% of total population)",5320,20,99.62406015037594
"Population, total",5320,20,99.62406015037594
Population growth (annual %),5320,21,99.60526315789474
People using at least basic drinking water services (% of population),5320,176,96.69172932330827
People using at least basic sanitation services (% of population),5320,221,95.84586466165413
Sex ratio at birth (male births per female births),5320,285,94.64285714285714
"Survival to age 65, male (% of cohort)",5320,285,94.64285714285714
"Survival to age 65, female (% of cohort)",5320,285,94.64285714285714
"Life expectancy at birth, male (years)",5320,285,94.64285714285714
"Life expectancy at birth, total (years)",5320,285,94.64285714285714
"Birth rate, crude (per 1,000 people)",5320,285,94.64285714285714
"Adolescent fertility rate (births per 1,000 women ages 15-19)",5320,285,94.64285714285714
"Fertility rate, total (births per woman)",5320,285,94.64285714285714
"Life expectancy at birth, female (years)",5320,285,94.64285714285714
"Death rate, crude (per 1,000 people)",5320,285,94.64285714285714
People practicing open defecation (% of population),5320,293,94.49248120300751
"Mortality rate, adult, female (per 1,000 female adults)",5320,313,94.11654135338345
"Mortality rate, adult, male (per 1,000 male adults)",5320,313,94.11654135338345
"Immunization, measles (% of children ages 12-23 months)",5320,508,90.45112781954887
"Immunization, DPT (% of children ages 12-23 months)",5320,508,90.45112781954887
"Probability of dying among youth ages 20-24 years (per 1,000)",5320,684,87.14285714285714
"Probability of dying among adolescents ages 15-19 years (per 1,000)",5320,684,87.14285714285714
"Probability of dying among adolescents ages 10-14 years (per 1,000)",5320,684,87.14285714285714
"Mortality rate, infant (per 1,000 live births)",5320,684,87.14285714285714
"Mortality rate, neonatal (per 1,000 live births)",5320,684,87.14285714285714
"Mortality rate, under-5 (per 1,000 live births)",5320,684,87.14285714285714
"Mortality rate, under-5, female (per 1,000 live births)",5320,684,87.14285714285714
Number of deaths ages 10-14 years,5320,684,87.14285714285714
"Mortality rate, under-5, male (per 1,000 live births)",5320,684,87.14285714285714
"Mortality rate, infant, male (per 1,000 live births)",5320,684,87.14285714285714
"Mortality rate, infant, female (per 1,000 live births)",5320,684,87.14285714285714
Number of deaths ages 15-19 years,5320,684,87.14285714285714
Number of infant deaths,5320,684,87.14285714285714
Number of neonatal deaths,5320,684,87.14285714285714
Number of under-five deaths,5320,684,87.14285714285714
Number of deaths ages 5-9 years,5320,684,87.14285714285714
Number of deaths ages 20-24 years,5320,684,87.14285714285714
"Probability of dying among children ages 5-9 years (per 1,000)",5320,684,87.14285714285714
"People using at least basic drinking water services, urban (% of urban population)",5320,719,86.48496240601504
Number of maternal deaths,5320,722,86.42857142857143
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",5320,722,86.42857142857143
Lifetime risk of maternal death (%),5320,722,86.42857142857143
Lifetime risk of maternal death (1 in: rate varies by country),5320,722,86.42857142857143
"Immunization, HepB3 (% of one-year-old children)",5320,755,85.80827067669173
Prevalence of anemia among pregnant women (%),5320,760,85.71428571428571
Prevalence of anemia among women of reproductive age (% of women ages 15-49),5320,760,85.71428571428571
Prevalence of anemia among non-pregnant women (% of women ages 15-49),5320,760,85.71428571428571
Current health expenditure (% of GDP),5320,771,85.50751879699249
Out-of-pocket expenditure (% of current health expenditure),5320,771,85.50751879699249
Current health expenditure per capita (current US$),5320,774,85.45112781954887
Out-of-pocket expenditure per capita (current US$),5320,774,85.45112781954887
"Out-of-pocket expenditure per capita, PPP (current international $)",5320,777,85.39473684210526
"Current health expenditure per capita, PPP (current international $)",5320,777,85.39473684210526
"People using at least basic sanitation services, urban (% of urban population)",5320,779,85.35714285714286
"People practicing open defecation, urban (% of urban population)",5320,784,85.26315789473684
Domestic general government health expenditure (% of current health expenditure),5320,788,85.18796992481202
Domestic general government health expenditure (% of GDP),5320,788,85.18796992481202
Domestic private health expenditure (% of current health expenditure),5320,788,85.18796992481202
Domestic private health expenditure per capita (current US$),5320,791,85.13157894736842
Domestic general government health expenditure per capita (current US$),5320,791,85.13157894736842
"Domestic private health expenditure per capita, PPP (current international $)",5320,794,85.07518796992481
"Domestic general government health expenditure per capita, PPP (current international $)",5320,794,85.07518796992481
"Incidence of tuberculosis (per 100,000 people)",5320,796,85.0375939849624
"People using at least basic drinking water services, rural (% of rural population)",5320,931,82.5
"Tuberculosis case detection rate (%, all forms)",5320,962,81.9172932330827
"People using at least basic sanitation services, rural (% of rural population)",5320,1014,80.93984962406014
"People practicing open defecation, rural (% of rural population)",5320,1045,80.35714285714286
