Indicator Name,total_values,null_values,coverage_percent
Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),5320,480,90.97744360902256
Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),5320,480,90.97744360902256
Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),5320,480,90.97744360902256
Agricultural land (sq. km),5320,482,90.93984962406014
Agricultural land (% of land area),5320,484,90.90225563909775
Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),5320,500,90.6015037593985
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),5320,500,90.6015037593985
Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),5320,500,90.6015037593985
Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),5320,500,90.6015037593985
Arable land (hectares per person),5320,510,90.41353383458646
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),5320,520,90.22556390977444
"Access to electricity, rural (% of rural population)",5320,529,90.05639097744361
Arable land (% of land area),5320,558,89.51127819548873
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),5320,560,89.47368421052632
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),5320,566,89.3609022556391
Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),5320,620,88.34586466165413
Permanent cropland (% of land area),5320,679,87.23684210526316
Electricity production from oil sources (% of total),5320,683,87.16165413533835
Electricity production from hydroelectric sources (% of total),5320,699,86.8609022556391
"Electricity production from oil, gas and coal sources (% of total)",5320,702,86.80451127819549
Electricity production from natural gas sources (% of total),5320,724,86.39097744360902
Fertilizer consumption (kilograms per hectare of arable land),5320,746,85.97744360902256
Electricity production from coal sources (% of total),5320,762,85.67669172932331
"Access to clean fuels and technologies for cooking, urban (% of urban population)",5320,817,84.64285714285714
"Access to clean fuels and technologies for cooking, rural (% of rural population)",5320,817,84.64285714285714
Access to clean fuels and technologies for cooking (% of population),5320,817,84.64285714285714
Electricity production from nuclear sources (% of total),5320,856,83.90977443609023
Renewable energy consumption (% of total final energy consumption),5320,891,83.25187969924812
Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),5320,931,82.5
Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),5320,943,82.27443609022556
"Electricity production from renewable sources, excluding hydroelectric (kWh)",5320,957,82.01127819548873
Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),5320,963,81.8984962406015
Mineral rents (% of GDP),5320,969,81.78571428571429
Forest rents (% of GDP),5320,969,81.78571428571429
"Electricity production from renewable sources, excluding hydroelectric (% of total)",5320,971,81.74812030075188
Energy intensity level of primary energy (MJ/$2021 PPP GDP),5320,978,81.61654135338345
Total natural resources rents (% of GDP),5320,982,81.54135338345864
Renewable electricity output (% of total electricity output),5320,1051,80.24436090225564
Land under cereal production (hectares),5320,1051,80.24436090225564
Cereal production (metric tons),5320,1051,80.24436090225564
Crop production index (2014-2016 = 100),5320,1058,80.11278195488721
Food production index (2014-2016 = 100),5320,1058,80.11278195488721
Cereal yield (kg per hectare),5320,1062,80.0375939849624
Total greenhouse gas emissions including LULUCF (Mt CO2e),5320,1063,80.0187969924812
