,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.24678943627583327,-0.31465936189046945,0.16961617691062378,0.05466780428708101,0.2985480649735709,0.3493526330304328,0.2757225551591224,-0.11647693455554803,0.48963757211048176,0.9584548173516837,1.0,0.04577820983988312,0.36219284996240836,-0.34086837202430487,0.2285269478925858,0.09135646984525965,-0.2738134473145906,0.36926492114538584,0.2762518013747196,-0.2796997323825272,0.24046281913573855,0.16703785836957905,0.30373746197145596,0.16674451552797345,0.09071484605769749,-0.055998810272244855,0.16345462041073236,-0.20541621062418505
Military expenditure (% of GDP),0.07835491229854578,-0.06334111498556207,-0.009230347405458222,-0.08691273448282294,0.2032493618560043,0.06249512352346187,0.12238864600142992,-0.053623272311519365,0.12365327928939854,0.06758215646620576,0.04577820983988312,1.0,0.20958731910857284,-0.025740320907917818,0.20938109003821306,-0.18350813622561352,-0.3137409218839913,-0.028203108908654788,0.18956352032437254,-0.160763760921001,0.052865383491417825,0.013589765561092204,0.06768206490884097,0.0012897770853912262,-0.1224057405142628,0.008480383697571496,0.08228891094560328,0.04432099751444484
Net migration,0.09311960870995971,-0.1693245079308523,0.048699940651601756,0.07329716495068403,0.27516408685963945,0.24769537244061265,0.2260994199623519,-0.22918235513437432,0.20648763596541905,0.3033001852362122,0.36219284996240836,0.20958731910857284,1.0,-0.18071042242990118,0.16778829410611307,-0.0036824059693405264,-0.15687548462835704,0.20327595726626452,0.2130413377173515,-0.23689495183281065,0.21478794276427135,0.15742741819949158,0.17382824428377672,0.10095313088154015,-0.031022094056112656,-0.04968669614358928,0.0846085454337484,-0.19582348597328367
Population ages 0-14 (% of total population),-0.8147281417426643,0.9883131903721558,-0.29228786748006474,0.12877781348222928,-0.6178409487678999,-0.8567014974169749,-0.4757890124511061,0.2022896239184317,-0.08636120636089135,-0.35423467776964346,-0.34086837202430487,-0.025740320907917818,-0.18071042242990118,1.0,-0.8783046538287308,-0.10578590204293838,0.6696709182556796,-0.5924949118290134,-0.6345559056165229,0.7932675570705826,-0.2512464144390719,-0.39917861376427904,-0.8502571819552248,-0.1528881623873988,-0.02190057123303252,-0.01953997282780206,-0.2013529184333497,0.11935279682527847
Population ages 15-64 (% of total population),0.8009892476780427,-0.9215554268241813,0.22025742347954447,-0.049284087257344095,0.6288659718620124,0.713778061277356,0.3844141290961074,-0.15328287217167863,0.09390286732406614,0.26001433468928586,0.2285269478925858,0.20938109003821306,0.16778829410611307,-0.8783046538287308,1.0,-0.08521205401528058,-0.7227977903134951,0.4271816514734953,0.5824794827768855,-0.7246728923060337,0.17383746184733873,0.3347530247353924,0.7292635986975023,0.13844833129224757,0.05183945251337091,0.04377421156394982,0.17041194948769597,-0.13380749824880286
Proportion of seats held by women in national parliaments (%),0.014950267992124273,-0.06649208024149682,0.09408798913611492,0.057293788087825044,0.058921864019770516,0.17407194950869412,0.2045088465370436,-0.05838485225248662,-0.03336354836425659,0.1082955361508612,0.09135646984525965,-0.18350813622561352,-0.0036824059693405264,-0.10578590204293838,-0.08521205401528058,1.0,0.03086560125646089,0.2461960664410122,0.034759130580166935,-0.13897225507883762,0.22227498076063057,0.08385899503763201,0.19459955068134147,0.1846381799467028,-0.029482554519231024,-0.2335624745107659,0.014737598899823585,-0.06329310840796985
Renewable energy consumption (% of total final energy consumption),-0.7598228001667454,0.7049757480713652,-0.2977432757165013,0.3171652417626398,-0.4854322408272063,-0.6131029530444732,-0.3387869899263491,0.022801110756588507,-0.11759197940664053,-0.28784411038664376,-0.2738134473145906,-0.3137409218839913,-0.15687548462835704,0.6696709182556796,-0.7227977903134951,0.03086560125646089,1.0,-0.39594363530072396,-0.6043527211174079,0.7150543199217946,-0.16267172533305152,-0.34364436633224316,-0.6385225744610556,-0.11984962042023035,0.141537130089925,0.0477694857363318,-0.1121262996212516,-0.003856749795671308
"Services, value added per worker (constant 2015 US$)",0.44601278000458494,-0.5519355037978211,0.2347684200730696,0.019892223701917934,0.8272919064244157,0.7731046252179422,0.8955453764230117,-0.2330423255538065,0.006517587881796556,0.3444907322374084,0.36926492114538584,-0.028203108908654788,0.20327595726626452,-0.5924949118290134,0.4271816514734953,0.2461960664410122,-0.39594363530072396,1.0,0.6062696771036107,-0.6252807959394274,0.27386420769860487,0.31654678970843775,0.6324788971971467,0.11794883217163919,0.17972592709256133,-0.21995739306451895,0.18781341060967152,-0.04157474157625812
Urban population (% of total population),0.6673990141705761,-0.6388346707917357,0.4519514098799053,-0.13173878851453083,0.6594323652367523,0.754507257314944,0.5915465365648377,-0.12475981197108481,0.11545373841132844,0.2863602106534216,0.2762518013747196,0.18956352032437254,0.2130413377173515,-0.6345559056165229,0.5824794827768855,0.034759130580166935,-0.6043527211174079,0.6062696771036107,1.0,-0.7279559518403658,0.1669716745806899,0.26822641033955785,0.665106195884403,0.23278260646827972,-0.0471951463586172,-0.16742391483270264,0.1973758259231749,0.08633878229138338
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.7764635951197755,0.7993614690154559,-0.31804087483207777,0.2981501757899917,-0.665807594603901,-0.8347855200529237,-0.5698370260181529,0.18025481834214427,-0.09178576282501899,-0.29116584936412676,-0.2796997323825272,-0.160763760921001,-0.23689495183281065,0.7932675570705826,-0.7246728923060337,-0.13897225507883762,0.7150543199217946,-0.6252807959394274,-0.7279559518403658,1.0,-0.21392335910712199,-0.39328023578827576,-0.7857801155715701,-0.27873372795045814,0.022826542315138608,0.11593959101416244,-0.2204378609659092,-0.008055648212403912
happiness_score,0.2573805808408137,-0.24849535845230183,0.23765894482639874,0.04545141357409624,0.23211938908150329,0.2851489675483671,0.18890272662840837,-0.06198508608942702,0.08662221910554029,0.2428040806502845,0.24046281913573855,0.052865383491417825,0.21478794276427135,-0.2512464144390719,0.17383746184733873,0.22227498076063057,-0.16267172533305152,0.27386420769860487,0.1669716745806899,-0.21392335910712199,1.0,0.13655734223141353,0.28497430196829404,0.1466591796304389,0.001890577322173589,0.006799150214245513,0.013494339356418672,-0.1256179590678965
social_support,0.33428746913554785,-0.38957099840080206,0.17628961429986895,0.05642473204419703,0.34435460363361053,0.3938332596579536,0.3031737920568651,-0.10323571455547681,-0.017029109645235668,0.17189528007091281,0.16703785836957905,0.013589765561092204,0.15742741819949158,-0.39917861376427904,0.3347530247353924,0.08385899503763201,-0.34364436633224316,0.31654678970843775,0.26822641033955785,-0.39328023578827576,0.13655734223141353,1.0,0.36693328965588995,0.044304356059580746,0.1240038977238668,-0.07862112884612006,0.11711306299889228,-0.07068613235614828
healthy_life_expectancy_at_birth,0.8115873208081563,-0.8486991851587402,0.3679591485760903,-0.19243548763110754,0.645492780672272,0.8248777244229647,0.5413745067045709,-0.1702297219023305,0.02077401581430821,0.30440285165044384,0.30373746197145596,0.06768206490884097,0.17382824428377672,-0.8502571819552248,0.7292635986975023,0.19459955068134147,-0.6385225744610556,0.6324788971971467,0.665106195884403,-0.7857801155715701,0.28497430196829404,0.36693328965588995,1.0,0.27881730410378613,0.0759663957223972,-0.07272942156812753,0.29899694931947624,-0.08031935478662339
freedom_to_make_life_choices,0.1977827460643817,-0.1574633503082431,0.2499206151527853,0.19114434550091067,0.19146893104234822,0.24699891683376066,0.14992256564250656,-0.14265610810338145,0.06490161548574776,0.17829244948951023,0.16674451552797345,0.0012897770853912262,0.10095313088154015,-0.1528881623873988,0.13844833129224757,0.1846381799467028,-0.11984962042023035,0.11794883217163919,0.23278260646827972,-0.27873372795045814,0.1466591796304389,0.044304356059580746,0.27881730410378613,1.0,0.08950925131690819,-0.056368014420843396,0.1925968965378856,-0.14433979869261387
generosity,-0.01815497252833139,-0.03737071572310118,-0.10855039128064967,0.2092863513307877,0.1667380491852405,0.027009445438823523,0.19668836672550455,0.0004705055660614228,-0.012889221508573329,0.04392974593305458,0.09071484605769749,-0.1224057405142628,-0.031022094056112656,-0.02190057123303252,0.05183945251337091,-0.029482554519231024,0.141537130089925,0.17972592709256133,-0.0471951463586172,0.022826542315138608,0.001890577322173589,0.1240038977238668,0.0759663957223972,0.08950925131690819,1.0,0.0031085526048723923,0.11744555608287324,-0.07317117981835687
perceptions_of_corruption,-0.05106897195647788,-0.016863884685305846,0.03239563572704492,-0.04329608783527148,-0.19231632223418477,-0.11967854453451304,-0.2772550406391758,-0.03808153815947366,0.011120799693519114,-0.06782808043199903,-0.055998810272244855,0.008480383697571496,-0.04968669614358928,-0.01953997282780206,0.04377421156394982,-0.2335624745107659,0.0477694857363318,-0.21995739306451895,-0.16742391483270264,0.11593959101416244,0.006799150214245513,-0.07862112884612006,-0.07272942156812753,-0.056368014420843396,0.0031085526048723923,1.0,0.059337312980239316,0.1762244530481085
positive_affect,0.23526069176066394,-0.19195736016588444,0.24951467862229765,-0.005143828086357447,0.22958118877693803,0.26288108738413285,0.17316451021785098,-0.11461999515784407,0.011718383929704784,0.1620679106420712,0.16345462041073236,0.08228891094560328,0.0846085454337484,-0.2013529184333497,0.17041194948769597,0.014737598899823585,-0.1121262996212516,0.18781341060967152,0.1973758259231749,-0.2204378609659092,0.013494339356418672,0.11711306299889228,0.29899694931947624,0.1925968965378856,0.11744555608287324,0.059337312980239316,1.0,-0.08896170858290724
negative_affect,-0.03383076439328156,0.12596662622925733,-0.117844308681247,-0.30217151501385997,-0.0481547031976388,-0.05491568490707823,-0.012016353562065577,0.14478237155070292,-0.23983382561252833,-0.18191162699745939,-0.20541621062418505,0.04432099751444484,-0.19582348597328367,0.11935279682527847,-0.13380749824880286,-0.06329310840796985,-0.003856749795671308,-0.04157474157625812,0.08633878229138338,-0.008055648212403912,-0.1256179590678965,-0.07068613235614828,-0.08031935478662339,-0.14433979869261387,-0.07317117981835687,0.1762244530481085,-0.08896170858290724,1.0
