,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.2653670461043271,-0.33464162633873673,0.25867776396408404,0.04674715307111306,0.320791156044896,0.4576470889599062,0.3047861324507237,-0.2743187803943225,0.43438352402925,0.9307691239194359,1.0,0.075084761044462,0.3667709548640684,-0.3622698375605067,0.2548450995087054,0.12898160597591316,-0.28539490180693183,0.41993509513943617,0.29867841048674754,-0.30463795242197983,-0.0036661330484122016,0.160824819624052,-0.042281450456218735,0.23882854878075338,0.04014566394483285,-0.08463486064221222,0.15816794597432712,-0.1169022072835292
Military expenditure (% of GDP),0.08453912813859442,-0.027778639517446118,-0.018927782035870856,-0.2695752947995816,0.1212131680755457,0.002821547166810698,0.14021062537386175,0.17194865099397308,0.09628008023062926,0.07158343498529644,0.075084761044462,1.0,0.20776133773646965,-0.008200310887909679,0.08617869703028178,-0.2751015269296867,-0.2589630738703799,-0.07075332252502756,0.1290573546967926,-0.11179576864688913,-0.09688552694576714,-0.06232061601267581,0.1348516164898968,-0.10615217484680242,-0.20103826661606727,-0.07487422959798777,-0.017757440947348498,0.19740021338623046
Net migration,0.1455430198057472,-0.16512339152621333,0.12678959232299822,0.04890940383815422,0.3661295221274834,0.31566077937113773,0.3269996420615299,0.014968461217233274,0.16853607596122352,0.24575183387189123,0.3667709548640684,0.20776133773646965,1.0,-0.18886858741716198,0.15987263435491844,0.08491865171800249,-0.2082324995507378,0.26916928044783767,0.2802730480920019,-0.28174327031158286,-0.15350769089507132,0.09205594158407522,-0.007918846376102889,0.02838643906317193,0.08820366382515846,-0.09900076841364618,0.042911830844162474,-0.04435460265764271
Population ages 0-14 (% of total population),-0.8154975304391312,0.9886660277166286,-0.32520037216194486,0.09418672786970164,-0.6107751827459638,-0.7799472779497708,-0.40952253412820244,0.22648325121375865,-0.1062782830805747,-0.3823625306966431,-0.3622698375605067,-0.008200310887909679,-0.18886858741716198,1.0,-0.912834046802262,-0.16382297468387846,0.7068792403099278,-0.5685137940101733,-0.6506558686743852,0.7905034365696768,-0.4360788293305273,-0.2881488252274615,0.11515306097067954,-0.24967238654396431,0.03882553173263744,0.05082908205862617,-0.14533007800975123,0.06380175064645373
Population ages 15-64 (% of total population),0.8183324235410624,-0.946652688232141,0.21481633910119174,-0.059762375017645274,0.6544483608274876,0.6315151675454334,0.35656904003061396,-0.05228745751926886,0.11902002704542482,0.28661866690530635,0.2548450995087054,0.08617869703028178,0.15987263435491844,-0.912834046802262,1.0,0.020478500457959604,-0.7498728026646376,0.4439025359850363,0.6326938638920114,-0.7582984080997026,0.38800840818179666,0.22966076706851238,-0.11779868917431317,0.2491793941379029,-0.015055422914661653,-0.005515328900319957,0.11509345073671225,-0.014121481268219214
Proportion of seats held by women in national parliaments (%),0.0484872246418033,-0.13014997890640884,0.0590713863617375,0.11084736210757126,0.0903238624958898,0.3070418616009053,0.2170978694061405,-0.16654831790659258,-0.029254412650465023,0.1355493848459595,0.12898160597591316,-0.2751015269296867,0.08491865171800249,-0.16382297468387846,0.020478500457959604,1.0,0.027448627871724803,0.29642423120231765,0.08506621466725493,-0.16767265821824737,0.2905905316315031,0.24964680389471486,0.24795492840643107,0.19370026075806818,0.18651173808682295,-0.36572778256481947,0.12914946690783422,-0.2081004302840779
Renewable energy consumption (% of total final energy consumption),-0.8153298887947451,0.7372609154172884,-0.3123359572692677,0.3533623373744481,-0.5054482881731325,-0.5157726720079558,-0.33645289279817037,-0.01668778678940925,-0.10562081426491893,-0.3053145749567249,-0.28539490180693183,-0.2589630738703799,-0.2082324995507378,0.7068792403099278,-0.7498728026646376,0.027448627871724803,1.0,-0.3928245879501842,-0.6328334022849692,0.7487142657055138,-0.2895825621320236,-0.10852775969146933,-0.050933464834770334,-0.15241966969054727,0.1258687142524241,-0.06864551563974407,-0.08942325094523562,-0.1728845165839135
"Services, value added per worker (constant 2015 US$)",0.44513952729512757,-0.5360228777178235,0.2989166771943711,0.0006674360788215269,0.8713901278677775,0.8104335249574367,0.8113325674162385,-0.3611467551429926,0.0035532834244675847,0.3766599501523878,0.41993509513943617,-0.07075332252502756,0.26916928044783767,-0.5685137940101733,0.4439025359850363,0.29642423120231765,-0.3928245879501842,1.0,0.5872979442275171,-0.5989812484928788,0.5089703663192898,0.31526988433437203,-0.03753777745422946,0.3116820341688467,0.365630440003396,-0.32167964531806104,0.2676457616347939,-0.14618157643829663
Urban population (% of total population),0.710736400787055,-0.6608250061157451,0.42371932294279663,-0.14795997602909866,0.6785092320045868,0.6821872251958321,0.5300115640394235,-0.14069412114441698,0.1185354352675916,0.3180479486960227,0.29867841048674754,0.1290573546967926,0.2802730480920019,-0.6506558686743852,0.6326938638920114,0.08506621466725493,-0.6328334022849692,0.5872979442275171,1.0,-0.7383792004827012,0.37120074580800405,0.1952593814413082,0.10947820045424381,0.12964512579278445,-0.018794178639570475,-0.17891358726053824,0.19440579257760085,0.10845310816877654
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.7891599540925153,0.8015079287561954,-0.35060941873125595,0.29279385715542455,-0.6802248461080584,-0.750853790429852,-0.5163869517617223,0.11257711989270544,-0.08681684630424645,-0.3198822245068681,-0.30463795242197983,-0.11179576864688913,-0.28174327031158286,0.7905034365696768,-0.7582984080997026,-0.16767265821824737,0.7487142657055138,-0.5989812484928788,-0.7383792004827012,1.0,-0.44105587741861635,-0.3171782568934712,-0.03517277073825304,-0.1997385104618503,0.03210799600394773,0.10609267553248677,-0.16035986385742673,0.03723048636324806
happiness_score,0.3602924100195142,-0.4313348421652704,0.23324648952686247,0.024074963657427267,0.45186794083093906,0.46416907755628084,0.49062452631556946,-0.21725841623154046,0.05995945059877735,0.08938967303665947,-0.0036661330484122016,-0.09688552694576714,-0.15350769089507132,-0.4360788293305273,0.38800840818179666,0.2905905316315031,-0.2895825621320236,0.5089703663192898,0.37120074580800405,-0.44105587741861635,1.0,0.26273514582826235,-0.023308268147514365,0.20512428534092988,0.16963920769744317,-0.09774882893123595,0.104005506682638,-0.20735055343169276
social_support,0.2962644714140464,-0.2828023384889998,0.06918291451345755,0.1957491353291228,0.32241489554536507,0.41732624797885515,0.3576011459791964,-0.13467210034338553,0.12464867408012481,0.164931454296555,0.160824819624052,-0.06232061601267581,0.09205594158407522,-0.2881488252274615,0.22966076706851238,0.24964680389471486,-0.10852775969146933,0.31526988433437203,0.1952593814413082,-0.3171782568934712,0.26273514582826235,1.0,-0.014437213952950214,0.08793618427819307,0.06898674506326503,-0.09961895654852831,0.14113070927552895,-0.11115697774607956
healthy_life_expectancy_at_birth,0.07056550417763363,0.11687078727343395,0.031646617043552885,-0.2390043346697614,-0.07281094315768123,-0.010279302449157398,-0.051482129495288145,0.08070088783587155,-0.04169233657614215,-0.04657923964745799,-0.042281450456218735,0.1348516164898968,-0.007918846376102889,0.11515306097067954,-0.11779868917431317,0.24795492840643107,-0.050933464834770334,-0.03753777745422946,0.10947820045424381,-0.03517277073825304,-0.023308268147514365,-0.014437213952950214,1.0,-0.103067240542101,-0.052586451761057355,0.01637440077697669,-0.04432822079131544,0.17876661039269193
freedom_to_make_life_choices,0.1894642320950555,-0.2587210946896775,0.05498518734489525,-0.02368328681821949,0.2925392332221111,0.25234355769704,0.2980509830519815,-0.14695380662100968,0.15830922033366965,0.23544227020749048,0.23882854878075338,-0.10615217484680242,0.02838643906317193,-0.24967238654396431,0.2491793941379029,0.19370026075806818,-0.15241966969054727,0.3116820341688467,0.12964512579278445,-0.1997385104618503,0.20512428534092988,0.08793618427819307,-0.103067240542101,1.0,0.2671426738964839,-0.13151389363394475,0.18181647414485297,-0.10208628297532275
generosity,-0.02262729995180206,0.03161706369899803,0.018055396014628286,0.1520424368940062,0.22979717781840925,0.21821316118116202,0.28566245693034004,-0.21830073061734045,-0.1154433200666815,0.031550364102353234,0.04014566394483285,-0.20103826661606727,0.08820366382515846,0.03882553173263744,-0.015055422914661653,0.18651173808682295,0.1258687142524241,0.365630440003396,-0.018794178639570475,0.03210799600394773,0.16963920769744317,0.06898674506326503,-0.052586451761057355,0.2671426738964839,1.0,-0.28255156483292027,0.1490717057831657,-0.1588930246339849
perceptions_of_corruption,0.042593972115041116,0.02911063570820917,0.17914936294601405,0.02133673144213439,-0.3398182335558443,-0.24864569208751688,-0.31664643348212124,0.03628720705687312,-0.021612772335640174,-0.10868352025011352,-0.08463486064221222,-0.07487422959798777,-0.09900076841364618,0.05082908205862617,-0.005515328900319957,-0.36572778256481947,-0.06864551563974407,-0.32167964531806104,-0.17891358726053824,0.10609267553248677,-0.09774882893123595,-0.09961895654852831,0.01637440077697669,-0.13151389363394475,-0.28255156483292027,1.0,-0.03382922363260868,-0.004541048571915796
positive_affect,0.1854766034923154,-0.13752177619119363,0.0016214024631300685,0.142094873981806,0.26154911611429665,0.3016545518109984,0.2881848889014591,-0.2524518023017636,-0.08555205660638378,0.14452735501382968,0.15816794597432712,-0.017757440947348498,0.042911830844162474,-0.14533007800975123,0.11509345073671225,0.12914946690783422,-0.08942325094523562,0.2676457616347939,0.19440579257760085,-0.16035986385742673,0.104005506682638,0.14113070927552895,-0.04432822079131544,0.18181647414485297,0.1490717057831657,-0.03382922363260868,1.0,-0.15528019638995355
negative_affect,0.11499991684127757,0.03205762829857725,-0.04268416677004379,-0.14979910789596637,-0.13501872810053772,-0.1258445574876625,-0.1557765209502897,0.10624994608068343,-0.05600829847580844,-0.16614167749862202,-0.1169022072835292,0.19740021338623046,-0.04435460265764271,0.06380175064645373,-0.014121481268219214,-0.2081004302840779,-0.1728845165839135,-0.14618157643829663,0.10845310816877654,0.03723048636324806,-0.20735055343169276,-0.11115697774607956,0.17876661039269193,-0.10208628297532275,-0.1588930246339849,-0.004541048571915796,-0.15528019638995355,1.0
