,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.23363902615622426,-0.30204571376392164,0.15693327555856287,0.061840486406807504,0.362869877380772,0.3220430911380567,0.2900809378175985,-0.05421073938662325,0.4656984038640765,0.9342295264935333,1.0,0.029579778104269917,0.39036879825816306,-0.3279656105548009,0.21076772297927754,0.09188854489108964,-0.25926630967632597,0.4263058504988084,0.2708590113728614,-0.27767778187182546,0.1467086684942023,0.1671240721136943,0.29975141879138795,0.17627727545654095,0.07418360609615168,-0.08159203136232902,0.044736947191366595,-0.09646197096870641
Military expenditure (% of GDP),0.08437201227498836,-0.05827347123051298,-0.07090271065162904,-0.06492472065725635,0.09269771943598865,0.075048030730029,0.06470207140156546,-0.2142046621841999,0.14615419049654851,0.022999634143167306,0.029579778104269917,1.0,0.08644476714341934,-0.01907839888476194,0.20783472311116513,-0.12366318349791591,-0.3066925167107305,-0.03838286556633823,0.15323206015801968,-0.15242786356305565,0.051648941316752746,-0.20859934414207135,0.04205819762745676,-0.19191129456186803,-0.03663382111149233,-0.07337797712234631,-0.07919912778279319,0.01702625116681325
Net migration,0.09777248155502183,-0.2050466309743604,0.0845570179630796,0.06667844425962387,0.32009470231501147,0.3090871394345334,0.26695105225781257,-0.11046173178730391,0.1644140895982766,0.2727030114234242,0.39036879825816306,0.08644476714341934,1.0,-0.2195044113585814,0.18136981020657175,0.04199116594801464,-0.15201202150597143,0.31247109112562343,0.28348831852124695,-0.2918176342814682,0.1502249034179991,0.14237719619648956,0.2135403383541433,0.08064106766653943,0.1052781484742653,-0.047028726367126863,0.06347736133603869,-0.11461836396738692
Population ages 0-14 (% of total population),-0.8173082173297052,0.9880209100409674,-0.28995995952849696,0.06793245226912496,-0.6833531077202512,-0.861777336221156,-0.4575421239723314,0.08433624360109754,-0.08118539402237797,-0.33435053095504397,-0.3279656105548009,-0.01907839888476194,-0.2195044113585814,1.0,-0.8599285986582028,-0.07587801813103336,0.6454781215805767,-0.5933459756475022,-0.6267629165966464,0.7954361934255538,-0.3678723749810097,-0.2859713224823253,-0.8837820360304227,-0.08463902406141458,-0.010425669643560202,0.03321544108275954,-0.01850577733376431,0.22361974638518547
Population ages 15-64 (% of total population),0.8000078776816001,-0.9083897476467659,0.2242110015763961,0.013884847004674341,0.6121638648151291,0.7244491803751621,0.3440818059909262,-0.14344958458918433,0.08331983367805669,0.23113086639685565,0.21076772297927754,0.20783472311116513,0.18136981020657175,-0.8599285986582028,1.0,-0.09511663586354006,-0.703499694428267,0.41101775203653157,0.5667776811208785,-0.713949961469861,0.2885175472233198,0.18607737255309964,0.7417577988307129,0.04909179725206006,0.07358836204354613,0.024130566444655416,0.08098240707632186,-0.14722729548553412
Proportion of seats held by women in national parliaments (%),0.014233464415315094,-0.049041532414803836,0.09270715900989424,0.039466509496857705,0.10186844909436475,0.12098643632309133,0.17035397893830548,-0.03797447678379282,-0.029793751093228845,0.09805950616667478,0.09188854489108964,-0.12366318349791591,0.04199116594801464,-0.07587801813103336,-0.09511663586354006,1.0,0.03183427188404055,0.21324711555266038,0.03812993835978575,-0.10049365247213723,0.2668929980541162,0.09525149062852588,0.20205253582315708,0.17721739222051203,0.04711122838086059,-0.21012435265707902,0.09433293000000291,-0.20248813141238456
Renewable energy consumption (% of total final energy consumption),-0.7456516155648389,0.6837052817850936,-0.3083247758139499,0.286896822999082,-0.4929826617372354,-0.6272583724387342,-0.29490334472988544,0.02594398128095465,-0.11559556013719463,-0.25711742679451033,-0.25926630967632597,-0.3066925167107305,-0.15201202150597143,0.6454781215805767,-0.703499694428267,0.03183427188404055,1.0,-0.36447551320783816,-0.5818009221448652,0.7032045555978693,-0.20408220751384307,-0.18065812392098204,-0.6273192183772864,0.007040565011013552,0.11876121964233695,0.005870806216576383,0.06304513224446877,0.03466813304433248
"Services, value added per worker (constant 2015 US$)",0.43339391494389373,-0.5504798301905239,0.22764680017399572,0.05933585624558918,0.9173261381254093,0.7396944330974576,0.8712521725295099,-0.20014603935877365,0.07952010642928194,0.371835692465978,0.4263058504988084,-0.03838286556633823,0.31247109112562343,-0.5933459756475022,0.41101775203653157,0.21324711555266038,-0.36447551320783816,1.0,0.6017626492967026,-0.6237100422602311,0.36846223867307504,0.2573392055922703,0.6446220874522757,0.19360776174471173,0.2461089419677801,-0.3684630211163513,0.091378512268474,-0.2491415621586123
Urban population (% of total population),0.6479439787129401,-0.6291929461187872,0.43302472731006075,-0.0944014936456823,0.6802553962393062,0.7802441730606288,0.5300923777776886,-0.07055348906325468,0.11602852822829829,0.25646895484311205,0.2708590113728614,0.15323206015801968,0.28348831852124695,-0.6267629165966464,0.5667776811208785,0.03812993835978575,-0.5818009221448652,0.6017626492967026,1.0,-0.7177659521543814,0.3692605776453719,0.24513439540125145,0.6808154385033983,0.07879513252487248,-0.03455768303793086,-0.06651031188667283,0.045170798774921785,-0.017925497043028583
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.7682641930144248,0.8006099019264304,-0.31369606894130914,0.2529199011568692,-0.7099250988137512,-0.8444275042340104,-0.533537601820607,0.08525126243373175,-0.09058174227647606,-0.26322755771963086,-0.27767778187182546,-0.15242786356305565,-0.2918176342814682,0.7954361934255538,-0.713949961469861,-0.10049365247213723,0.7032045555978693,-0.6237100422602311,-0.7177659521543814,1.0,-0.4181381165194467,-0.2848330403823707,-0.7981476102134104,-0.11504589554337752,0.021969524159445628,0.11436618694608079,-0.042680179545711204,0.1669920653548365
happiness_score,0.3869415270332989,-0.3655763681397744,0.3844634379269213,-0.008956415369346115,0.3036674105508534,0.4134042824551154,0.2074897260746686,-0.09099352846402167,0.12146202040456228,0.12205420320710282,0.1467086684942023,0.051648941316752746,0.1502249034179991,-0.3678723749810097,0.2885175472233198,0.2668929980541162,-0.20408220751384307,0.36846223867307504,0.3692605776453719,-0.4181381165194467,1.0,0.08297265904089429,0.40134202126025076,0.16756867949672016,0.0783451698704643,-0.10417128481712497,0.20223637185285445,0.0066737981379579045
social_support,0.20348367363364994,-0.27261599804124353,0.2204357843427639,0.03935900329025084,0.253360742045426,0.2713098510049775,0.2218249352012466,0.025895771599287135,0.09714924071585655,0.16834875330460108,0.1671240721136943,-0.20859934414207135,0.14237719619648956,-0.2859713224823253,0.18607737255309964,0.09525149062852588,-0.18065812392098204,0.2573392055922703,0.24513439540125145,-0.2848330403823707,0.08297265904089429,1.0,0.2605517204339119,0.1354740534838965,0.06294299345250035,-0.0218399805361013,0.09125761758678602,-0.15534437613621452
healthy_life_expectancy_at_birth,0.8151781988047687,-0.8831055165940499,0.3586167453609616,-0.09101892813720022,0.6737626089204617,0.8440749800473547,0.544566736000144,-0.06823511212989504,0.02875953899987279,0.3042313023681755,0.29975141879138795,0.04205819762745676,0.2135403383541433,-0.8837820360304227,0.7417577988307129,0.20205253582315708,-0.6273192183772864,0.6446220874522757,0.6808154385033983,-0.7981476102134104,0.40134202126025076,0.2605517204339119,1.0,0.14526673445809193,0.08203689764090358,-0.05418515690745758,0.1097427232722414,-0.19530296512462705
freedom_to_make_life_choices,0.030867804270393526,-0.08292086150133832,0.08771297110360331,0.13589470417431396,0.130217551925813,0.04958178940141556,0.18234570540056483,-0.06799416258937402,0.07424912076933617,0.18532483366916472,0.17627727545654095,-0.19191129456186803,0.08064106766653943,-0.08463902406141458,0.04909179725206006,0.17721739222051203,0.007040565011013552,0.19360776174471173,0.07879513252487248,-0.11504589554337752,0.16756867949672016,0.1354740534838965,0.14526673445809193,1.0,0.13580681879618925,-0.1709083886655528,0.13081059909922743,-0.041857270978101706
generosity,-0.02611331413329588,-0.02433341627009176,-0.10708173812736398,0.2707429131615129,0.2171384427013256,-0.005319458168675505,0.2649031977316006,-0.05973713809504388,-0.0055389858901823096,0.016675057508117017,0.07418360609615168,-0.03663382111149233,0.1052781484742653,-0.010425669643560202,0.07358836204354613,0.04711122838086059,0.11876121964233695,0.2461089419677801,-0.03455768303793086,0.021969524159445628,0.0783451698704643,0.06294299345250035,0.08203689764090358,0.13580681879618925,1.0,-0.22240683766572358,0.20042086440905116,-0.1195917167142917
perceptions_of_corruption,0.06346988857889055,0.011744637851422043,0.09164454601833025,-0.05918219387000801,-0.31612141821691264,-0.1313521838589324,-0.40832400881244496,0.07010872674485176,0.022982524527707143,-0.10951382844812609,-0.08159203136232902,-0.07337797712234631,-0.047028726367126863,0.03321544108275954,0.024130566444655416,-0.21012435265707902,0.005870806216576383,-0.3684630211163513,-0.06651031188667283,0.11436618694608079,-0.10417128481712497,-0.0218399805361013,-0.05418515690745758,-0.1709083886655528,-0.22240683766572358,1.0,-0.11400220620060547,0.2968590673315016
positive_affect,0.04350960042275181,-0.04092937929351,0.13876380317876752,0.23618910268818705,0.10141842835784817,0.0096630332014092,0.10591780398992466,0.07931254339212122,0.022662309850658497,0.06121475607965983,0.044736947191366595,-0.07919912778279319,0.06347736133603869,-0.01850577733376431,0.08098240707632186,0.09433293000000291,0.06304513224446877,0.091378512268474,0.045170798774921785,-0.042680179545711204,0.20223637185285445,0.09125761758678602,0.1097427232722414,0.13081059909922743,0.20042086440905116,-0.11400220620060547,1.0,-0.023814745076657075
negative_affect,-0.04652125317127015,0.19993590758384333,-0.011619591234127844,-0.1419783208781513,-0.20068884789985947,-0.2356543792465214,-0.2148866869237299,-0.07807408150553267,-0.16546642336269207,-0.12768527882106792,-0.09646197096870641,0.01702625116681325,-0.11461836396738692,0.22361974638518547,-0.14722729548553412,-0.20248813141238456,0.03466813304433248,-0.2491415621586123,-0.017925497043028583,0.1669920653548365,0.0066737981379579045,-0.15534437613621452,-0.19530296512462705,-0.041857270978101706,-0.1195917167142917,0.2968590673315016,-0.023814745076657075,1.0
