,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.2256388112063654,-0.3042605660494827,0.12875261277530106,0.07601906471764798,0.348825675576469,0.28258217656234186,0.265346789762367,-0.02773989843917904,0.46745111427282093,0.9547988650687863,1.0,0.032991020685698175,0.4093098544679097,-0.3315192844504836,0.19505011690653806,0.10134127732398734,-0.250545063184803,0.3638270120326481,0.2616873689355962,-0.2703729743766525,0.17945721408147014,0.0033496954104968034,0.11483198238821601,0.04202682120731466,0.0023440906850165995,-0.28880312291842647,0.056688997194330466,-0.14811867859405498
Military expenditure (% of GDP),0.13345676635732245,-0.0917479707657771,-0.007532333412623099,-0.10223939877452153,0.12813375536390206,0.1885043226201142,0.038899834051428175,-0.100340795720232,0.1237210902496459,0.026453030331172453,0.032991020685698175,1.0,-0.06847398333273336,-0.06076150210753189,0.22983834531955125,-0.16953464452670308,-0.32997476787638585,-0.015321143624212366,0.21474817886909287,-0.2195331345092978,0.11360974860202537,0.018836658927252926,0.029229325278804015,0.018523818190608,-0.24270364245769335,-0.06603477858952082,-0.12014125326115166,0.05078686222240612
Net migration,0.02381232726914744,-0.11658180854253669,0.015442322553346991,0.04848840552589656,0.20637775835581945,0.2434965926072767,0.15725604946619992,-0.40457132463381745,0.2231467760367878,0.29658434157716224,0.4093098544679097,-0.06847398333273336,1.0,-0.14902621776377045,0.026688270644016392,0.07923476445963576,-0.09698838550779598,0.19067760792249652,0.16185470648887926,-0.18075072132461534,0.11536388113728765,-0.042073300316795195,0.032651942057482196,0.04419515765868938,-0.007652920630987348,-0.19784464361031012,0.1690492917558625,-0.10911766762445821
Population ages 0-14 (% of total population),-0.8038473139106236,0.9878061358251408,-0.2885257921888258,-0.009982762029667603,-0.6993826867777444,-0.8745917546410921,-0.46740777383936777,0.0023542196042668244,-0.074378016767621,-0.3434419779272978,-0.3315192844504836,-0.06076150210753189,-0.14902621776377045,1.0,-0.8290659876851305,-0.14638314997365834,0.6246842202845571,-0.6006153217481183,-0.6200963969219012,0.7995139504909126,-0.30947878434216686,-0.23872302864797496,-0.18138335001365452,-0.10069931609518243,0.21334148167651884,0.28240854221767786,0.02438742054342459,0.3001050847325402
Population ages 15-64 (% of total population),0.7776905468980743,-0.8850908448462198,0.20588991807967855,0.07449028745103758,0.5956263156002998,0.7617516579083948,0.3377261742673008,0.015682136836229092,0.06504578552439191,0.2136967764925981,0.19505011690653806,0.22983834531955125,0.026688270644016392,-0.8290659876851305,1.0,-0.03325838450177373,-0.6785855364898798,0.39914485409945505,0.5492071869440381,-0.6910071044166526,0.22448336083629863,0.2834326679674528,0.09751383143460854,0.13341701321805646,-0.09946806482406538,-0.16800275475390236,0.017834684956039067,-0.26560830475021313
Proportion of seats held by women in national parliaments (%),0.09451110434745735,-0.1236075010618825,0.15381695877499588,0.021556988627957897,0.13152751632214352,0.12178641945128826,0.1975080389669833,-0.006896169113199374,-0.01656776118564554,0.1003870651802987,0.10134127732398734,-0.16953464452670308,0.07923476445963576,-0.14638314997365834,-0.03325838450177373,1.0,0.014206817433121039,0.2273565981200134,0.12490013904590928,-0.16095531453100365,0.12833600014920588,-0.05071069024486454,-0.024413141241004275,0.10028501078524461,-0.10894443488377628,-0.26024535090306683,0.15483621913232679,-0.08031826128123672
Renewable energy consumption (% of total final energy consumption),-0.7115671907327067,0.6641796325228885,-0.2796931452963681,0.2422212781896804,-0.4663298810704315,-0.6562458766094483,-0.267194964765417,-0.05230577537231602,-0.11139472457272218,-0.25871368027253455,-0.250545063184803,-0.32997476787638585,-0.09698838550779598,0.6246842202845571,-0.6785855364898798,0.014206817433121039,1.0,-0.34285791775185454,-0.5399058949891189,0.6859104141921805,-0.1986709214120259,-0.21332370766956932,-0.11269548135290072,-0.07797158560560653,0.2684770048596933,0.1372303094296542,0.052662772127556025,0.16508151031639764
"Services, value added per worker (constant 2015 US$)",0.41846068296260835,-0.556771224780565,0.22140924611929516,0.09902846859024234,0.9154641370228986,0.6909641977803418,0.8798904094079433,-0.1679362476505588,0.007584165957928642,0.32914041543413697,0.3638270120326481,-0.015321143624212366,0.19067760792249652,-0.6006153217481183,0.39914485409945505,0.2273565981200134,-0.34285791775185454,1.0,0.6019156216045624,-0.6249383284409574,0.41320307836698494,0.015242991627477885,0.08004851887309763,0.12973461221983365,-0.03922958314655859,-0.49634037114993057,0.16094430880314695,-0.20110900357765676
Urban population (% of total population),0.601164878524748,-0.6213866994423252,0.40877070946144084,-0.04222216978928485,0.6699403904218532,0.7755097208875977,0.5410948871570994,0.10263221163170219,0.11832501579894328,0.2706314643703545,0.2616873689355962,0.21474817886909287,0.16185470648887926,-0.6200963969219012,0.5492071869440381,0.12490013904590928,-0.5399058949891189,0.6019156216045624,1.0,-0.7029118816505922,0.23705542900648757,0.08810604679149739,0.1262145500327313,0.1019344012721668,-0.24949657512642504,-0.24967440166726187,0.15598375938924092,-0.09412561943675242
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.7472885729024776,0.8034088311352021,-0.28609953654247283,0.20014882133212622,-0.7136150612121572,-0.8812962091429166,-0.5398227016213039,-0.005726313239603093,-0.08648281071354343,-0.27292206630371846,-0.2703729743766525,-0.2195331345092978,-0.18075072132461534,0.7995139504909126,-0.6910071044166526,-0.16095531453100365,0.6859104141921805,-0.6249383284409574,-0.7029118816505922,1.0,-0.37444143197975266,-0.23045877688679015,-0.14534015254375332,-0.1309977433230163,0.2946013190220328,0.32896488868836404,-0.033413313946813225,0.27331529511004193
happiness_score,0.27729160066234937,-0.3003116309670741,0.2066153081617683,0.06794769803431869,0.4093324199461968,0.38522722456545755,0.39473576474072897,0.0008402337955670557,0.09638799463119964,0.1766242073963333,0.17945721408147014,0.11360974860202537,0.11536388113728765,-0.30947878434216686,0.22448336083629863,0.12833600014920588,-0.1986709214120259,0.41320307836698494,0.23705542900648757,-0.37444143197975266,1.0,-0.009989822213903259,-0.010567079675019311,0.11487436137105969,-0.05882575850685304,-0.12091656036273504,0.07098617364381368,-0.2117069386243004
social_support,0.27237165628887555,-0.25846580639534944,0.06558585270039843,-0.017408385164389983,0.13619738201778156,0.18741848274480286,0.045062613107924365,0.05143833278074311,0.02869819045078698,-0.015349836542300186,0.0033496954104968034,0.018836658927252926,-0.042073300316795195,-0.23872302864797496,0.2834326679674528,-0.05071069024486454,-0.21332370766956932,0.015242991627477885,0.08810604679149739,-0.23045877688679015,-0.009989822213903259,1.0,0.19667277297334926,-0.03452713434860929,-0.0643715000926457,-0.004408963644276182,0.026471734223949134,8.831935816722776e-06
healthy_life_expectancy_at_birth,0.1339521233239526,-0.16685031114863802,-0.14850600619748325,-0.1044645027457605,0.08021642665827713,0.15046177972641028,0.01205954797038752,0.08331291013012224,0.10995207767158723,0.11822801810167403,0.11483198238821601,0.029229325278804015,0.032651942057482196,-0.18138335001365452,0.09751383143460854,-0.024413141241004275,-0.11269548135290072,0.08004851887309763,0.1262145500327313,-0.14534015254375332,-0.010567079675019311,0.19667277297334926,1.0,-0.037989057226339294,-0.12283484519267995,0.01622385040752955,-0.16040708394548453,-0.08621445108884344
freedom_to_make_life_choices,0.05575962769564618,-0.10761665344035368,0.06147651196198518,0.16672706544654106,0.13880039002938788,0.10331015519569389,0.10165327971380315,-0.01734298046810561,0.056048059915828126,0.04182813040559777,0.04202682120731466,0.018523818190608,0.04419515765868938,-0.10069931609518243,0.13341701321805646,0.10028501078524461,-0.07797158560560653,0.12973461221983365,0.1019344012721668,-0.1309977433230163,0.11487436137105969,-0.03452713434860929,-0.037989057226339294,1.0,0.06452971258919594,-0.038949786622790666,6.162576640616543e-05,-0.05823428393733979
generosity,-0.2204879877510802,0.1962561185125778,-0.16368006325551823,0.23234180871102722,-0.11931777811564613,-0.25642953689716147,-0.021467055596540063,0.0535288826577071,0.010808592851140999,-0.03287565478391253,0.0023440906850165995,-0.24270364245769335,-0.007652920630987348,0.21334148167651884,-0.09946806482406538,-0.10894443488377628,0.2684770048596933,-0.03922958314655859,-0.24949657512642504,0.2946013190220328,-0.05882575850685304,-0.0643715000926457,-0.12283484519267995,0.06452971258919594,1.0,-0.054311854859772045,0.0824805248132479,-0.006064575397291785
perceptions_of_corruption,-0.1391732465001968,0.260694693341909,-0.057968988072489146,-0.0006166178117546504,-0.47643517230498217,-0.34305284825518273,-0.4692129092605046,0.050704314831249334,-0.024071573076462457,-0.2720240988209738,-0.28880312291842647,-0.06603477858952082,-0.19784464361031012,0.28240854221767786,-0.16800275475390236,-0.26024535090306683,0.1372303094296542,-0.49634037114993057,-0.24967440166726187,0.32896488868836404,-0.12091656036273504,-0.004408963644276182,0.01622385040752955,-0.038949786622790666,-0.054311854859772045,1.0,-0.061687088365322225,0.06642016865206096
positive_affect,0.006251256531947702,0.007766806279562072,0.166219666922309,0.18732312471824752,0.13489665823260766,0.09644881297340249,0.21633582825212952,0.05019055071227533,0.09628945279662264,0.035607148842752165,0.056688997194330466,-0.12014125326115166,0.1690492917558625,0.02438742054342459,0.017834684956039067,0.15483621913232679,0.052662772127556025,0.16094430880314695,0.15598375938924092,-0.033413313946813225,0.07098617364381368,0.026471734223949134,-0.16040708394548453,6.162576640616543e-05,0.0824805248132479,-0.061687088365322225,1.0,-0.09657142342832771
negative_affect,-0.2641942284664817,0.29894776946396606,-0.050664602694834866,-0.14809203783132463,-0.22403226952077296,-0.3220831906148699,-0.18239629565536983,0.07606643920634909,-0.13441364628742503,-0.19446526584856058,-0.14811867859405498,0.05078686222240612,-0.10911766762445821,0.3001050847325402,-0.26560830475021313,-0.08031826128123672,0.16508151031639764,-0.20110900357765676,-0.09412561943675242,0.27331529511004193,-0.2117069386243004,8.831935816722776e-06,-0.08621445108884344,-0.05823428393733979,-0.006064575397291785,0.06642016865206096,-0.09657142342832771,1.0
