,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.2093894311505538,-0.2972757504649284,0.13924925269582628,0.0792715206867462,0.3544104857395384,0.26806996248834536,0.22644720799242826,-0.041936603976590756,0.47413584547320714,0.9442090590471761,1.0,0.049076856635772055,0.23177563682233307,-0.3249452488675662,0.17552957308283385,0.10347483525284297,-0.2387691370103066,0.35612684416330737,0.25224551514131466,-0.2653744363910926,0.22391959691782404,0.15607677472325376,0.12290424668152293,-0.03962542824714746,-0.07887347701182447,-0.1964595096168399,0.01758577890698033,-0.0982926099407009
Military expenditure (% of GDP),0.1651655775460208,-0.1129190795687683,0.014346711399869065,-0.10184457925822456,0.07467707038012517,0.23813384729591075,0.036094214885689806,-0.04967803782731385,0.12836183524358039,0.015731805369733013,0.049076856635772055,1.0,-0.06173789209216277,-0.08332605773380489,0.25068414876750544,-0.21910311965836343,-0.3399554030460404,-0.02597223334730138,0.23408710371476713,-0.22984602015537736,-0.25099581600497534,-0.07864964887730516,-0.004398248631925607,-0.060739139938434175,-0.1521302342151435,0.09631373927629025,-0.10322533954926164,-0.005050279646394821
Net migration,0.009028255263809355,-0.09295264642179928,0.0684394199394297,-0.03485447043359651,0.15989460317018178,0.18773135878755354,0.10333189350710939,-0.3289659035595067,0.21384665746266998,0.18137728238715375,0.23177563682233307,-0.06173789209216277,1.0,-0.12332470902656954,-0.005407192406273659,0.16377095204633849,-0.056640132390166825,0.16213054431573382,0.14117229472043485,-0.15234138191246266,0.34184938918421914,0.12614099303795884,-0.0030600372356429303,-0.028273543310339006,-0.026371372720532214,-0.08616124368493307,0.11607543015960867,-0.15862651723168236
Population ages 0-14 (% of total population),-0.7858399289570086,0.9877539205746964,-0.29312722936552477,-0.008426951981766522,-0.7113449456439914,-0.8674756484840543,-0.4395775281174303,0.0518020209995566,-0.07270814253085242,-0.33009749271391436,-0.3249452488675662,-0.08332605773380489,-0.12332470902656954,1.0,-0.8043353263320485,-0.22040985008395453,0.6044055866691772,-0.5957527677722914,-0.6116842269281397,0.7954999777115825,-0.3519161157263409,-0.387333178463857,-0.13869911039432817,-0.26662103040095275,0.20363142285391783,0.08182901708218776,0.07412803344427027,0.2161149003424934
Population ages 15-64 (% of total population),0.756019127278782,-0.8667935568618449,0.19309942761072482,0.038904538377107827,0.5348000978387567,0.7791076697279813,0.31816402719026154,-0.04562282796801041,0.054825027526516086,0.18781021372651285,0.17552957308283385,0.25068414876750544,-0.005407192406273659,-0.8043353263320485,1.0,0.04058465932550372,-0.6628072110356332,0.3636476386328256,0.5320667231338639,-0.6652898900613816,0.12556702894205266,0.20494870048575195,0.004488741884269952,0.21943192014171273,-0.03366088391497771,0.006226841856095844,-0.15270625605318572,-0.12602111561847704
Proportion of seats held by women in national parliaments (%),0.12639015992476796,-0.19279492427300265,0.1543581959676175,0.06263029682466392,0.2376371541261493,0.16676904931403708,0.20793517401483377,-0.01157224142130469,-0.04205072453082882,0.09615867578127998,0.10347483525284297,-0.21910311965836343,0.16377095204633849,-0.22040985008395453,0.04058465932550372,1.0,-0.0018136918353560637,0.28698354457753616,0.11611371717023924,-0.20299039938811525,0.315750253219959,0.0434224344134443,-0.05167155904269938,0.2826316945456652,-0.028182774086616725,-0.19017564357739278,0.1956240226394988,0.008230185578112455
Renewable energy consumption (% of total final energy consumption),-0.6955186682471702,0.6461424596851166,-0.24878748486320118,0.25424170830563925,-0.4364817537211018,-0.6802196088463333,-0.2486774124956291,0.039404581284112644,-0.10962517470634031,-0.2373653582406039,-0.2387691370103066,-0.3399554030460404,-0.056640132390166825,0.6044055866691772,-0.6628072110356332,-0.0018136918353560637,1.0,-0.31692745877269646,-0.5055167358551484,0.6723062368513307,-0.2031336658575463,-0.16858261774560396,0.09065929782415239,-0.1233802695223153,0.29323906441146835,-0.018561745644698306,0.1374556400025823,0.15121443576840302
"Services, value added per worker (constant 2015 US$)",0.4029672186514158,-0.5515162428096134,0.24487090335429615,0.09916093730903448,0.9287297335801731,0.6304930848138469,0.8795197457902542,-0.09384365220161779,0.019692831335884366,0.30934057283613403,0.35612684416330737,-0.02597223334730138,0.16213054431573382,-0.5957527677722914,0.3636476386328256,0.28698354457753616,-0.31692745877269646,1.0,0.5942506053829719,-0.6217446722616977,0.39995864085830074,0.25452775735731514,0.06207074862571278,0.2784924017606065,-0.12119874375249093,-0.4835082786545704,-0.01326070477147973,-0.25436480335088635
Urban population (% of total population),0.5767278767332726,-0.6122389606827577,0.41496357833742986,-0.07141862469587609,0.6522369361920208,0.7836198022781469,0.5023141002926248,0.06492659769529513,0.1186539856392953,0.24659943017633762,0.25224551514131466,0.23408710371476713,0.14117229472043485,-0.6116842269281397,0.5320667231338639,0.11611371717023924,-0.5055167358551484,0.5942506053829719,1.0,-0.6951122751531189,0.26339554788053504,0.3531195223681098,0.10083239923911844,0.1645938328542608,-0.3025862147531444,-0.14312685426467323,0.012987592862967813,-0.14187002521005884
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.7374806827818393,0.7985099825555365,-0.292259663608792,0.21884119478861316,-0.715941170756235,-0.8629309053935631,-0.5166075903691717,0.038671757788725544,-0.08527639362215796,-0.25190290516243585,-0.2653744363910926,-0.22984602015537736,-0.15234138191246266,0.7954999777115825,-0.6652898900613816,-0.20299039938811525,0.6723062368513307,-0.6217446722616977,-0.6951122751531189,1.0,-0.28889623680810933,-0.36902225800165644,-0.07467453038609542,-0.22935533336873667,0.34723425032096444,0.1420535536167959,0.00930367905696792,0.19601423675777674
happiness_score,0.2657382584372503,-0.3255751473584981,0.11235417355074587,0.02952186617801045,0.406667166172969,0.32891021213338767,0.25474786664772797,-0.11007979391940255,0.002347658480664895,0.21007064594908798,0.22391959691782404,-0.25099581600497534,0.34184938918421914,-0.3519161157263409,0.12556702894205266,0.315750253219959,-0.2031336658575463,0.39995864085830074,0.26339554788053504,-0.28889623680810933,1.0,0.1818576484830635,0.04294243337306654,0.10079596109014191,-0.016926569798516006,-0.1806127050135642,-0.04734659947992583,-0.22661369392295047
social_support,0.27242981495470975,-0.3766540385114861,0.24371905241437714,-0.0029106497658153967,0.2937083639599678,0.3790029079827847,0.0658746249069353,0.019665937215363583,0.11179010522612165,0.13402463826985409,0.15607677472325376,-0.07864964887730516,0.12614099303795884,-0.387333178463857,0.20494870048575195,0.0434224344134443,-0.16858261774560396,0.25452775735731514,0.3531195223681098,-0.36902225800165644,0.1818576484830635,1.0,0.1553059378460693,0.07823664045382561,-0.09275496379100276,-0.0645019635372856,-0.067243280512843,-0.23524230827251055
healthy_life_expectancy_at_birth,-0.004304147237302369,-0.11308592647476785,-0.22199844508215652,-0.009165402869192945,0.0896638953931153,0.03001305714856287,-0.023889123635204023,0.09924464902980558,0.10392847126315097,0.1304200309794289,0.12290424668152293,-0.004398248631925607,-0.0030600372356429303,-0.13869911039432817,0.004488741884269952,-0.05167155904269938,0.09065929782415239,0.06207074862571278,0.10083239923911844,-0.07467453038609542,0.04294243337306654,0.1553059378460693,1.0,-0.06588716027694125,0.04241210309348177,0.07405066716963576,-0.07936079741998697,0.09036670086321065
freedom_to_make_life_choices,0.29394492010159035,-0.2813799069023083,0.14697666099641288,0.19109381776486487,0.26656979733694863,0.28628700627619336,0.2462873938419283,-0.04881992340565,-0.056670637853966366,0.039320138735486766,-0.03962542824714746,-0.060739139938434175,-0.028273543310339006,-0.26662103040095275,0.21943192014171273,0.2826316945456652,-0.1233802695223153,0.2784924017606065,0.1645938328542608,-0.22935533336873667,0.10079596109014191,0.07823664045382561,-0.06588716027694125,1.0,-0.11889794016093937,0.009244969653010823,0.10948137211178552,0.014710146268178166
generosity,-0.2703066248103578,0.1891785102338291,-0.2762778764441011,0.36480548818695346,-0.14847359262778567,-0.238197387666975,-0.040700146793323594,0.009285049529706489,0.025153163147241437,-0.09956922907718962,-0.07887347701182447,-0.1521302342151435,-0.026371372720532214,0.20363142285391783,-0.03366088391497771,-0.028182774086616725,0.29323906441146835,-0.12119874375249093,-0.3025862147531444,0.34723425032096444,-0.016926569798516006,-0.09275496379100276,0.04241210309348177,-0.11889794016093937,1.0,-0.09917133589762384,-0.0663415411897336,0.06553471684586498
perceptions_of_corruption,0.05320576933137711,0.06832290434573039,0.15403214958682443,0.021432506399323585,-0.34782775867251037,-0.12251303636326606,-0.42974913388533115,0.06150697848616715,-0.014083810943194832,-0.22212265493566458,-0.1964595096168399,0.09631373927629025,-0.08616124368493307,0.08182901708218776,0.006226841856095844,-0.19017564357739278,-0.018561745644698306,-0.4835082786545704,-0.14312685426467323,0.1420535536167959,-0.1806127050135642,-0.0645019635372856,0.07405066716963576,0.009244969653010823,-0.09917133589762384,1.0,-0.042900990651716986,0.1470174490855586
positive_affect,-0.05907917106063715,0.08252387184752065,0.159200928188142,0.1583907776143227,-0.004930583410032784,0.006155748954588802,0.046436525502755094,0.039747546044727196,0.07220621593871861,0.01558518125301363,0.01758577890698033,-0.10322533954926164,0.11607543015960867,0.07412803344427027,-0.15270625605318572,0.1956240226394988,0.1374556400025823,-0.01326070477147973,0.012987592862967813,0.00930367905696792,-0.04734659947992583,-0.067243280512843,-0.07936079741998697,0.10948137211178552,-0.0663415411897336,-0.042900990651716986,1.0,-0.013259589642723273
negative_affect,-0.12537429552637935,0.19904355544837277,-0.08169438151158952,-0.20219650637270423,-0.27572852070141196,-0.2571119015068567,-0.1546363807321964,0.11613743761725438,-0.11332583593809457,-0.116466222405501,-0.0982926099407009,-0.005050279646394821,-0.15862651723168236,0.2161149003424934,-0.12602111561847704,0.008230185578112455,0.15121443576840302,-0.25436480335088635,-0.14187002521005884,0.19601423675777674,-0.22661369392295047,-0.23524230827251055,0.09036670086321065,0.014710146268178166,0.06553471684586498,0.1470174490855586,-0.013259589642723273,1.0
