,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.2187087791132309,-0.3028971941696152,0.12934947940946165,0.08018000549879159,0.3492448708197339,0.28403977876372205,0.2570883168602607,-0.030146551649064206,0.47076107351231383,0.9539332860782401,1.0,0.04106094220699172,0.34912396535886636,-0.3301584645760376,0.18774489681095466,0.10225636455555576,-0.2441877073570687,0.3657141175083466,0.2597389263416867,-0.27059342682750387,0.1719841527417684,0.1572546159959556,0.29003619224705796,0.17426365521093667,0.006397065068297849,-0.11180164742980472,-0.028738763040255372,-0.09453106287505669
Military expenditure (% of GDP),0.1472724513535546,-0.1019272838213396,0.02799619364185648,-0.11275506868249952,0.11052404717403488,0.2150252582170374,0.02660314221090264,-0.0012416281114682834,0.12622656262449536,0.023876465013006682,0.04106094220699172,1.0,0.018461252064122448,-0.07415503737982361,0.22839277586415058,-0.21177659294384346,-0.33955836245905946,-0.022831410554381457,0.23815956969374102,-0.22976598121222983,-0.020147186133141017,0.0101860067422441,0.11399936684935345,0.0026652680966500466,-0.21937814821442644,0.10399575058628542,-0.022378033792265366,-0.06875247975203175
Net migration,0.04080019388285302,-0.12470607144358499,0.041857223022467305,0.014155945097762208,0.24865743315301383,0.2650240543226111,0.1998670565836448,-0.3148142037261122,0.20049767401562169,0.2180213831430641,0.34912396535886636,0.018461252064122448,1.0,-0.1504669551146792,0.0351916681945035,0.09239242241410198,-0.10180668674441727,0.21140335882146846,0.20638589883167693,-0.22887535806992998,0.13623575398835,0.11727823969779286,0.16988304817447167,0.028891932516523992,-0.05291389286552869,-0.11508039472031305,0.35098481074352333,-0.15353925202727714
Population ages 0-14 (% of total population),-0.7912518120623372,0.9877845620878458,-0.2903008388097272,-0.027269167736025474,-0.709170935777427,-0.8765404376758844,-0.46269236784187734,0.008097253556757077,-0.07323284222408216,-0.33925046770447165,-0.3301584645760376,-0.07415503737982361,-0.1504669551146792,1.0,-0.8171693958508529,-0.21466626554891505,0.6176504319406737,-0.6045375294637404,-0.6158262143002229,0.7979158216449057,-0.3217346217385169,-0.5103363855794688,-0.8662683471204413,-0.2987155859204401,0.1739837877763117,0.20244738243588994,-0.04433589865629472,0.3181749976924675
Population ages 15-64 (% of total population),0.7639220985988184,-0.876257581207327,0.20033518551665058,0.08893683336696402,0.5822597860820797,0.7688031695724175,0.33037486662360893,0.005655868689820423,0.05963375652630353,0.20257540633182827,0.18774489681095466,0.22839277586415058,0.0351916681945035,-0.8171693958508529,1.0,0.0397230162771457,-0.6731155045512969,0.39212450657086884,0.5407403206039878,-0.6787913656307835,0.32256815756330126,0.409697393296399,0.6839967925669915,0.2757110534583267,-0.07098021361044299,-0.18506257913779098,-0.05084548111624248,-0.21135441640955938
Proportion of seats held by women in national parliaments (%),0.13174473971530343,-0.1878508938817205,0.1845394865393377,0.05375204978825393,0.20983377779114473,0.1907080111390485,0.22106025501592472,-0.013409907001208296,-0.031422942989075775,0.10206951693324563,0.10225636455555576,-0.21177659294384346,0.09239242241410198,-0.21466626554891505,0.0397230162771457,1.0,-0.026624156319850104,0.2737852072285147,0.14289381144423552,-0.20316230947700029,0.1481509953696737,0.2531780116707421,0.2702255846097772,0.16523849454671624,-0.04044296768141135,-0.26387539350938805,0.08216904009142337,-0.04607386088176783
Renewable energy consumption (% of total final energy consumption),-0.7077438595283215,0.6590215676699562,-0.27251426881705515,0.22244790257635352,-0.45777317463533734,-0.6708588531890743,-0.2643786872718531,-0.04658883832067079,-0.10837066938957099,-0.24855225365006903,-0.2441877073570687,-0.33955836245905946,-0.10180668674441727,0.6176504319406737,-0.6731155045512969,-0.026624156319850104,1.0,-0.34025944984036766,-0.5261484910303077,0.6806482318303545,-0.28152091839569626,-0.23026691708777977,-0.581550821903818,-0.17202945689755322,0.21456457164028328,0.09694851039820157,0.06608497582966329,0.28754665124676043
"Services, value added per worker (constant 2015 US$)",0.4115755223108127,-0.5603388353969286,0.22549823119593074,0.09958624433210923,0.9215433725894989,0.672794816464612,0.901325529709563,-0.09470848458908807,0.0072424201740085735,0.32824506359147176,0.3657141175083466,-0.022831410554381457,0.21140335882146846,-0.6045375294637404,0.39212450657086884,0.2737852072285147,-0.34025944984036766,1.0,0.600532541077103,-0.629198514149954,0.3816048067570961,0.4145980422081968,0.6507340327271367,0.1823754880089475,0.01974192020937749,-0.4474800859378895,0.20925179584821524,-0.19069712714077328
Urban population (% of total population),0.5859420378139683,-0.6167355340092959,0.4114340960833223,-0.029387598761580026,0.6647915011561301,0.7850408003798148,0.536484926258993,0.09995789008734464,0.11859025972665727,0.26444825683268597,0.2597389263416867,0.23815956969374102,0.20638589883167693,-0.6158262143002229,0.5407403206039878,0.14289381144423552,-0.5261484910303077,0.600532541077103,1.0,-0.7007970897283105,0.3087360479037162,0.47305491549685996,0.682448219922396,0.19380394975905219,-0.17753535396605066,-0.22426587902559764,0.10873386649980203,-0.10951304960174307
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.74185353677665,0.801510154126008,-0.29296117526024845,0.1917814767532369,-0.7196140351608878,-0.8850246978226851,-0.5358826434372708,0.0022995336819089554,-0.08516269398226989,-0.2688193648503927,-0.27059342682750387,-0.22976598121222983,-0.22887535806992998,0.7979158216449057,-0.6787913656307835,-0.20316230947700029,0.6806482318303545,-0.629198514149954,-0.7007970897283105,1.0,-0.310834669392157,-0.4419337865747507,-0.7453952936302501,-0.2909645766396556,0.25885730804483376,0.2660826251334613,-0.13781695313582776,0.37764567706804125
happiness_score,0.31112489977616287,-0.3227835771809168,0.1814448562184357,0.15437723938144304,0.40464973239380525,0.41157790626537855,0.3561390786359845,-0.004147268453577695,0.07676287083758059,0.17596212998693161,0.1719841527417684,-0.020147186133141017,0.13623575398835,-0.3217346217385169,0.32256815756330126,0.1481509953696737,-0.28152091839569626,0.3816048067570961,0.3087360479037162,-0.310834669392157,1.0,0.2490078338887714,0.35162858011979115,0.08272365154984014,0.13523193835144823,-0.20924960914845625,0.057591063303571485,-0.0765688963606661
social_support,0.41766551285833636,-0.5104203002883207,0.27298206018713966,0.22968871653502937,0.45567724437632445,0.5473933186427059,0.37072934954625747,0.04306156516776861,-0.1330844102480296,0.14217477614985946,0.1572546159959556,0.0101860067422441,0.11727823969779286,-0.5103363855794688,0.409697393296399,0.2531780116707421,-0.23026691708777977,0.4145980422081968,0.47305491549685996,-0.4419337865747507,0.2490078338887714,1.0,0.55586879751095,0.18908205973922465,0.01550670456976887,-0.15472384822692567,0.12318663264280258,-0.17734214623741537
healthy_life_expectancy_at_birth,0.7655024323932559,-0.8566065175824087,0.36932807081250774,0.02229957165571727,0.7053963616544058,0.8232889296341974,0.5475257785930603,-0.0006445593922692126,0.050432054894307805,0.30508734982666313,0.29003619224705796,0.11399936684935345,0.16988304817447167,-0.8662683471204413,0.6839967925669915,0.2702255846097772,-0.581550821903818,0.6507340327271367,0.682448219922396,-0.7453952936302501,0.35162858011979115,0.55586879751095,1.0,0.2595121057368251,-0.1448468687036109,-0.2614246296900589,0.07527071225038397,-0.27485503368802744
freedom_to_make_life_choices,0.24333683520662905,-0.31043508288774907,0.04528713408109208,0.04269959387242162,0.2289206734665553,0.2983970694717188,0.21277484575757097,-0.029146580251330954,0.0015332726996416229,0.18382977553720783,0.17426365521093667,0.0026652680966500466,0.028891932516523992,-0.2987155859204401,0.2757110534583267,0.16523849454671624,-0.17202945689755322,0.1823754880089475,0.19380394975905219,-0.2909645766396556,0.08272365154984014,0.18908205973922465,0.2595121057368251,1.0,-0.004471454197740222,-0.07376364955279671,0.07073820096309648,-0.1365579978994555
generosity,-0.18292566122776355,0.16727361345560254,-0.13709937811432277,0.2303850931728264,-0.03270099110742687,-0.24145822222049432,0.04676024557738341,0.08403950875127893,0.04967494494923516,-0.01118871592279544,0.006397065068297849,-0.21937814821442644,-0.05291389286552869,0.1739837877763117,-0.07098021361044299,-0.04044296768141135,0.21456457164028328,0.01974192020937749,-0.17753535396605066,0.25885730804483376,0.13523193835144823,0.01550670456976887,-0.1448468687036109,-0.004471454197740222,1.0,-0.10985349308003753,-0.00586291152335778,0.1221564687792505
perceptions_of_corruption,-0.0987692876649571,0.20000513840937267,0.04520260767951328,-0.023017689546768843,-0.3921039065615158,-0.27887100569815726,-0.44268616030742924,0.0597880621012349,-0.010185973146626167,-0.1458121963666153,-0.11180164742980472,0.10399575058628542,-0.11508039472031305,0.20244738243588994,-0.18506257913779098,-0.26387539350938805,0.09694851039820157,-0.4474800859378895,-0.22426587902559764,0.2660826251334613,-0.20924960914845625,-0.15472384822692567,-0.2614246296900589,-0.07376364955279671,-0.10985349308003753,1.0,-0.1959840376797391,0.002814794685881658
positive_affect,-0.06996051534936887,-0.021220259490192375,-0.04890526850990365,0.16318757635450507,0.18784618041179574,0.14862384176152385,0.22761413594031807,-0.23351104240012432,-0.017885846217676086,-0.057482559824025024,-0.028738763040255372,-0.022378033792265366,0.35098481074352333,-0.04433589865629472,-0.05084548111624248,0.08216904009142337,0.06608497582966329,0.20925179584821524,0.10873386649980203,-0.13781695313582776,0.057591063303571485,0.12318663264280258,0.07527071225038397,0.07073820096309648,-0.00586291152335778,-0.1959840376797391,1.0,-0.23273133804882717
negative_affect,-0.2592695201358961,0.30408547007594516,-0.080716085394123,-0.007409970628723337,-0.23775280156665587,-0.342590384618942,-0.16736862308464603,0.06620433478568628,-0.0953482633563351,-0.12317094754980946,-0.09453106287505669,-0.06875247975203175,-0.15353925202727714,0.3181749976924675,-0.21135441640955938,-0.04607386088176783,0.28754665124676043,-0.19069712714077328,-0.10951304960174307,0.37764567706804125,-0.0765688963606661,-0.17734214623741537,-0.27485503368802744,-0.1365579978994555,0.1221564687792505,0.002814794685881658,-0.23273133804882717,1.0
