,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.25242188950629607,-0.3185228074324388,0.18734843117548844,0.03751743874421374,0.29769134359421545,0.4004769975614448,0.27133878008337653,-0.17573220375499043,0.461504235824435,0.9535966083327635,1.0,0.10464244821344407,0.5640724980404087,-0.3446228831080598,0.24008033203069085,0.11324911232812686,-0.2816682300478914,0.3890578146885146,0.2810759097032475,-0.28511682219698425,0.20338402812431491,0.13469092479979128,0.2953980653945492,0.13337230569799824,0.1792510491375568,-0.30971103137761624,0.18153346811433274,-0.06906834045220991
Military expenditure (% of GDP),0.11169543406561609,-0.04892488711895783,-0.02533747777982601,-0.19623304965016883,0.1931748313270962,0.032528458406268786,0.15406034616883313,0.1061174791852978,0.1310279458712345,0.0873114579516263,0.10464244821344407,1.0,0.29985883674974056,-0.017146488699823256,0.15373202513471115,-0.24534298374793756,-0.31579274151481185,-0.028566138433608092,0.19165205444923025,-0.1794049625896237,0.05557506661475392,-0.16681862164679415,0.06912309495445312,-0.04676360542348017,-0.0655462079709049,-0.03409857006488049,-0.19121105646823805,0.24882463330771867
Net migration,0.14732798357067792,-0.19827071653533182,0.15063540725368796,0.0387539828762617,0.3333632627213171,0.3077982937463087,0.3834334997783946,-0.057415281691547304,0.32622675994101263,0.44089770526140276,0.5640724980404087,0.29985883674974056,1.0,-0.21294913322264497,0.17598250486980407,-0.01615031920434031,-0.22798640452592,0.300281924955467,0.27499508988743854,-0.2779827164752988,0.10625113246218876,0.11326515201601353,0.18895352601047408,0.14904864054185013,0.13012578562814736,-0.2575423545700017,0.14312978636121712,-0.04273635561790271
Population ages 0-14 (% of total population),-0.8133796811775335,0.9885028275358964,-0.29945730968267487,0.143096735203272,-0.6059120506110288,-0.8225392268291954,-0.4217782765975581,0.19757590017611706,-0.1012093724639054,-0.3654544432342993,-0.3446228831080598,-0.017146488699823256,-0.21294913322264497,1.0,-0.9022407146740665,-0.1489923705929127,0.6897017958616087,-0.575909283029001,-0.6465125194395527,0.7917161076994303,-0.2481502089628196,-0.15623162787105924,-0.7553723522054971,-0.12949902070581035,0.056368855766029576,0.11698764494118523,-0.05084212102411084,-0.07579601796823494
Population ages 15-64 (% of total population),0.8089439269105113,-0.9386154100361391,0.18404001796605737,-0.08093956043190442,0.644979473143764,0.6681925778269234,0.36487024593315953,-0.04039379592182297,0.11484897828013675,0.2695989720664836,0.24008033203069085,0.15373202513471115,0.17598250486980407,-0.9022407146740665,1.0,-0.013164526020962715,-0.7402973109989631,0.42863598139418113,0.6155497872229955,-0.7456901793519308,0.19212750764041314,0.14639632265549316,0.65013774738498,0.12410630381037092,-0.021354809050255448,-0.10439630088623951,0.07547912525519311,0.07854282348730512
Proportion of seats held by women in national parliaments (%),0.048264280251476686,-0.11467249504747914,0.12780587201423374,0.0809379648761957,0.059685570656740294,0.2713462459983659,0.19552735854987116,-0.11688063820559345,-0.04072172601542235,0.12287396109563305,0.11324911232812686,-0.24534298374793756,-0.01615031920434031,-0.1489923705929127,-0.013164526020962715,1.0,0.0264200730607978,0.27380707612486443,0.07298695367633422,-0.15519197243799407,0.2624654765736417,0.03170773141362186,0.24350269700995916,0.10653899188399735,0.08951405475423127,-0.12817362969695006,0.16471430217991032,-0.12360632065920232
Renewable energy consumption (% of total final energy consumption),-0.7884094037989364,0.7228685233012682,-0.3175701948217595,0.3426079000371315,-0.5024070289605035,-0.564499079996184,-0.3498843858049241,-0.005605635583432745,-0.11382474684797815,-0.2976140983884519,-0.2816682300478914,-0.31579274151481185,-0.22798640452592,0.6897017958616087,-0.7402973109989631,0.0264200730607978,1.0,-0.4005949764226999,-0.6233887243311758,0.7319405425608889,-0.19717525094062316,-0.17812991448474425,-0.6564040630234858,-0.08545940572372816,0.1171382695416167,0.07119234524959205,-0.05989819025223055,-0.1737865444111354
"Services, value added per worker (constant 2015 US$)",0.44975176701503006,-0.5398570866111073,0.28025083526863875,-0.03470225557200072,0.8638667176925142,0.8049068584823375,0.8230726380254333,-0.3141177116959899,0.0050033705932930155,0.3591672507640468,0.3890578146885146,-0.028566138433608092,0.300281924955467,-0.575909283029001,0.42863598139418113,0.27380707612486443,-0.4005949764226999,1.0,0.5987225611392188,-0.6152028395440984,0.3401230317295077,0.1842686112551101,0.5648788863591386,0.29125198107750366,0.2569354034828823,-0.36619114073244563,0.20212602050692244,-0.054863102923238406
Urban population (% of total population),0.6963656101149005,-0.6541046621222963,0.4273941126132151,-0.164333676148906,0.6664875379791517,0.7114683568143512,0.5415981556027386,-0.08780043036804647,0.11816889365993985,0.2986367272647944,0.2810759097032475,0.19165205444923025,0.27499508988743854,-0.6465125194395527,0.6155497872229955,0.07298695367633422,-0.6233887243311758,0.5987225611392188,1.0,-0.7340516492956808,0.259923492605503,0.23041908785148038,0.6314979903848381,0.2518827029810524,-0.03371069775672921,-0.3192770199355616,0.15968879688100995,-0.03719678353756086
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.7866586197074464,0.8004312918761907,-0.31560881467158014,0.32972836183568227,-0.6671260129398803,-0.7861690389724971,-0.5229631912978272,0.2300081389009705,-0.08873582005073902,-0.29772243120331326,-0.28511682219698425,-0.1794049625896237,-0.2779827164752988,0.7917161076994303,-0.7456901793519308,-0.15519197243799407,0.7319405425608889,-0.6152028395440984,-0.7340516492956808,1.0,-0.27703151119576525,-0.26714590030039864,-0.7355913095007386,-0.19935545709505392,0.037545940662977964,0.20087239184171055,-0.1540193703876625,-0.09857831801272592
happiness_score,0.22861386356809163,-0.24998570351823005,0.14361351796418786,0.0646464697670848,0.19577598381251204,0.32156751533034184,0.3075875703697227,-0.08583732201705212,-0.033429270589946276,0.20009726724462268,0.20338402812431491,0.05557506661475392,0.10625113246218876,-0.2481502089628196,0.19212750764041314,0.2624654765736417,-0.19717525094062316,0.3401230317295077,0.259923492605503,-0.27703151119576525,1.0,0.04866760033382525,0.29041241283336705,0.11355855096684896,0.11842581930281593,-0.2779646962001747,0.09084527304854667,-0.1595577252005202
social_support,0.1731310058007305,-0.16696892997645493,0.07131141523518573,0.057692159838018515,0.16445630279065213,0.1951837489886877,0.13800494833442242,0.0445873822229007,0.11023496444005769,0.12497129837840369,0.13469092479979128,-0.16681862164679415,0.11326515201601353,-0.15623162787105924,0.14639632265549316,0.03170773141362186,-0.17812991448474425,0.1842686112551101,0.23041908785148038,-0.26714590030039864,0.04866760033382525,1.0,0.20473546884232902,0.05813014997509654,0.17582643565741274,0.08613133059061967,0.22568003903420875,-0.18681894518166017
healthy_life_expectancy_at_birth,0.8049482835196753,-0.7597531891884663,0.30992896204564935,-0.15354812048695704,0.49043517852817914,0.7580855022007731,0.5205488347121615,-0.20457813593161842,0.02669987936422865,0.3084510282745254,0.2953980653945492,0.06912309495445312,0.18895352601047408,-0.7553723522054971,0.65013774738498,0.24350269700995916,-0.6564040630234858,0.5648788863591386,0.6314979903848381,-0.7355913095007386,0.29041241283336705,0.20473546884232902,1.0,0.25531183715880795,0.022788993592759394,-0.24110084430211703,0.18515599304073607,0.011278259805572375
freedom_to_make_life_choices,0.1326275644324049,-0.14109993755061254,0.08915093415444197,0.12947343743911016,0.3052962895448913,0.2966501530688627,0.3513981133399134,-0.008872177137987988,0.09632592886005605,0.14614688765691433,0.13337230569799824,-0.04676360542348017,0.14904864054185013,-0.12949902070581035,0.12410630381037092,0.10653899188399735,-0.08545940572372816,0.29125198107750366,0.2518827029810524,-0.19935545709505392,0.11355855096684896,0.05813014997509654,0.25531183715880795,1.0,-0.022123848139901193,-0.2828707144771953,0.17425941214748328,-0.1837383045499057
generosity,-0.06427968346786082,0.0471307497770765,0.047573916140269255,0.2866466995014579,0.18055082267734252,0.12296457061088546,0.2722659053731005,-0.10089541562312276,0.0973050804429431,0.1473034249858503,0.1792510491375568,-0.0655462079709049,0.13012578562814736,0.056368855766029576,-0.021354809050255448,0.08951405475423127,0.1171382695416167,0.2569354034828823,-0.03371069775672921,0.037545940662977964,0.11842581930281593,0.17582643565741274,0.022788993592759394,-0.022123848139901193,1.0,-0.1591306515456329,0.2009333178334561,-0.09941148128038525
perceptions_of_corruption,-0.13243021962171575,0.11409056828865301,-0.049232374526504856,-0.06930620082784972,-0.38692782189570707,-0.31783937714988797,-0.38678235626751606,0.1332816660038262,-0.057267683447197834,-0.29172600017128997,-0.30971103137761624,-0.03409857006488049,-0.2575423545700017,0.11698764494118523,-0.10439630088623951,-0.12817362969695006,0.07119234524959205,-0.36619114073244563,-0.3192770199355616,0.20087239184171055,-0.2779646962001747,0.08613133059061967,-0.24110084430211703,-0.2828707144771953,-0.1591306515456329,1.0,-0.22216801386424742,0.23597442015811979
positive_affect,0.11158063120402752,-0.07360250209236112,0.06796434357736048,0.26106420163112964,0.18416253913680028,0.18727437612407147,0.21525425989853486,0.017013725401250797,0.1082051208799046,0.18241258880362426,0.18153346811433274,-0.19121105646823805,0.14312978636121712,-0.05084212102411084,0.07547912525519311,0.16471430217991032,-0.05989819025223055,0.20212602050692244,0.15968879688100995,-0.1540193703876625,0.09084527304854667,0.22568003903420875,0.18515599304073607,0.17425941214748328,0.2009333178334561,-0.22216801386424742,1.0,-0.06033487435770784
negative_affect,0.08918854690470628,-0.07332912633308798,-0.131360309495754,-0.24183942404074166,-0.0029932601564952106,-0.033152494067980265,-0.08847477510851492,-0.10752724393330727,-0.1700646037570302,-0.10540963336564156,-0.06906834045220991,0.24882463330771867,-0.04273635561790271,-0.07579601796823494,0.07854282348730512,-0.12360632065920232,-0.1737865444111354,-0.054863102923238406,-0.03719678353756086,-0.09857831801272592,-0.1595577252005202,-0.18681894518166017,0.011278259805572375,-0.1837383045499057,-0.09941148128038525,0.23597442015811979,-0.06033487435770784,1.0
