,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.22789949366343043,-0.3029455806080478,0.14818388252708273,0.0657160505476372,0.3719774671242273,0.3298467107286313,0.2815537763534632,-0.05635092190459867,0.4600053986666828,0.9403660627813171,1.0,0.02566553532169061,0.4585858937831044,-0.32993165296662375,0.20410970114959093,0.08430184587011871,-0.25619299083371583,0.385565298087597,0.2691954236828016,-0.2781732560648985,0.268072031941034,0.09794431412631305,0.09552668199656462,0.07532625192887019,0.07882780262841732,-0.09983212902614697,0.09568093675923395,-0.19154713559169873
Military expenditure (% of GDP),0.09915839466405156,-0.07620785174780301,-0.017125307399406476,-0.08146202839787176,0.08915474492739758,0.11129727430046098,0.03227403015556835,-0.12494772004168013,0.16650812507791016,0.007428354749097606,0.02566553532169061,1.0,0.011823538518051057,-0.03898532816583824,0.23272725978848308,-0.1979178092216995,-0.3052802471086408,-0.04611222924486643,0.20741188968128074,-0.18450428866152457,0.03777228264641198,-0.1869863588871079,0.10501412649582507,0.07605315022523333,-0.14437296862998178,0.05759651772371527,-0.01840199508904043,0.06424081388867514
Net migration,0.06351285153116525,-0.15372498018872635,0.04900589661335481,0.1271044468875088,0.2581211089923454,0.25833190981736254,0.19394891109224044,-0.10859150042391798,0.28383710397049183,0.34016601524764795,0.4585858937831044,0.011823538518051057,1.0,-0.18157077825490467,0.10857023378765791,-0.048353059437707714,-0.061274008234292264,0.19726331693903684,0.21455965789646372,-0.18138206722261757,0.172877479524011,0.05343166295972418,-0.041953584327275174,0.08196649424871982,0.03457051701363565,-0.048162928472618015,0.019917628098940043,-0.09013583521292821
Population ages 0-14 (% of total population),-0.8016485646087943,0.9879336545950929,-0.2739479775853286,0.04863242223004731,-0.6977152144838012,-0.8758639891075329,-0.46861324360524037,0.06580482066242631,-0.0785155448280645,-0.3385921145745839,-0.32993165296662375,-0.03898532816583824,-0.18157077825490467,1.0,-0.850072747467421,-0.09330304918972135,0.6430867819150828,-0.5921465710544805,-0.6248651201759773,0.7955984432087242,-0.3502839009877807,-0.22925430281367562,-0.17799568506109817,-0.14265451956106123,-0.014499776974945096,0.15009351132899545,-0.09638406047856178,0.2458918681211478
Population ages 15-64 (% of total population),0.7797578490146067,-0.9008545493626391,0.203662343524066,0.029539243949648644,0.5958442464927024,0.7424246686295872,0.3507734370212481,-0.04499793374459079,0.0771197882343272,0.2205634054050447,0.20410970114959093,0.23272725978848308,0.10857023378765791,-0.850072747467421,1.0,-0.0752493584579801,-0.6987035325832059,0.4053643948469108,0.5616782537991023,-0.7064622556521865,0.29601059129501917,0.22390426144367806,0.10643300421656073,0.13766033909753744,0.0564933978780338,-0.10345765472703829,0.14174195780125717,-0.20186821538041275
Proportion of seats held by women in national parliaments (%),0.056619566194788085,-0.07019243155562489,0.1218348647269696,0.030415399769275667,0.13181251177270667,0.11516935868666701,0.1988310463557802,-0.0391234072988341,-0.030880198398756335,0.09175432574571067,0.08430184587011871,-0.1979178092216995,-0.048353059437707714,-0.09330304918972135,-0.0752493584579801,1.0,0.007829244242354878,0.2306773877221933,0.06634732628033022,-0.11403922237081403,0.035560474853059354,0.26718560487549675,-0.00766359261030221,0.21201413869557173,0.01969965812184571,-0.24896262611867856,0.2084842512513104,-0.24300839791194517
Renewable energy consumption (% of total final energy consumption),-0.737484873421975,0.6818844745556708,-0.2908324334079117,0.280898531545402,-0.48591923259972064,-0.6358841628142565,-0.2795604161486351,-0.013308981411222524,-0.11163780644974335,-0.2556695186889703,-0.25619299083371583,-0.3052802471086408,-0.061274008234292264,0.6430867819150828,-0.6987035325832059,0.007829244242354878,1.0,-0.3525413071154795,-0.5651044276361092,0.6991266614336846,-0.2825955828857118,-0.20135508352870043,-0.07973075776779706,-0.038369694811584774,0.1697291775106655,0.052759021939644005,-0.045730048159669204,0.20869127979658575
"Services, value added per worker (constant 2015 US$)",0.4195686677424881,-0.5486723827894533,0.218822313145288,0.0672009867932112,0.9287670113621347,0.7248339955250056,0.8857432099510223,-0.28703252210790187,0.006607208342170151,0.32050279954559585,0.385565298087597,-0.04611222924486643,0.19726331693903684,-0.5921465710544805,0.4053643948469108,0.2306773877221933,-0.3525413071154795,1.0,0.5974541163551058,-0.6155063646537378,0.3347922911910017,0.12916373277484106,0.10261549977635877,0.29160357369754025,0.18851479405875257,-0.40679092367864644,0.2230310602658584,-0.22606057289912587
Urban population (% of total population),0.6260137129794277,-0.6268912696266592,0.4224798020468842,-0.08113971431577825,0.6785588726740563,0.7799807740626119,0.5449853221553788,0.060186282124339095,0.11713655986883269,0.2586811696536997,0.2691954236828016,0.20741188968128074,0.21455965789646372,-0.6248651201759773,0.5616782537991023,0.06634732628033022,-0.5651044276361092,0.5974541163551058,1.0,-0.7112434365312194,0.29655472835087987,-0.014736757273579825,0.1309332409098863,0.20245663303273886,-0.06606786198724804,-0.19893840502589177,0.1522761208406412,-0.12484187921461858
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.7494614297963869,0.8005283953750585,-0.29412809221931335,0.23911000188293194,-0.7119723805714437,-0.8424241561729422,-0.5375898206745985,0.04565657307470459,-0.08850321791079532,-0.2650106137406528,-0.2781732560648985,-0.18450428866152457,-0.18138206722261757,0.7955984432087242,-0.7064622556521865,-0.11403922237081403,0.6991266614336846,-0.6155063646537378,-0.7112434365312194,1.0,-0.35209665258870343,-0.15181842558645617,-0.12032013758890357,-0.2656196609173348,0.07300578030876018,0.18531767731072968,-0.1449662269399224,0.35332185679961753
happiness_score,0.3052802803963726,-0.3484548238865875,0.21908221623516932,-0.03253979765625879,0.3546871913513471,0.3640862360942175,0.3370967686486586,-0.051646873889400674,0.05654891867897273,0.2619391076520127,0.268072031941034,0.03777228264641198,0.172877479524011,-0.3502839009877807,0.29601059129501917,0.035560474853059354,-0.2825955828857118,0.3347922911910017,0.29655472835087987,-0.35209665258870343,1.0,-0.011488670666314467,-0.10016414503291617,0.126832106431227,0.03142984430539889,-0.1473569117644577,-0.006926357260612021,-0.16015479515978537
social_support,0.17293491367732441,-0.22997201005809345,0.004084017415779136,0.0226385647781378,0.1462087500899499,0.16417261452892398,0.03619953206071605,0.05610656159775257,0.10761524165161683,0.08430318913361749,0.09794431412631305,-0.1869863588871079,0.05343166295972418,-0.22925430281367562,0.22390426144367806,0.26718560487549675,-0.20135508352870043,0.12916373277484106,-0.014736757273579825,-0.15181842558645617,-0.011488670666314467,1.0,0.20635013640073493,0.054353380662836834,0.04324893797705325,-0.0965489049378123,0.1066575227363719,-0.2518147235672485
healthy_life_expectancy_at_birth,0.1293218945296907,-0.16211089024094902,-0.15614580602223999,-0.060505843573227934,0.11962302251692288,0.14258499320248028,0.05027070298439656,0.06483410005442267,0.10290338293142669,0.10118116836056182,0.09552668199656462,0.10501412649582507,-0.041953584327275174,-0.17799568506109817,0.10643300421656073,-0.00766359261030221,-0.07973075776779706,0.10261549977635877,0.1309332409098863,-0.12032013758890357,-0.10016414503291617,0.20635013640073493,1.0,0.016622750221056953,-0.04831347017067021,-0.06699811607398588,-0.088926833105541,-0.05721280789506891
freedom_to_make_life_choices,0.1946414424100675,-0.14611466530576406,0.12146414604487368,0.032487979341036005,0.27723938497338074,0.30589441826633623,0.3340994934517684,-0.07623000165503412,0.04906327634113849,0.09699805071104027,0.07532625192887019,0.07605315022523333,0.08196649424871982,-0.14265451956106123,0.13766033909753744,0.21201413869557173,-0.038369694811584774,0.29160357369754025,0.20245663303273886,-0.2656196609173348,0.126832106431227,0.054353380662836834,0.016622750221056953,1.0,0.16053063884022103,-0.09378199580579687,0.3257910696723548,-0.22954670679533343
generosity,-0.07284608996031618,-0.014411983409413662,-0.13231339276847667,0.2712621646362374,0.1428054830011975,-0.03161602414289045,0.1869229358015093,-0.041568727610477404,-0.009399180299943166,0.07705647887555961,0.07882780262841732,-0.14437296862998178,0.03457051701363565,-0.014499776974945096,0.0564933978780338,0.01969965812184571,0.1697291775106655,0.18851479405875257,-0.06606786198724804,0.07300578030876018,0.03142984430539889,0.04324893797705325,-0.04831347017067021,0.16053063884022103,1.0,-0.27085213186741636,0.19260393599796508,-0.020752864769209897
perceptions_of_corruption,-0.07793926642733498,0.13980919752256218,0.0037437002529023397,-0.05100674812797898,-0.377457221191505,-0.19920224333968697,-0.4382269551296883,-0.16895994271658818,0.01256369727360191,-0.13289671994945362,-0.09983212902614697,0.05759651772371527,-0.048162928472618015,0.15009351132899545,-0.10345765472703829,-0.24896262611867856,0.052759021939644005,-0.40679092367864644,-0.19893840502589177,0.18531767731072968,-0.1473569117644577,-0.0965489049378123,-0.06699811607398588,-0.09378199580579687,-0.27085213186741636,1.0,-0.17796837253910017,0.05198275862268317
positive_affect,0.15190188287188072,-0.11009242834002948,0.10093687837762572,0.11385383052320622,0.22303619746270056,0.1994968203824276,0.2511085261122322,0.019938323420409913,0.08843173431823398,0.09114805609552579,0.09568093675923395,-0.01840199508904043,0.019917628098940043,-0.09638406047856178,0.14174195780125717,0.2084842512513104,-0.045730048159669204,0.2230310602658584,0.1522761208406412,-0.1449662269399224,-0.006926357260612021,0.1066575227363719,-0.088926833105541,0.3257910696723548,0.19260393599796508,-0.17796837253910017,1.0,-0.04553218763395225
negative_affect,-0.3132396778063554,0.2511930778672998,-0.008201125047414404,0.05589194306503943,-0.22529491371741953,-0.24607657324712207,-0.19043372134420017,0.09836367985608734,-0.04642052003492387,-0.195559860874235,-0.19154713559169873,0.06424081388867514,-0.09013583521292821,0.2458918681211478,-0.20186821538041275,-0.24300839791194517,0.20869127979658575,-0.22606057289912587,-0.12484187921461858,0.35332185679961753,-0.16015479515978537,-0.2518147235672485,-0.05721280789506891,-0.22954670679533343,-0.020752864769209897,0.05198275862268317,-0.04553218763395225,1.0
