,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Proportion of seats held by women in national parliaments (%),0.05019692546639164,-0.13158065382928263,0.04765703277168878,0.11683820053279691,0.07592955553686026,0.28251301868171946,0.21259223518945045,0.11339337308951873,-0.03557768126127593,0.1370840119043429,0.12204068182784429,-0.28280189243299386,-0.012742417052453768,-0.16344227599814878,0.013184365174687636,1.0,0.0409265340306209,0.27755306616815895,0.07075983218389836,-0.15377716759833415,0.09016068293320056,0.03945353372028246,0.062271858365974514,0.15313363389327023,0.027769981314298642,-0.2152059838020665,0.05091288890796443,-0.14685939156954902
Renewable energy consumption (% of total final energy consumption),-0.8022116711533758,0.7251977698328826,-0.3167901341667379,0.3546370305905068,-0.5095913941255606,-0.5370447783701837,-0.3375870340923158,0.3396582545466244,-0.10740171518302417,-0.29327280465163913,-0.2841371143909391,-0.30045686577513875,-0.2404116145794589,0.6933317744517052,-0.7407747708814524,0.0409265340306209,1.0,-0.3973752435064661,-0.623984887463974,0.7336487485557929,-0.38949586432751665,-0.32610454904712904,-0.04869047410445772,-0.21583351669548892,0.136077994833529,0.03430300651802669,0.013877030450352166,-0.2761669922692354
"Services, value added per worker (constant 2015 US$)",0.4519071325957943,-0.5433572450681617,0.31352671263535853,-0.027609442384908586,0.8802101215004935,0.8125399822940539,0.8085896485085109,-0.14934721698410272,0.009140504770947482,0.3844176169645349,0.42246291576264033,-0.04919281850824668,0.3009617900224168,-0.5771720460681583,0.4401494881458209,0.27755306616815895,-0.3973752435064661,1.0,0.5972004277155297,-0.6084231005953696,0.43048583957203856,0.24228831747409646,-0.03310381459529299,0.28540050053057314,0.22422106660086136,-0.3655029657007409,0.12952741885034813,0.09679447878420083
Urban population (% of total population),0.7007681341280757,-0.6576880120936371,0.42768128032816144,-0.1669344170346353,0.6805857565387038,0.6984109926929086,0.5132580037738415,-0.2924253689892363,0.11849947484981672,0.3016087932428177,0.29251533008891073,0.1611078277970634,0.2931352215025126,-0.6488142785089401,0.624441487233163,0.07075983218389836,-0.623984887463974,0.5972004277155297,1.0,-0.7357872585635183,0.4561672238212801,0.359843064456222,0.10388972257406077,0.25463738508827266,-0.041490487899049786,-0.15413452966189464,0.018328299735080794,0.21982235816699133
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.7874299242479239,0.8026435447644521,-0.3370202365681574,0.3263322689242026,-0.6820015759929032,-0.7687756530165842,-0.5004921527376122,0.24813467595545893,-0.08695080826841214,-0.30406388489381425,-0.29880987495100503,-0.16539379323028539,-0.30627680469762664,0.7932248128571089,-0.7531433886198935,-0.15377716759833415,0.7336487485557929,-0.6084231005953696,-0.7357872585635183,1.0,-0.4133065252766835,-0.3312676939158844,-0.034966006399181015,-0.2786922748629143,0.05093023426658339,0.10318538381242602,-0.012308813604459132,-0.2220112773197722
happiness_score,0.4575695275034178,-0.4526075023615926,0.3316075368774361,0.10704376331736927,0.4274635535098317,0.4504095464399488,0.4467038779750267,-0.14139895991567783,0.10758728786427559,0.22928347948154482,0.23987989952241848,-0.0276418120337454,0.18425221269641628,-0.43550974170000384,0.4364503591566932,0.09016068293320056,-0.38949586432751665,0.43048583957203856,0.4561672238212801,-0.4133065252766835,1.0,0.20974440496298288,-0.25527245786043495,0.2020861830857901,0.14708216889696724,-0.18460768831645716,0.15136330734328943,-0.02324920196846955
social_support,0.21137089446894136,-0.21323343750476442,0.06789727323874795,0.14055854472947202,0.29717339384358143,0.33989287485153846,0.2855843450027677,-0.024797995385115724,0.13688792243895137,0.15512507174306497,0.14863704926457352,0.03560335107107951,0.13372986860681654,-0.20641751888267482,0.2206274319366768,0.03945353372028246,-0.32610454904712904,0.24228831747409646,0.359843064456222,-0.3312676939158844,0.20974440496298288,1.0,-0.011540028446436954,0.12595094050687944,-0.06670319586055382,-0.007257275468846522,0.0874906578575082,-0.03297294415876208
healthy_life_expectancy_at_birth,0.059601801524839175,0.11769261093468471,0.02777164567429872,-0.1922629694352913,-0.06221665958600208,0.0027639956831568865,-0.04647552690098592,-0.01689225100663937,-0.038048038432207075,-0.041041248712369645,-0.038737005216229074,0.07890093842239775,-0.011027127589526215,0.1190856438577895,-0.1133549398144189,0.062271858365974514,-0.04869047410445772,-0.03310381459529299,0.10388972257406077,-0.034966006399181015,-0.25527245786043495,-0.011540028446436954,1.0,-0.07433850489518155,-0.04672117209347491,0.03580294302020542,-0.04972157763772987,0.21994867990161282
freedom_to_make_life_choices,0.25720484490171597,-0.25414888709568506,0.12376728217802625,0.13154528288567602,0.32715841105499793,0.23005420462741075,0.293472971833747,-0.2649804643954036,0.08979589696330795,0.12151707362468511,0.1289969323708203,-0.08905454836058395,0.1324613367718335,-0.2036829316991633,0.3103348099406722,0.15313363389327023,-0.21583351669548892,0.28540050053057314,0.25463738508827266,-0.2786922748629143,0.2020861830857901,0.12595094050687944,-0.07433850489518155,1.0,0.38719891405504964,-0.16758759497764944,0.1330299868363686,-0.0708744570324455
generosity,-0.14408064796306874,0.07951041603112968,0.09849581216189408,0.2443742593466704,0.19665379227336519,0.1185309509756898,0.18216933930362425,-0.0352506690382063,-0.07435946789720844,0.11620482770219348,0.15848981553015168,-0.15823281242206869,0.12848739472890186,0.07707471033302885,-0.03242669571909025,0.027769981314298642,0.136077994833529,0.22422106660086136,-0.041490487899049786,0.05093023426658339,0.14708216889696724,-0.06670319586055382,-0.04672117209347491,0.38719891405504964,1.0,-0.3024819983348955,0.23593935645550138,-0.1534392551703448
perceptions_of_corruption,0.007508047787052739,0.0620380005752708,-0.048506910755674655,-0.09791934440902283,-0.36686151120444815,-0.2578856199094039,-0.3893624624845892,-0.02185951559463106,0.07260465013196209,-0.30523931766642,-0.2299670967501847,0.02076995289944646,-0.08341543330463351,0.08714240177897091,-0.07420242996504689,-0.2152059838020665,0.03430300651802669,-0.3655029657007409,-0.15413452966189464,0.10318538381242602,-0.18460768831645716,-0.007257275468846522,0.03580294302020542,-0.16758759497764944,-0.3024819983348955,1.0,-0.1713749949630766,0.06866324847783432
positive_affect,-0.020842450003276836,0.009268649055800193,0.25502820990240116,0.13645235899871305,0.10462025340601622,0.07198464007865771,0.13673885563966773,-0.17415274015047236,-0.1465249431245801,-0.05460189886260767,0.013519018780278731,-0.17455409298504834,0.05126778046235307,0.004723368086675735,-0.0424641716650269,0.05091288890796443,0.013877030450352166,0.12952741885034813,0.018328299735080794,-0.012308813604459132,0.15136330734328943,0.0874906578575082,-0.04972157763772987,0.1330299868363686,0.23593935645550138,-0.1713749949630766,1.0,-0.13725977854324103
negative_affect,0.2443302026086146,-0.14743907143769305,-0.04608931324596209,-0.23665419685077138,0.15507810369971303,0.13141844901015576,0.1268790405958272,-0.05812396946532131,-0.024843139132922108,-0.006676359904664567,0.02221219106257271,0.3052697876518056,0.08414918490139686,-0.13562422597709833,0.14451643758685298,-0.14685939156954902,-0.2761669922692354,0.09679447878420083,0.21982235816699133,-0.2220112773197722,-0.02324920196846955,-0.03297294415876208,0.21994867990161282,-0.0708744570324455,-0.1534392551703448,0.06866324847783432,-0.13725977854324103,1.0
