,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.23954719135984323,-0.30955950891259143,0.15827015452934232,0.05735388383218613,0.31629142156719103,0.33381493475853213,0.2770275484967522,-0.07450162933771605,0.4826917039905321,0.9544028099550184,1.0,0.013604987328052574,0.36598452140805615,-0.3360342126878371,0.21945108349107628,0.08915264905017169,-0.26657892768314145,0.36936239597846915,0.2728715382916991,-0.2766016476495681,0.20659690801731928,-0.0753928374967079,0.317194488264471,0.12941857763454406,0.051296083157113044,-0.14632573212306785,-0.07157050187904725,-0.06717003716969731
Military expenditure (% of GDP),0.03293756100206083,-0.03680155353463245,-0.04883188922163299,-0.117626681087097,0.14518671117221815,0.010341739174572073,0.10484942883733724,-0.18755571667877877,0.11702051440869422,0.03332984341615995,0.013604987328052574,1.0,0.0852707884364313,0.0032466358364125515,0.16964456797051988,-0.14949300690810485,-0.29621483116410585,-0.027699044914536182,0.185592029708316,-0.13063475570963143,0.01030076267825628,-0.001451961780133937,-0.01633745614530906,-0.08254103458513751,-0.11192737808046331,0.03791859073202803,-0.06360113946052921,0.12216577780868852
Net migration,0.11719909678776574,-0.18493468122489448,0.08009386677732408,0.06107389933806717,0.2988582001891407,0.28118728343443594,0.2140899197321999,-0.12315074535480902,0.18357769231210622,0.28634737628304385,0.36598452140805615,0.0852707884364313,1.0,-0.19654146821319535,0.1831475213525723,-0.005847326823813016,-0.14824727549465389,0.22442685764645287,0.2462566749347495,-0.25595080267501386,0.02402043407390296,0.14098829588819653,0.18268658379636446,0.09952311918322215,0.05765445314274774,-0.02174293502427598,-0.009828752528685543,0.011872667000314209
Population ages 0-14 (% of total population),-0.8087843950761293,0.9881792964572643,-0.28809694872182673,0.09661092163805704,-0.6405426319687713,-0.8621910257110735,-0.4698718620869255,0.10168827608170233,-0.0838976105617276,-0.3469856196149625,-0.3360342126878371,0.0032466358364125515,-0.19654146821319535,1.0,-0.8692620129950572,-0.10360681618926279,0.6572488028652346,-0.5947961641474759,-0.6292506976268853,0.7928297632237089,-0.43257645827771896,-0.184197734844149,-0.8714442484624491,-0.12153131919186234,-0.1208596258481972,0.1574619684732437,0.11182428130693363,0.1359090763638727
Population ages 15-64 (% of total population),0.7926660817428682,-0.9152448153783674,0.2220200867495519,-0.015991874286544097,0.6295397928132006,0.7213476529974082,0.3673069304293564,-0.07720425806519385,0.08929640546816357,0.2500577232258244,0.21945108349107628,0.16964456797051988,0.1831475213525723,-0.8692620129950572,1.0,-0.07821364587653007,-0.7141099601367483,0.42191669667851434,0.5727631959939408,-0.7191577384188338,0.31344755882764935,0.14575387999751485,0.7513513315750692,0.1354065649748114,0.1540224801350836,-0.13737323060794113,-0.11406685406444024,-0.19356784189650367
Proportion of seats held by women in national parliaments (%),0.05111508483961296,-0.07429188834810656,0.1370706657534979,0.019098415183062985,0.05836789898095776,0.15175008669265574,0.19476750873183868,-0.03882988411182935,-0.02674634227493935,0.10316847208925041,0.08915264905017169,-0.14949300690810485,-0.005847326823813016,-0.10360681618926279,-0.07821364587653007,1.0,0.009172195957466602,0.23302421588909358,0.0608178244337262,-0.12000746869404097,0.14796995766834595,0.16309791936455498,0.17054266839562238,0.20369829864327318,-0.016676000037646122,-0.19738373691002006,0.06911595952278435,-0.034783056359062405
Renewable energy consumption (% of total final energy consumption),-0.7529425475720012,0.6943687165457668,-0.3028657889094306,0.30242220493716987,-0.4957961485331681,-0.6234926725162837,-0.32393473745535944,0.024740472736180418,-0.11926104154195466,-0.2765417712355466,-0.26657892768314145,-0.29621483116410585,-0.14824727549465389,0.6572488028652346,-0.7141099601367483,0.009172195957466602,1.0,-0.38474441804381443,-0.5977195099676096,0.7115770591993438,-0.3092393164696862,-0.1595875101754366,-0.6673757338834722,-0.12005522351078676,0.06336150258676365,0.08917822606849145,0.2090238188415945,0.1347529216153352
"Services, value added per worker (constant 2015 US$)",0.43965519190355645,-0.5533080288443102,0.22844608694764088,0.037413092908002,0.8579999664102723,0.7549516245768563,0.9027932709788499,-0.20757135238218258,0.008680460859347334,0.3326769546395144,0.36936239597846915,-0.027699044914536182,0.22442685764645287,-0.5947961641474759,0.42191669667851434,0.23302421588909358,-0.38474441804381443,1.0,0.6055681905235325,-0.6252789058242011,0.39172477799229,0.23095162023379467,0.6417350609808076,0.3060000354287992,0.18398357872635226,-0.3490652790011025,-0.12572281775043392,-0.17409594028637668
Urban population (% of total population),0.6519946922523773,-0.6325670316375804,0.44122103168882576,-0.11328541434982897,0.668847892531031,0.7559540987304192,0.5636318146876317,0.03860097775159216,0.11542147794805342,0.27540164547340423,0.2728715382916991,0.185592029708316,0.2462566749347495,-0.6292506976268853,0.5727631959939408,0.0608178244337262,-0.5977195099676096,0.6055681905235325,1.0,-0.7220880907348249,0.3857265013198599,0.2794584849527606,0.6848510391735907,0.1760941735901765,-0.04354239865240114,-0.21873850436256007,-0.13229667916824994,-0.10247213635525725
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.763849384664388,0.7990889015722988,-0.3163054574791167,0.27460547336406893,-0.6826173733722986,-0.8339028675211149,-0.5493682470104299,0.029972205651761216,-0.09150084337544964,-0.28117815634424587,-0.2766016476495681,-0.13063475570963143,-0.25595080267501386,0.7928297632237089,-0.7191577384188338,-0.12000746869404097,0.7115770591993438,-0.6252789058242011,-0.7220880907348249,1.0,-0.4565341881126818,-0.2353269809151356,-0.7877704881610855,-0.24708520108388077,-0.03903788019546926,0.16016204200523365,0.09287643101767608,0.12315479542456285
happiness_score,0.4355321017627474,-0.4307645998581402,0.2379574871973793,-0.133420385410546,0.3100509823913328,0.4396715233851629,0.3179848105000105,0.014114147905155415,0.1261094290524259,0.2062596279283923,0.20659690801731928,0.01030076267825628,0.02402043407390296,-0.43257645827771896,0.31344755882764935,0.14796995766834595,-0.3092393164696862,0.39172477799229,0.3857265013198599,-0.4565341881126818,1.0,0.12659507771891254,0.5198647148140286,0.13493039727990036,0.19860106499488722,-0.2026135191054999,0.14693009038167584,-0.09811355587064069
social_support,0.16130339529388338,-0.17813676538293666,0.2230413393499929,-0.03229618707183762,0.25952545562705287,0.24974918684224032,0.24110939683707566,0.01186274381714881,0.03903216092061309,-0.0876700112532683,-0.0753928374967079,-0.001451961780133937,0.14098829588819653,-0.184197734844149,0.14575387999751485,0.16309791936455498,-0.1595875101754366,0.23095162023379467,0.2794584849527606,-0.2353269809151356,0.12659507771891254,1.0,0.17866012405729206,0.055489643750277484,0.13465327899272822,-0.10820990963128697,0.13807729613884484,-0.12779260693123046
healthy_life_expectancy_at_birth,0.8166559625154953,-0.8698113329583237,0.3811428988185506,-0.13310365482651915,0.6711615384421546,0.8395770944300295,0.5270975446119092,-0.05329683663388522,0.03099343351536378,0.32047680302695236,0.317194488264471,-0.01633745614530906,0.18268658379636446,-0.8714442484624491,0.7513513315750692,0.17054266839562238,-0.6673757338834722,0.6417350609808076,0.6848510391735907,-0.7877704881610855,0.5198647148140286,0.17866012405729206,1.0,0.2091849487426786,0.13083377460306492,-0.16216978032171497,-0.027416647958551543,-0.13026947242389436
freedom_to_make_life_choices,0.22096235446830978,-0.13992372378438583,0.17678174885693,0.004068294765691919,0.28444446876153096,0.19395096992641617,0.29562399731471695,-0.21114728526686313,0.08662051785706394,0.12276641578012382,0.12941857763454406,-0.08254103458513751,0.09952311918322215,-0.12153131919186234,0.1354065649748114,0.20369829864327318,-0.12005522351078676,0.3060000354287992,0.1760941735901765,-0.24708520108388077,0.13493039727990036,0.055489643750277484,0.2091849487426786,1.0,0.05429487793919394,-0.1455060225358945,0.07171399995554868,-0.13613291249775936
generosity,0.05842118080146803,-0.12974510541704581,-0.08532036944663593,0.1683489952282162,0.1798101188522767,0.017265496066031016,0.17407014280752112,-0.11749046392948191,-0.05120936929353888,0.01309511975580161,0.051296083157113044,-0.11192737808046331,0.05765445314274774,-0.1208596258481972,0.1540224801350836,-0.016676000037646122,0.06336150258676365,0.18398357872635226,-0.04354239865240114,-0.03903788019546926,0.19860106499488722,0.13465327899272822,0.13083377460306492,0.05429487793919394,1.0,-0.17454539430791427,0.16631089637236765,-0.016570825000068297
perceptions_of_corruption,-0.12522756048409203,0.15733357093286332,-0.0852102176310176,0.0599314674548273,-0.30075189556046505,-0.17307117834082836,-0.3266864105422455,0.09299505780175213,-0.05915722321835757,-0.17634306012900935,-0.14632573212306785,0.03791859073202803,-0.02174293502427598,0.1574619684732437,-0.13737323060794113,-0.19738373691002006,0.08917822606849145,-0.3490652790011025,-0.21873850436256007,0.16016204200523365,-0.2026135191054999,-0.10820990963128697,-0.16216978032171497,-0.1455060225358945,-0.17454539430791427,1.0,0.11589957784957812,0.08339963283306505
positive_affect,-0.09433097536163557,0.10696032617638085,0.039698915629768204,0.22648273245928502,-0.07741809081696886,-0.1304952706755825,-0.0537053535853747,0.061234277604777204,-0.10375006237429966,-0.0982396706329556,-0.07157050187904725,-0.06360113946052921,-0.009828752528685543,0.11182428130693363,-0.11406685406444024,0.06911595952278435,0.2090238188415945,-0.12572281775043392,-0.13229667916824994,0.09287643101767608,0.14693009038167584,0.13807729613884484,-0.027416647958551543,0.07171399995554868,0.16631089637236765,0.11589957784957812,1.0,-0.1227293013305499
negative_affect,-0.15632157748620404,0.14842001188786344,-0.11693999445022453,-0.11031165277757396,-0.18927066215494773,-0.16505027950058657,-0.16347188307598343,-0.05842808616943464,-0.042653169570324806,-0.09512782578026319,-0.06717003716969731,0.12216577780868852,0.011872667000314209,0.1359090763638727,-0.19356784189650367,-0.034783056359062405,0.1347529216153352,-0.17409594028637668,-0.10247213635525725,0.12315479542456285,-0.09811355587064069,-0.12779260693123046,-0.13026947242389436,-0.13613291249775936,-0.016570825000068297,0.08339963283306505,-0.1227293013305499,1.0
