,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.2546871750991536,-0.32033900138899774,0.16605984796267992,0.04321799350309561,0.28334280621573316,0.3811934186663889,0.2738151775474886,-0.18858453897910848,0.4656145400217593,0.9589109169758242,1.0,0.10729141713431271,0.4588187042395512,-0.347128439246261,0.23773853090991506,0.09674935914269248,-0.2788754927086792,0.3683891318359779,0.2797991398878868,-0.28023585317097804,0.2513269911704194,0.1885863374067569,0.3171873705814573,0.14532340356293746,0.10140855627422292,-0.023982538360902386,-0.05412760137762443,-0.027069362787190184
Military expenditure (% of GDP),0.09085357174801273,-0.05272607399509562,-0.04556578987422883,-0.16139029643872665,0.22469324039569377,0.08122629456138648,0.1862303051881795,0.20440299718256374,0.1333460281851577,0.10568333339219997,0.10729141713431271,1.0,0.31548811981723307,-0.02010655091689014,0.17925337424379317,-0.25957348469603264,-0.33328611910934075,-0.03383717378623129,0.1704060374673077,-0.1579001190628952,-0.08868003331925098,-0.09720961777568328,0.05886824613268527,-0.17872828179222727,-0.17415357458622982,0.07320703381140405,0.0004278429585229754,0.08259146753424912
Net migration,0.11986760952788353,-0.172563133749249,0.0862720428455871,0.08107232166065098,0.32991378432568,0.2998157555275228,0.3420261490367132,-0.042167078274552905,0.24903158542657394,0.3711643348236955,0.4588187042395512,0.31548811981723307,1.0,-0.19072178763575298,0.1607837699219934,-0.035762457639996616,-0.23162083311507656,0.26731999156077507,0.237553421977472,-0.25366410902634245,0.13614161050567722,0.13025348640427356,0.14971715699597202,0.05077075107099683,0.10904046556731296,-0.047984889843895186,0.13717183177997855,-0.05210232505839423
Population ages 0-14 (% of total population),-0.8191669889236927,0.9884574302222792,-0.2903574997980337,0.1419656877478409,-0.5970155325052701,-0.8332024124816594,-0.4372894974287071,0.1931219827440604,-0.09828977804571747,-0.36435714654228735,-0.347128439246261,-0.02010655091689014,-0.19072178763575298,1.0,-0.8956239702683108,-0.13024703311682698,0.6960535243164492,-0.5851422472047328,-0.6444408116632889,0.7911101154011745,-0.3399391868974465,-0.26390277862390965,-0.8029815057899716,-0.20913842266446112,0.006406474152628411,-0.02301140369752937,-0.10647739291866584,-0.0070129720589419495
Population ages 15-64 (% of total population),0.8114758439582384,-0.9339295417741049,0.17616438216917177,-0.07666526287580343,0.6348017326715758,0.688528714600185,0.37262052750836067,-0.03703674725604432,0.11058224385053915,0.2703335419874273,0.23773853090991506,0.17925337424379317,0.1607837699219934,-0.8956239702683108,1.0,-0.04054405789112125,-0.7428490504785797,0.44357612319348455,0.6060761588378327,-0.7370971068990754,0.26314466493651895,0.20206303018940175,0.7013321477966068,0.20833561676662207,-0.005279939552693326,0.02342585354683704,0.12754283420748733,0.008949179577964527
Proportion of seats held by women in national parliaments (%),0.009202902161002845,-0.09184058933800807,0.09876736312716017,0.08183768998748048,0.045651634899323015,0.244057060939566,0.20584247843009656,-0.021869157984242937,-0.040633606828100244,0.09948625386651283,0.09674935914269248,-0.25957348469603264,-0.035762457639996616,-0.13024703311682698,-0.04054405789112125,1.0,0.04094388374170668,0.2437402322028572,0.050199237607657585,-0.1318498869297462,0.2553536485399437,0.05799241740845518,0.13318678173153126,0.23794018221634167,0.12338550689022217,-0.1660232799478061,-0.0009440256257101554,-0.006237525665056752
Renewable energy consumption (% of total final energy consumption),-0.7826142703770265,0.7283033016521486,-0.2944495598880577,0.3455174422022303,-0.481367419753413,-0.5970284133428804,-0.3401770000766289,-0.06460020029091218,-0.11490407826483136,-0.29678968960517366,-0.2788754927086792,-0.33328611910934075,-0.23162083311507656,0.6960535243164492,-0.7428490504785797,0.04094388374170668,1.0,-0.4016589366539409,-0.6175415084237317,0.7293641386307529,-0.20960916088014106,-0.15461148739087718,-0.695290165029766,-0.05624387360895861,0.07452075500960854,0.0009577036909100854,-0.10028678993608339,-0.0411069082148576
"Services, value added per worker (constant 2015 US$)",0.4523823497429822,-0.5477892602611212,0.25410558021537527,0.002067435861485184,0.8028714434429736,0.7949009213259345,0.8355333226059899,-0.28632558851253,0.0006913808982343138,0.35224352129418807,0.3683891318359779,-0.03383717378623129,0.26731999156077507,-0.5851422472047328,0.44357612319348455,0.2437402322028572,-0.4016589366539409,1.0,0.6077544827043528,-0.6227791240509123,0.45927808689670685,0.33143418633932514,0.5782395174935528,0.2617403785822522,0.28101120150856385,-0.28855880675812734,0.21001876733607971,-0.15118249432108793
Urban population (% of total population),0.688062096559359,-0.6507617112300066,0.41817823932014725,-0.15547684696216668,0.6481741294173345,0.7311048172161856,0.5392303755531493,-0.08670719613127971,0.1202773631453948,0.3009983709217177,0.2797991398878868,0.1704060374673077,0.237553421977472,-0.6444408116632889,0.6060761588378327,0.050199237607657585,-0.6175415084237317,0.6077544827043528,1.0,-0.7289286408352529,0.3257881570289725,0.25393916856990667,0.671571085321941,0.1677908061809995,-0.05240193558561592,-0.1488232958887197,0.2229131517418047,0.03578968970773793
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.785693557360167,0.7986418785705023,-0.31269000982935047,0.3260522090224524,-0.6501075892978553,-0.8060407665185201,-0.5270070283065473,0.15466703391737033,-0.08956914962559342,-0.2971583419620657,-0.28023585317097804,-0.1579001190628952,-0.25366410902634245,0.7911101154011745,-0.7370971068990754,-0.1318498869297462,0.7293641386307529,-0.6227791240509123,-0.7289286408352529,1.0,-0.3662058570804633,-0.20793912478147328,-0.7247993606598234,-0.18667458527877698,0.033617998532334,0.12782867303279402,-0.21684587297238503,0.00432595489086853
happiness_score,0.3184828459318377,-0.320397084615447,0.12776996480705438,0.09222155881079827,0.34421931665673616,0.4721977217807391,0.4101878102184898,-0.1607515555506211,0.11383261308487405,0.22711281099996883,0.2513269911704194,-0.08868003331925098,0.13614161050567722,-0.3399391868974465,0.26314466493651895,0.2553536485399437,-0.20960916088014106,0.45927808689670685,0.3257881570289725,-0.3662058570804633,1.0,0.34308981594745064,0.3887137861992264,0.18802762772369294,0.32714716271452604,-0.2545956007230719,0.24818382939913405,-0.05353852797651165
social_support,0.2576392965715692,-0.2470347965233375,0.20385167734642495,0.11433768036474297,0.23570058439744115,0.3801366806072526,0.283215772727893,-0.2405740202622699,0.09083772371655109,0.1669926542270138,0.1885863374067569,-0.09720961777568328,0.13025348640427356,-0.26390277862390965,0.20206303018940175,0.05799241740845518,-0.15461148739087718,0.33143418633932514,0.25393916856990667,-0.20793912478147328,0.34308981594745064,1.0,0.29001141443806516,0.21245056768864481,0.19633247808518187,-0.09136299751225922,0.13805126746137386,-0.05504898000263847
healthy_life_expectancy_at_birth,0.8332267384624438,-0.8028284990269849,0.38726498735271064,-0.15453492852642176,0.5046553557093879,0.7861899489292694,0.4949729104487742,-0.2008549601098431,0.05152036131189364,0.32608707198744213,0.3171873705814573,0.05886824613268527,0.14971715699597202,-0.8029815057899716,0.7013321477966068,0.13318678173153126,-0.695290165029766,0.5782395174935528,0.671571085321941,-0.7247993606598234,0.3887137861992264,0.29001141443806516,1.0,0.24179762702112015,0.06896428821538296,-0.1025623836542103,0.2223448335409392,0.053969772931092536
freedom_to_make_life_choices,0.19016773451288174,-0.21826517002435145,0.10347668727100746,0.20455646195509308,0.2364669826016311,0.2306681874862174,0.27456040383303976,-0.06375631422767182,0.09753637942414933,0.15868106021511394,0.14532340356293746,-0.17872828179222727,0.05077075107099683,-0.20913842266446112,0.20833561676662207,0.23794018221634167,-0.05624387360895861,0.2617403785822522,0.1677908061809995,-0.18667458527877698,0.18802762772369294,0.21245056768864481,0.24179762702112015,1.0,0.2248184963223725,-0.22832567670232337,0.17800572947449753,-0.0970611972848629
generosity,-0.03502072041809417,0.003969020713757268,0.034766683535988906,0.2561631329178443,0.1492952207512023,0.11231291229928846,0.28290442477940386,-0.14975548439836908,-0.012844822373185053,0.07384800947056759,0.10140855627422292,-0.17415357458622982,0.10904046556731296,0.006406474152628411,-0.005279939552693326,0.12338550689022217,0.07452075500960854,0.28101120150856385,-0.05240193558561592,0.033617998532334,0.32714716271452604,0.19633247808518187,0.06896428821538296,0.2248184963223725,1.0,-0.2189486581718646,0.1417883782523779,-0.009173187033949074
perceptions_of_corruption,-0.031006514138464714,-0.033363725576401215,0.10222352356826,-0.07774075603233761,-0.30447831934797254,-0.17961946428074127,-0.34728729124884206,0.08155142665695224,0.06434199650947561,-0.04026327527675114,-0.023982538360902386,0.07320703381140405,-0.047984889843895186,-0.02301140369752937,0.02342585354683704,-0.1660232799478061,0.0009577036909100854,-0.28855880675812734,-0.1488232958887197,0.12782867303279402,-0.2545956007230719,-0.09136299751225922,-0.1025623836542103,-0.22832567670232337,-0.2189486581718646,1.0,-0.12907045264071304,0.12146145714796958
positive_affect,0.17445867194607106,-0.12588332021096596,0.1792021191223766,0.12458790768251703,0.18833518373637645,0.22745959520178477,0.25125689557888103,-0.05628645730120888,-0.007867392433471667,-0.07102709591583528,-0.05412760137762443,0.0004278429585229754,0.13717183177997855,-0.10647739291866584,0.12754283420748733,-0.0009440256257101554,-0.10028678993608339,0.21001876733607971,0.2229131517418047,-0.21684587297238503,0.24818382939913405,0.13805126746137386,0.2223448335409392,0.17800572947449753,0.1417883782523779,-0.12907045264071304,1.0,-0.08021332707652166
negative_affect,0.09768144409349648,-0.005210055198677041,0.026167159580619225,-0.016889239759816755,-0.028305971335209682,-0.02919593554242858,-0.14982505270404645,0.05830097226935023,-0.01792685408263896,-0.05901560917495537,-0.027069362787190184,0.08259146753424912,-0.05210232505839423,-0.0070129720589419495,0.008949179577964527,-0.006237525665056752,-0.0411069082148576,-0.15118249432108793,0.03578968970773793,0.00432595489086853,-0.05353852797651165,-0.05504898000263847,0.053969772931092536,-0.0970611972848629,-0.009173187033949074,0.12146145714796958,-0.08021332707652166,1.0
