,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Merchandise imports by the reporting economy (current US$),0.22621731334179446,-0.3058194095695438,0.13441908074147935,0.07317005804887335,0.36225283743634784,0.306355085678783,0.2724788285526676,-0.04506167600359509,0.4663368244032776,0.949899788592139,1.0,0.025362930173792098,0.46975527542130346,-0.3328493831821011,0.20378989218187674,0.08177507633256158,-0.25513043505696503,0.3769155862068985,0.2663857642420127,-0.27656277371453075,0.19011451334176818,0.09530772047675194,0.2967416453128436,0.10648999680269382,0.10708319089149915,-0.08453831740239041,0.15842614964188595,-0.14805156110416884
Military expenditure (% of GDP),0.12509436055063783,-0.07145853413811692,-0.020002143297605433,-0.12438790742689508,0.09857792210177904,0.1703982182659768,0.03636867255310795,0.028568407010105226,0.14960466317249868,0.012505398950684279,0.025362930173792098,1.0,-0.1292692735070864,-0.03360428732762199,0.22741187757715442,-0.20645839360670606,-0.314969644283501,-0.03307467411570261,0.23001741760123323,-0.20602230575958538,0.09831091297682006,0.003649182634079113,0.06250485342987996,-0.03836406414224881,-0.14922617212293027,0.10481734174325202,-0.0569363638221397,0.0709466204642659
Net migration,0.060367724310806975,-0.15169771582510527,0.04520927552262942,0.06655288590402927,0.21723822913523183,0.2414834670935063,0.15655179744233694,-0.2505472892072496,0.28397219701773885,0.35055698600200547,0.46975527542130346,-0.1292692735070864,1.0,-0.1797222253768036,0.07659992236072609,0.030484738626979112,-0.0629264957301067,0.19021520870607694,0.1935656924695352,-0.19784068189409942,0.15667589695264889,0.16855655796708557,0.19353764683047633,0.014601171590876998,0.11208395913697507,-0.020014377148884637,0.06198126761781413,-0.12047354580859233
Population ages 0-14 (% of total population),-0.8027868699952523,0.9878574786749091,-0.29303328429229675,0.011554812142711483,-0.698742164697639,-0.8682681687069284,-0.47029570480977173,0.041294720651931446,-0.07621388882808522,-0.3441304004779075,-0.3328493831821011,-0.03360428732762199,-0.1797222253768036,1.0,-0.8399017967607337,-0.12936094193308736,0.6424824369437553,-0.5981342395309341,-0.6231132838466598,0.799749052212897,-0.3195731592321649,-0.17830608250437957,-0.8733337610983489,-0.1119148496621972,-0.06013363700250931,0.10595337633248038,-0.022163608364906478,0.47522713376902787
Population ages 15-64 (% of total population),0.7824404099605985,-0.8931988888472617,0.2115558884753023,0.05787968247851468,0.5930812918160921,0.7497770012213066,0.3434403692541459,-0.011327610254286564,0.07100386743885907,0.2191092537587644,0.20378989218187674,0.22741187757715442,0.07659992236072609,-0.8399017967607337,1.0,-0.05363362208319882,-0.6932097371124807,0.40170907499530006,0.556333622738162,-0.7007056431156253,0.25547678746345764,0.1886998735884253,0.7288702526241126,0.1547203904171792,0.0822027486551966,-0.055500765227850836,-0.030544664241284773,-0.40721099695849167
Proportion of seats held by women in national parliaments (%),0.07543887164265252,-0.10223084105273546,0.13670000262730528,0.031676248737227804,0.15886750756147613,0.1444801336643954,0.2172206361414448,0.004212297679914639,-0.02839444687390664,0.08635139120092551,0.08177507633256158,-0.20645839360670606,0.030484738626979112,-0.12936094193308736,-0.05363362208319882,1.0,0.0018280401847917324,0.2568557020940842,0.09048432962813102,-0.14261361430535144,0.05511520347197197,-0.021490230513113686,0.245958348687648,0.026776090803452467,-0.011657163686920328,-0.12386290686038434,0.21709728659298066,-0.11279956536000398
Renewable energy consumption (% of total final energy consumption),-0.7337124833688374,0.6805567950032518,-0.28097577584409505,0.26791299937425833,-0.4663883652977057,-0.6505056709929129,-0.2653256550571653,-0.029132625874839845,-0.10967778266280684,-0.25794959496426045,-0.25513043505696503,-0.314969644283501,-0.0629264957301067,0.6424824369437553,-0.6932097371124807,0.0018280401847917324,1.0,-0.3452580412353222,-0.551770465378145,0.6971783059270348,-0.18461416961689736,-0.13774249060162014,-0.620420019301009,-0.014545592939878258,0.13479182111398433,-0.06635352152407548,0.015095168376937858,0.23855693240960135
"Services, value added per worker (constant 2015 US$)",0.41567142748536673,-0.5541669376141276,0.22641376934821228,0.08334114886588488,0.924848184494129,0.7125433457688995,0.8932273659315887,-0.1527471988345646,0.007125683701148559,0.329365178315198,0.3769155862068985,-0.03307467411570261,0.19021520870607694,-0.5981342395309341,0.40170907499530006,0.2568557020940842,-0.3452580412353222,1.0,0.6022659813535113,-0.6236806233059633,0.41206938683878624,0.0891252217792072,0.6443170527619303,0.1575093585163236,0.26892550011399086,-0.38571715511918664,0.1605171840879904,-0.34807198392199107
Urban population (% of total population),0.6031869656281379,-0.6248932644127172,0.41385394539481757,-0.05790719296800448,0.6726850151864272,0.7820734619977026,0.5445692492475562,0.07808213874033032,0.11793074421978071,0.2665532479812788,0.2663857642420127,0.23001741760123323,0.1935656924695352,-0.6231132838466598,0.556333622738162,0.09048432962813102,-0.551770465378145,0.6022659813535113,1.0,-0.7088657315271656,0.4256309148717142,0.20618877089071663,0.6807529005494213,0.11498711004270507,-0.029698805151634394,-0.1914270482804753,0.03861177448344138,-0.207110293323282
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.7498302818433605,0.8038594583061867,-0.28804876613318736,0.21527457508905667,-0.7130740293280196,-0.8648622595734651,-0.5406080701450696,0.018228039989738404,-0.08862984298530176,-0.2713366264451662,-0.27656277371453075,-0.20602230575958538,-0.19784068189409942,0.799749052212897,-0.7007056431156253,-0.14261361430535144,0.6971783059270348,-0.6236806233059633,-0.7088657315271656,1.0,-0.3806672098029163,-0.16429963481319415,-0.7768508835532697,-0.13204591130136786,0.009391352704624772,0.12941893767095253,-0.07651582148196641,0.4542447235224585
happiness_score,0.2954002686787931,-0.3097574446045555,0.2449875760718373,0.07238028208060282,0.4118939056381489,0.42084195277453396,0.32778025017739226,-0.005727807381860573,0.11963673382157866,0.18401510199762625,0.19011451334176818,0.09831091297682006,0.15667589695264889,-0.3195731592321649,0.25547678746345764,0.05511520347197197,-0.18461416961689736,0.41206938683878624,0.4256309148717142,-0.3806672098029163,1.0,0.12386954553240065,0.3359082617880084,0.13190060352327307,0.16420660558361255,-0.284381460794359,0.09896591475168959,-0.21811094476548892
social_support,0.19339384216282965,-0.19723795606227262,0.0924682180423494,0.039281095409478016,0.13940577038692217,0.19005524376999416,0.05551135436700711,0.051900196872523,0.003326910412017203,0.0814062258308181,0.09530772047675194,0.003649182634079113,0.16855655796708557,-0.17830608250437957,0.1886998735884253,-0.021490230513113686,-0.13774249060162014,0.0891252217792072,0.20618877089071663,-0.16429963481319415,0.12386954553240065,1.0,0.21369706884392212,0.018006278314468816,0.05654817610291715,-0.059213944340076735,-0.012024768896173061,-0.19019633546109072
healthy_life_expectancy_at_birth,0.8134200186373578,-0.8694579217054659,0.37458387763519524,-0.09349847610172579,0.7032130609181635,0.8383040042880486,0.5550243999688399,-0.02637261457767475,0.038804393813399896,0.30998101688139007,0.2967416453128436,0.06250485342987996,0.19353764683047633,-0.8733337610983489,0.7288702526241126,0.245958348687648,-0.620420019301009,0.6443170527619303,0.6807529005494213,-0.7768508835532697,0.3359082617880084,0.21369706884392212,1.0,0.11985291728081703,0.07478007778303951,-0.13981735606682502,0.026259997570687123,-0.4309385695214246
freedom_to_make_life_choices,0.15082639403282977,-0.12535827327428598,0.049895425711887036,0.1267167233474117,0.15948017478211202,0.14584334199273252,0.17178783885104942,-0.028301388492867723,0.07871343966088454,0.09698061753309561,0.10648999680269382,-0.03836406414224881,0.014601171590876998,-0.1119148496621972,0.1547203904171792,0.026776090803452467,-0.014545592939878258,0.1575093585163236,0.11498711004270507,-0.13204591130136786,0.13190060352327307,0.018006278314468816,0.11985291728081703,1.0,0.18693413997797553,-0.23288949806879988,0.003438136759082546,-0.052596998820214486
generosity,-0.029424658136156155,-0.05959270349036403,-0.09313470108981557,0.27238135613582787,0.2258838321532153,0.03441343558977491,0.2771299865733812,0.02469144217954056,0.003106665086091667,0.0665591260823787,0.10708319089149915,-0.14922617212293027,0.11208395913697507,-0.06013363700250931,0.0822027486551966,-0.011657163686920328,0.13479182111398433,0.26892550011399086,-0.029698805151634394,0.009391352704624772,0.16420660558361255,0.05654817610291715,0.07478007778303951,0.18693413997797553,1.0,-0.2953432056335863,0.07936941849795724,-0.1591004540190336
perceptions_of_corruption,-0.06868509275100958,0.09545219327992113,-0.021795980973399947,-0.056243030195652154,-0.3545061341655163,-0.1656235458946504,-0.3871839641884574,0.06585056272027039,0.030012568029581375,-0.10703809139622952,-0.08453831740239041,0.10481734174325202,-0.020014377148884637,0.10595337633248038,-0.055500765227850836,-0.12386290686038434,-0.06635352152407548,-0.38571715511918664,-0.1914270482804753,0.12941893767095253,-0.284381460794359,-0.059213944340076735,-0.13981735606682502,-0.23288949806879988,-0.2953432056335863,1.0,0.10512162817625573,0.11099149157108987
positive_affect,-0.009003511812880114,-0.013964184091776303,0.10832925209985106,0.1730920292916737,0.11374599983967892,0.07005437551656432,0.11782342903787109,0.05159228933021875,0.1388770900260437,0.15320255759383353,0.15842614964188595,-0.0569363638221397,0.06198126761781413,-0.022163608364906478,-0.030544664241284773,0.21709728659298066,0.015095168376937858,0.1605171840879904,0.03861177448344138,-0.07651582148196641,0.09896591475168959,-0.012024768896173061,0.026259997570687123,0.003438136759082546,0.07936941849795724,0.10512162817625573,1.0,-0.044683065201636424
negative_affect,-0.41439760903727824,0.47619736485906367,-0.16095371201162365,-0.1068029789793537,-0.39126410775385173,-0.4666483316372276,-0.28203966392612034,0.06974417258080517,-0.0015383417434029231,-0.15177487648032004,-0.14805156110416884,0.0709466204642659,-0.12047354580859233,0.47522713376902787,-0.40721099695849167,-0.11279956536000398,0.23855693240960135,-0.34807198392199107,-0.207110293323282,0.4542447235224585,-0.21811094476548892,-0.19019633546109072,-0.4309385695214246,-0.052596998820214486,-0.1591004540190336,0.11099149157108987,-0.044683065201636424,1.0
