,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Net migration,0.1566131189243871,-0.1746120418895951,0.13364093275525052,0.020174544356985454,0.32281928475390276,0.24510342038259436,0.22455368326678435,-0.021704596217774357,0.15671329935497696,0.15228093799505354,0.3094714038206676,0.2759159605334771,1.0,-0.1814118266680875,0.18617414933778328,-0.08210758914042927,-0.19005857772639412,0.1791264920541902,0.2280110942088625,-0.22649024030623136,0.34033783141052515,0.15272108264195786,0.11205144978920557,0.11145065316249474,0.005800140449928694,-0.3371677339254586,0.08392403648564724,0.0977259174532555
Population ages 0-14 (% of total population),-0.8064964893826804,0.9888067794992119,-0.34198742085030703,0.12997219659382195,-0.55948429196144,-0.7378096856149183,-0.42620669691020197,0.14276725314312447,-0.11311027054734787,-0.3910787319790093,-0.34665714251108076,-0.02877653159064482,-0.1814118266680875,1.0,-0.9227283337151283,-0.19342568082100636,0.7139538396035162,-0.5691071115314337,-0.6518871731247752,0.7851187783686439,-0.4673665262595449,-0.252628561526866,-0.6548085650246127,-0.13213358221651503,0.1295918375584583,0.1689738059687005,0.07294690238310458,0.019387051395688713
Population ages 15-64 (% of total population),0.8221165712439165,-0.9560126592239654,0.25405584233661177,-0.09258220089085827,0.6273585205951857,0.5945429739807855,0.4039010170875807,-0.08443516231468785,0.129249110302411,0.302625438020486,0.2561032474888317,0.12502845101601176,0.18617414933778328,-0.9227283337151283,1.0,0.04306607265797587,-0.7591328069908727,0.45555554196569426,0.6454360667768592,-0.7695833436899062,0.45408832446579656,0.29297783194981053,0.6329246124434232,0.13237989690501353,-0.10211015711407848,-0.13403485610722937,-0.08150635930317304,-0.06295498429047791
Proportion of seats held by women in national parliaments (%),0.06754421751112116,-0.15359694736844792,0.11251462506851283,0.09456465487642551,0.05429895039756856,0.42613762366058255,0.18911902019902055,0.006421858642335591,-0.036006660994441844,0.14660775635152726,0.13415156469282072,-0.3160872593022199,-0.08210758914042927,-0.19342568082100636,0.04306607265797587,1.0,-0.004939874998236716,0.3232089550869757,0.10023737884444944,-0.17794143410304614,0.28131579943235374,0.015615971479003428,0.19653191013371188,0.12998411875877466,0.05316952472201696,-0.12263325046057537,0.11810448297347186,-0.0996447282301842
Renewable energy consumption (% of total final energy consumption),-0.8288686966328831,0.744577985699012,-0.32532398338414403,0.36833718435857565,-0.5021881205042069,-0.4695411098625227,-0.34366791957794096,0.0564704967026831,-0.10123258815901498,-0.30951828610664456,-0.27327723048553426,-0.2687158610762792,-0.19005857772639412,0.7139538396035162,-0.7591328069908727,-0.004939874998236716,1.0,-0.4144477915036915,-0.659144705994758,0.7681665222589095,-0.4881020341881936,-0.24368475247888724,-0.6530739258240896,-0.08022305980182101,0.23021019194736833,0.08361224991557853,0.04260921093864527,-0.022504956654134475
"Services, value added per worker (constant 2015 US$)",0.440406657725784,-0.5373455951856718,0.3100247883313445,-0.008426215612707452,0.8439703054082477,0.8113116336887228,0.8155348346044335,-0.17491089400169932,-0.0009244565834820497,0.40746233690792477,0.44715745643298066,-0.05018297194499389,0.1791264920541902,-0.5691071115314337,0.45555554196569426,0.3232089550869757,-0.4144477915036915,1.0,0.5886423589166374,-0.5955049678440337,0.5428691537224504,0.2683320400537909,0.5015839083023796,0.14393781820008222,0.31226010625453954,-0.38349215892123606,0.20672907325521767,-0.05895259459561976
Urban population (% of total population),0.7181398593484706,-0.6657134567478221,0.4096534917171764,-0.1804125613404161,0.6596186837151997,0.6400218038151312,0.5971976728320687,-0.14566111507267146,0.11816928270373425,0.3258175872463707,0.28761862676475564,0.18080156977418263,0.2280110942088625,-0.6518871731247752,0.6454360667768592,0.10023737884444944,-0.659144705994758,0.5886423589166374,1.0,-0.742462689694488,0.48885578051366463,0.19126327546107422,0.5956211997878144,0.02748698414970858,-0.10796265883889565,-0.1819867923304917,0.17808717859964562,0.09484290537489952
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.7889747934108731,0.7988303286480897,-0.37379114801241614,0.3280599816168777,-0.6527202536804547,-0.6901715931447967,-0.5671151586159453,0.09468709637713092,-0.08622642571236312,-0.3269807637991806,-0.2955334670345482,-0.1925611728779418,-0.22649024030623136,0.7851187783686439,-0.7695833436899062,-0.17794143410304614,0.7681665222589095,-0.5955049678440337,-0.742462689694488,1.0,-0.5132424563910836,-0.25334771376477777,-0.6574772996517401,-0.14984549717797127,0.1504244161910306,0.21740112924709012,-0.10829118585459362,0.03611936725532812
happiness_score,0.47985438007811804,-0.4780105594893821,0.26803087831391803,-0.27507366931120114,0.4901963996100337,0.5211326192377318,0.4991997612700291,-0.11105285877463482,-0.04584184646323687,0.07122735330762721,0.13439662173676323,0.22398626440061478,0.34033783141052515,-0.4673665262595449,0.45408832446579656,0.28131579943235374,-0.4881020341881936,0.5428691537224504,0.48885578051366463,-0.5132424563910836,1.0,0.17936934548511824,0.4309033718009077,0.17832181514948814,0.08078885625437651,-0.1915869274072048,0.2734353043251367,0.02375630350879
social_support,0.22464720931183033,-0.2793895319836912,-0.04370263012513368,-0.06531410160936783,0.27738562484417373,0.23292358634958799,0.2784611277182639,0.03062347226777559,0.09460098919309246,0.16235000561774726,0.1426980464999997,0.08181990168052161,0.15272108264195786,-0.252628561526866,0.29297783194981053,0.015615971479003428,-0.24368475247888724,0.2683320400537909,0.19126327546107422,-0.25334771376477777,0.17936934548511824,1.0,0.2137575275874365,0.10324579102990869,0.1932494444842468,-0.13895200870102148,-0.010741459791079822,-0.1871117403846726
healthy_life_expectancy_at_birth,0.7563287723538166,-0.6675356884323718,0.33910729413659296,-0.19638572401235158,0.46693717800839635,0.567814388888839,0.41122133770604047,-0.1903599980805346,0.00891331333911341,0.23903167949724854,0.19377303954376507,0.27227908051991695,0.11205144978920557,-0.6548085650246127,0.6329246124434232,0.19653191013371188,-0.6530739258240896,0.5015839083023796,0.5956211997878144,-0.6574772996517401,0.4309033718009077,0.2137575275874365,1.0,0.17962688973419044,-0.09321528558466839,-0.15452554672175084,0.0812395526921764,-0.11142849393446994
freedom_to_make_life_choices,0.14282421830506947,-0.15094654437047378,0.12346849064398961,-0.001543109227711996,0.15060928465170503,0.17773231478479032,0.07749168108835655,0.11579360232441104,0.0447977899273295,0.12719217802609445,0.12808925960526185,-0.022520406717384457,0.11145065316249474,-0.13213358221651503,0.13237989690501353,0.12998411875877466,-0.08022305980182101,0.14393781820008222,0.02748698414970858,-0.14984549717797127,0.17832181514948814,0.10324579102990869,0.17962688973419044,1.0,0.06532917267194173,-0.0829514804640455,0.10806291758432207,-0.03131908609588595
generosity,-0.1259329073940919,0.11707132226284907,-0.19982413057636,0.17266207851545815,0.04919947442912426,0.12164504020142446,0.23402299026530957,0.012811277759581978,-0.02051472434659345,0.2647905370095467,0.2343313002924878,-0.313155939321017,0.005800140449928694,0.1295918375584583,-0.10211015711407848,0.05316952472201696,0.23021019194736833,0.31226010625453954,-0.10796265883889565,0.1504244161910306,0.08078885625437651,0.1932494444842468,-0.09321528558466839,0.06532917267194173,1.0,-0.08778780641485652,0.0072979972960094995,-0.09021887127888058
perceptions_of_corruption,-0.04480471416239962,0.15008611824071783,0.08129452919961161,-0.08164376859082338,-0.426143925903041,-0.4067392268179884,-0.33513698083173743,0.14432229838825752,0.017485555947553844,-0.2933226647374969,-0.29862029860331074,-0.05916876262798178,-0.3371677339254586,0.1689738059687005,-0.13403485610722937,-0.12263325046057537,0.08361224991557853,-0.38349215892123606,-0.1819867923304917,0.21740112924709012,-0.1915869274072048,-0.13895200870102148,-0.15452554672175084,-0.0829514804640455,-0.08778780641485652,1.0,-0.1739057235246423,-0.08966880630880926
positive_affect,-0.032665728924846614,0.06998248070567589,0.26201343504694297,0.10986624727849137,0.19083187647169092,0.13499682536949248,0.19842476685060845,-0.055715959341587566,0.05467547556426389,0.10870492511422347,0.109758484889448,0.01537835490998962,0.08392403648564724,0.07294690238310458,-0.08150635930317304,0.11810448297347186,0.04260921093864527,0.20672907325521767,0.17808717859964562,-0.10829118585459362,0.2734353043251367,-0.010741459791079822,0.0812395526921764,0.10806291758432207,0.0072979972960094995,-0.1739057235246423,1.0,-0.008050694051436423
negative_affect,-0.023241639961977964,0.03104048298424189,0.0271255563872348,-0.11956719129305671,-0.03373886722493425,-0.02343005493277479,-0.04939538200143743,-0.07441432941296117,-0.17619196903538062,-0.18321358404516386,-0.08216512889807946,0.029695785294421913,0.0977259174532555,0.019387051395688713,-0.06295498429047791,-0.0996447282301842,-0.022504956654134475,-0.05895259459561976,0.09484290537489952,0.03611936725532812,0.02375630350879,-0.1871117403846726,-0.11142849393446994,-0.03131908609588595,-0.09021887127888058,-0.08966880630880926,-0.008050694051436423,1.0
