Country Name,Asylum-seekers by country or territory of asylum,Asylum-seekers by country or territory of origin,"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)","Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",GDP per person employed (constant 2021 PPP $),"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total",Net migration,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Refugees under the mandate of the UNHCR by country or territory of asylum,Refugees under the mandate of the UNHCR by country or territory of origin,"Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)","Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)","Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
Argentina,-0.409083933513913,-0.39741448318068834,-0.9493665353975242,-0.9094075576725855,-0.9556524964476455,0.4111241096550468,0.1005950314808184,0.18799924006471247,-0.9088626486233825,-0.9858378793944085,-0.8218463893991811,0.19550879544677266,-0.46760825079453106,0.49032488984089795,1.0345438435260792,1.1312232173092451,0.8619590145049099,0.48893941567067156,0.6755340840660709,0.6355079058759384,0.1386568462527355,-1.3303726758427323,0.32800711041019676,0.37468141414893424,0.40760488642413945,0.7311220148303335,0.48995041108358967,0.5259247775897068,0.5814409901840182,0.6745127406140945,0.7714860581589198,-1.4984233134926879,0.7180487433890684,0.04455001688731396,-0.310905514379318,0.11973066408973639,-0.19354997492905246,-0.43434958924584305,-0.3710518291493073,-0.8539006156114909,-0.7216558705923994,-0.7848075349666029,-1.258547889833011,0.4136297928201306,0.4712171057355127,0.49328666377574554,0.4364281685514335,0.6615986180820524,0.8058456552245269,0.593233193689478,0.730292351885069,-0.8829788994288464,-0.7295850462749851,-0.8009139780191707,0.8539017890374648,0.7216550697944996,0.7848062547915711
Armenia,-0.41520225986029824,-0.3441709394696044,0.8569585022173412,1.0576470769288842,1.1077339455546422,-0.9554712548256589,-1.199169400263876,-1.1877343863801353,0.4900593020184678,0.6971001374697264,0.2128836864004269,-0.45519547450760867,-0.7509295712219798,-0.013101702284809433,-0.4092790350247977,-0.5125997953136867,-0.29862943335133774,0.4571614573082664,0.3489290517015643,0.4207715212961257,0.0023997190189406488,0.21261355506533086,0.07208324193538082,-0.5523670690533456,0.7547534380580251,-1.298901555510606,-1.4001970687314826,0.7482269788027884,0.8255648900732139,0.6039321157546954,0.7483673323782487,0.6901957114595811,0.7946974480489779,0.9304585188515566,-0.35390351469232995,0.09007724321208774,0.3549975402957624,-0.4340457834385299,-0.36003710076890627,0.21933461374672372,-0.021404849276424314,0.12013303207351837,1.0513383550043314,1.3617337351658738,1.3364486262468933,2.108073872784596,2.4021270861920567,2.4957055459370037,-0.9973290093062455,1.9969407726081594,2.20541661519084,0.28511243970871664,0.16525194312895491,0.2514858312876928,-0.21933357990041732,0.021404276353859154,-0.12013388079726883
Aruba,-6.323392495176274e-17,0.0,2.297982846551314e-16,1.2251652977355274e-16,0.0,0.0,2.622657653725301e-16,0.0,0.0,0.0,1.785045110128885e-16,4.915101716118498e-16,0.0,0.0,-4.1748277311938417e-16,0.0,-5.153403397265218e-16,1.5580530869955902e-16,2.534788663534033e-16,0.0,0.0,0.0,-1.8284477803226773e-16,0.0,-1.7011302178834308e-16,1.4730428316342713e-16,0.0,2.8965999168446584e-16,2.6566484418231326e-16,2.3852375051535937e-16,-2.2162169812133392e-16,0.0,0.0,8.370569947834251e-16,0.0,0.13111045296936796,0.0,-8.931224957386792e-17,7.369443386440552e-17,2.4687800772312486e-16,0.0,0.0,0.0,4.074639160276335e-16,0.0,-1.382900575408892e-16,1.723339840827961e-16,0.0,-1.3400285035780183e-16,0.0,0.0,2.4712898591218532e-16,3.261974338168179e-16,-2.8857063405358233e-16,-2.468781569595943e-16,0.0,0.0
Australia,-0.39549151532393206,-0.3993784398935113,-1.004167281713862,-0.9277765028199755,-0.9972114312753829,0.9728553963366388,1.0644025575184357,0.9775309405027884,-1.172421050380692,-1.0625201108492213,-1.2181382315122173,0.2710467311928593,-0.5296078663868203,0.831950892363813,1.3265448371922939,1.226021058301954,1.2080037439444153,0.9873651291769667,0.6954613457740706,0.8793689238863824,1.9616183813146872,1.4805081843286716,1.7245814492377125,1.4217337568485213,1.9746364411594268,1.5498843187891231,1.6836119468812862,0.9241498704862784,1.0867767327006903,0.640976289508119,-1.6573014799371903,0.8178652902624323,1.0033465393916574,0.5454479966376069,-0.32853764802104657,0.4410167383018041,0.6287528081711848,-0.41951680773424616,-0.371419619792354,-1.111603006544816,-0.969421283138013,-1.055675713513383,-0.46515188008553715,-0.2091059330442914,-1.1533412726641303,-1.00679135329823,0.03965030721159686,0.1311714502141416,-0.2380418934706862,0.035760755204630255,-0.051535569189993184,-1.1794848656470045,-1.124547241407586,-1.1579287260160853,1.1116055466064918,0.9694204017124171,1.0556742447981098
Austria,-0.13627089041820273,-0.39950034065499684,-0.8841906239062742,-0.7609052911210665,-0.8479707627539183,-0.039458144780702954,0.06512969951202832,-0.038702869693757885,-1.0749919204722462,-0.939502478393005,-1.1523028318377873,0.6633693604567276,-0.11202856551190189,1.2109588250584853,1.0401254222351601,0.9894407015866789,0.8622408907091157,0.7810653644442099,0.5141999075455344,0.680851415859871,1.4405707088060078,1.1058448649758001,1.2682710011067515,1.8479961033710082,-1.1897511978397162,1.1444915000741536,1.2090677419910045,0.7150249666588576,1.0400039663593712,0.45749289083740063,0.7589367630052486,0.6203260833595455,0.9257032877809036,0.6465297570371935,-0.34697725851578587,0.15417217236960915,0.569851554291836,-0.4069717760140831,-0.3714246840352875,-1.0915440783115598,-1.1923869190522471,-1.1533893402593682,-0.6219146570861989,0.1281345832466753,-0.20295766552089362,-0.2281978283849883,0.01823870342391704,0.09776142730298099,-0.251596961146051,-0.04248847579041113,-0.0969673058358237,-1.0899485338616026,-1.1897718121747525,-1.142028756104353,1.0915440415119606,1.1923859650692863,1.1533872103084766
Azerbaijan,-0.4151240426200746,-0.36611307653700603,1.625167678590109,2.775115487860358,2.344755439494792,4.913276871740898,2.195541019285692,3.0185744701384274,0.48067689222789545,0.6846396771264024,0.18016946084775012,-1.0062072138067226,-1.0729536062296368,-0.5796963774028062,-0.16372923086357433,-0.414332502021571,0.12341617653815208,0.9308757395812628,0.44741571052764006,0.7108621161805875,0.47428406456174554,-0.014539489205498756,0.18672627885428403,-0.10321149412052685,-1.1906260832655071,-1.2996878847694397,0.18018160057037952,0.8962824742024035,0.8280477535480069,0.3759629261252197,0.42120233420935793,0.6579155185379841,-1.6147280045253816,1.18176328018898,-0.3470522593569069,0.13129516838306632,1.1371731645727703,-0.4355510031202178,-0.3607074799272307,0.9649953210177827,0.9469469279165786,0.9937039194605524,-0.5235586566777192,-0.5688590178422273,-1.1535035289267672,-0.012892867183808311,-0.1085255703279219,-0.8262254774616252,0.07748177421185423,0.04378194136987986,0.1272966118725326,0.6288654650592898,0.5954853370457175,0.651931544667499,-0.9649947379194858,-0.9469448605137636,-0.993703570146133
"Bahamas, The",-6.323392495176274e-17,-0.3990669157252704,-1.0050307416057933,-0.9328007367655337,-0.9995177243454527,-0.5686607153726531,-1.2127571466972826,-1.0628059270377663,-1.2033571216306593,-1.145486895791158,-1.1813371412194613,-0.5367074762311105,-1.3974633432014048,0.3083703739914764,1.7076004394341227,1.5413493341092837,1.501252361868297,1.1618441081101725,-1.6798069351680915,0.9382345851059651,-1.2087343998897455,0.9216852239002934,0.8330697487258734,0.4979592248528298,1.3114349449547664,1.286897267495303,1.2195615679201675,1.3477741045672957,1.334296313518647,0.8497349607132529,0.9279562746744763,1.1157137808712463,1.1547577389771162,0.930380935490683,-0.35728636029781274,0.1322583273259221,1.0155767800562225,-8.931224957386792e-17,-0.3714265831263876,-1.2465870050469157,-1.0499967276757787,-1.1818303375720738,0.5990018904008092,0.2305051683977691,0.617166613977423,-1.0054791486265025,-1.036529111304482,-0.8247599140854707,1.2001949881931562,0.9115206872679996,-0.9710256728095896,-1.2088393507990207,-0.8502289882840613,-1.0564299510142126,1.2465482847426215,1.0499958200293622,1.1818292178595458
Bahrain,-0.4154195299720307,-0.39950034065499684,-0.9772373268454595,-0.9003339946946612,-0.974536518119718,-0.09110871649073461,-1.0056366472950502,-0.7909516419848581,-1.2864774944715798,-1.1657448373700767,-1.3670574278621608,2.020940721398246,-0.6000308591113648,1.7745178580713987,0.7236335095486063,1.3501380250793962,0.7994057175035937,0.3516774796174256,1.3040789367509165,1.1911103706068424,0.027738947051298972,-1.3299112498275472,0.6264509303244656,1.0839198558316505,0.05456453555724339,0.8021831811152688,0.4406964110841561,0.26655893931907165,0.12189217115837976,-1.7286355851171495,0.9919515880673484,1.0020252066780782,0.8534100128712441,-2.3317728331131717,-0.3561205551560852,0.19143850708325477,-1.1606563045716733,-0.43670485143890203,-0.3713886013043862,-1.4359959805602234,-1.7898116002942512,-1.6149158380826591,-1.2583348694465222,-0.12185572972623658,0.31593786239197935,-0.4658543639481552,-0.9617685071059947,-0.8270297290440743,-0.18183256392555933,-0.8340259531186597,-0.5961535378664713,-1.431206751789098,-1.6143397655390235,-1.5170759164383054,1.435998015045249,1.7898104518976496,1.614908413518243
Bangladesh,-0.4155325104301315,-0.3747544860734272,2.77375976868008,0.09402552175110633,1.1857748814062208,-1.0069943713198766,-1.4448425110543934,-1.359675837269636,0.9682010997912534,1.1976221198190724,0.8315519364563744,-0.07689651893681496,1.7515044578788046,-0.7842644828133791,-1.1578833700841415,-1.688592523863591,-0.6815163122630397,-0.0413070836351749,1.106234672345793,0.6355849551707284,0.22653433398557404,1.248699803406119,0.7640125226291733,-0.9074547466272223,0.271111537526064,1.195104866373965,-1.400210018559225,-0.06120145154541631,-0.1742623236069907,1.0041403221102663,0.926676977595704,-1.498505783722411,0.4390268815935324,-1.3315742038125118,-0.21045305893053465,-1.3874310048574752,-1.624242825729101,-0.2614426568200291,-0.3648329388269475,1.3330531151222815,0.5723905367869379,0.8011443498581517,1.8812961219473505,0.19791234533544055,1.4217954203939136,0.08624472794554859,-0.26560715917736055,-0.8263529177552039,-0.10867939978622647,-0.32263266920013944,-0.20463650117877427,1.4034980482953816,0.7909046424714294,0.9474526933957944,-1.3330527545130069,-0.5723907978239174,-0.8011448336135161
Barbados,-6.323392495176274e-17,-0.39860640173743606,-1.003690557245946,-0.921026950119054,-0.994186349024298,-0.7978544888714957,-1.0842270655835886,-1.0642070589213966,-1.1817869287039908,-1.0932322471813698,-1.1942161493813555,0.12439435691782659,-0.4935409167209601,0.7838418763723337,1.4003444239778702,1.2478132036881777,1.205298523561297,1.0966607487738103,0.6455038400235957,0.893854191306908,0.7912072753747055,0.6956275529592809,0.7277750699248641,-0.035565658455809855,1.1495507469810984,1.0629027535988573,1.01816941923708,1.1531800573736097,1.2914304058803108,0.7062789391690214,0.8749872837224513,0.9474108013293674,1.1038986655942769,1.0200376584171253,-0.3574218807994,0.13052068304134531,0.9384868395875227,-8.931224957386792e-17,-0.37141645464052053,-1.1498021907763578,-1.0015780088017767,-1.1072479948557927,0.17808119199459713,1.985477486485832,0.9787546952638012,0.49602359124864187,0.8836085662410298,-0.8254883903582243,0.7302614191651559,1.0105908695856038,0.933327989107586,-1.0961790210833773,-0.8223103276156818,-0.9820949769933657,1.1498040522587296,1.0015771169117598,1.107246890666726
