Indicator Name,total_values,null_values,coverage_percent
Trained teachers in lower secondary education (% of total teachers),5320,4013,24.56766917293233
"Pupil-teacher ratio, tertiary",5320,4034,24.172932330827066
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",5320,4045,23.966165413533833
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",5320,4049,23.89097744360902
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",5320,4049,23.89097744360902
"Government expenditure per student, tertiary (% of GDP per capita)",5320,4090,23.1203007518797
"Trained teachers in lower secondary education, female (% of female teachers)",5320,4115,22.650375939849624
"Trained teachers in lower secondary education, male (% of male teachers)",5320,4116,22.63157894736842
"Government expenditure per student, secondary (% of GDP per capita)",5320,4126,22.44360902255639
Trained teachers in upper secondary education (% of total teachers),5320,4129,22.387218045112782
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",5320,4154,21.917293233082706
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",5320,4155,21.898496240601503
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",5320,4156,21.8796992481203
"Trained teachers in upper secondary education, female (% of female teachers)",5320,4231,20.469924812030076
"Trained teachers in upper secondary education, male (% of male teachers)",5320,4231,20.469924812030076
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",5320,4283,19.492481203007518
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",5320,4291,19.342105263157894
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",5320,4332,18.571428571428573
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",5320,4527,14.906015037593985
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",5320,4564,14.210526315789474
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",5320,4639,12.800751879699249
Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),5320,4971,6.56015037593985
Primary school age children out-of-school (%),5320,4991,6.184210526315789
Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,5320,4991,6.184210526315789
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),5320,5043,5.206766917293233
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),5320,5043,5.206766917293233
Male primary school age children out-of-school (%),5320,5063,4.830827067669173
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,5320,5063,4.830827067669173
Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,5320,5063,4.830827067669173
Female primary school age children out-of-school (%),5320,5063,4.830827067669173
