Indicator Name,total_values,null_values,coverage_percent
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",5320,629,88.17669172932331
Employment in industry (% of total employment) (modeled ILO estimate),5320,629,88.17669172932331
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",5320,629,88.17669172932331
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",5320,629,88.17669172932331
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",5320,629,88.17669172932331
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",5320,629,88.17669172932331
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",5320,629,88.17669172932331
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",5320,629,88.17669172932331
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",5320,629,88.17669172932331
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",5320,629,88.17669172932331
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",5320,629,88.17669172932331
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",5320,629,88.17669172932331
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",5320,629,88.17669172932331
"Labor force, total",5320,629,88.17669172932331
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",5320,629,88.17669172932331
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",5320,629,88.17669172932331
Employment in services (% of total employment) (modeled ILO estimate),5320,629,88.17669172932331
"Employment in industry, male (% of male employment) (modeled ILO estimate)",5320,629,88.17669172932331
"Labor force, female (% of total labor force)",5320,629,88.17669172932331
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",5320,629,88.17669172932331
"Self-employed, total (% of total employment) (modeled ILO estimate)",5320,629,88.17669172932331
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),5320,629,88.17669172932331
"Self-employed, female (% of female employment) (modeled ILO estimate)",5320,629,88.17669172932331
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",5320,629,88.17669172932331
"Unemployment, male (% of male labor force) (modeled ILO estimate)",5320,629,88.17669172932331
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",5320,629,88.17669172932331
GDP per person employed (constant 2021 PPP $),5320,843,84.15413533834587
Refugees under the mandate of the UNHCR by country or territory of asylum,5320,1024,80.75187969924812
Asylum-seekers by country or territory of asylum,5320,1041,80.43233082706767
Forcibly displaced people,5320,1981,62.76315789473684
"Unemployment, total (% of total labor force) (national estimate)",5320,2305,56.67293233082707
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",5320,2399,54.90601503759399
"Employment to population ratio, 15+, total (%) (national estimate)",5320,2438,54.17293233082707
"Unemployment, male (% of male labor force) (national estimate)",5320,2541,52.23684210526316
"Unemployment, female (% of female labor force) (national estimate)",5320,2541,52.23684210526316
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",5320,2570,51.69172932330827
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",5320,2570,51.69172932330827
Ratio of female to male labor force participation rate (%) (national estimate),5320,2573,51.63533834586466
"Employment to population ratio, 15+, female (%) (national estimate)",5320,2644,50.30075187969925
"Employment to population ratio, 15+, male (%) (national estimate)",5320,2649,50.20676691729323
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",5320,2726,48.7593984962406
"Labor force participation rate for ages 15-24, total (%) (national estimate)",5320,2760,48.1203007518797
"Labor force participation rate for ages 15-24, female (%) (national estimate)",5320,2776,47.81954887218045
"Labor force participation rate for ages 15-24, male (%) (national estimate)",5320,2776,47.81954887218045
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",5320,2795,47.462406015037594
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",5320,2795,47.462406015037594
"Employment to population ratio, ages 15-24, total (%) (national estimate)",5320,2836,46.69172932330827
"Employment to population ratio, ages 15-24, male (%) (national estimate)",5320,2847,46.484962406015036
"Employment to population ratio, ages 15-24, female (%) (national estimate)",5320,2847,46.484962406015036
Unemployment with basic education (% of total labor force with basic education),5320,2995,43.703007518796994
"Unemployment with basic education, male (% of male labor force with basic education)",5320,3003,43.55263157894737
Unemployment with intermediate education (% of total labor force with intermediate education),5320,3003,43.55263157894737
"Unemployment with basic education, female (% of female labor force with basic education)",5320,3006,43.49624060150376
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",5320,3022,43.19548872180451
Unemployment with advanced education (% of total labor force with advanced education),5320,3022,43.19548872180451
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",5320,3027,43.1015037593985
"Unemployment with advanced education, male (% of male labor force with advanced education)",5320,3051,42.650375939849624
"Unemployment with advanced education, female (% of female labor force with advanced education)",5320,3051,42.650375939849624
"Labor force with basic education, female (% of female working-age population with basic education)",5320,3070,42.29323308270677
Labor force with basic education (% of total working-age population with basic education),5320,3072,42.255639097744364
Labor force with intermediate education (% of total working-age population with intermediate education),5320,3074,42.21804511278196
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",5320,3075,42.19924812030075
"Labor force with basic education, male (% of male working-age population with basic education)",5320,3075,42.19924812030075
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",5320,3076,42.18045112781955
Labor force with advanced education (% of total working-age population with advanced education),5320,3082,42.067669172932334
"Labor force with advanced education, male (% of male working-age population with advanced education)",5320,3084,42.03007518796993
"Labor force with advanced education, female (% of female working-age population with advanced education)",5320,3085,42.01127819548872
"Share of youth not in education, employment or training, total (% of youth population)",5320,3105,41.63533834586466
"Share of youth not in education, employment or training, male (% of male youth population)",5320,3119,41.37218045112782
"Share of youth not in education, employment or training, female (% of female youth population)",5320,3120,41.35338345864662
"Part time employment, female (% of total female employment)",5320,3284,38.27067669172932
"Part time employment, total (% of total employment)",5320,3284,38.27067669172932
"Part time employment, male (% of total male employment)",5320,3284,38.27067669172932
Internally displaced people (IDP) by country or territory of asylum / origin,5320,3761,29.304511278195488
Female share of employment in senior and middle management (%),5320,3806,28.458646616541355
International migrant stock (% of population),5320,4000,24.81203007518797
"International migrant stock, total",5320,4005,24.718045112781954
Refugees under the mandate of the UNRWA by country or territory of asylum,5320,4920,7.518796992481203
Other people in need of international protection by country or territory of asylum,5320,5036,5.338345864661654
"Children in employment, work only (% of children in employment, ages 7-14)",5320,5108,3.9849624060150375
"Children in employment, total (% of children ages 7-14)",5320,5109,3.9661654135338344
"Children in employment, study and work (% of children in employment, ages 7-14)",5320,5109,3.9661654135338344
"Children in employment, female (% of female children ages 7-14)",5320,5109,3.9661654135338344
"Children in employment, male (% of male children ages 7-14)",5320,5109,3.9661654135338344
Refugees under the mandate of the UNRWA by country or territory of origin,5320,5120,3.7593984962406015
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",5320,5166,2.8947368421052633
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",5320,5166,2.8947368421052633
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",5320,5166,2.8947368421052633
"Children in employment, wage workers (% of children in employment, ages 7-14)",5320,5167,2.8759398496240602
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",5320,5167,2.8759398496240602
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",5320,5167,2.8759398496240602
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",5320,5185,2.537593984962406
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",5320,5185,2.537593984962406
"Children in employment, work only, female (% of female children in employment, ages 7-14)",5320,5185,2.537593984962406
"Children in employment, work only, male (% of male children in employment, ages 7-14)",5320,5185,2.537593984962406
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",5320,5193,2.387218045112782
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",5320,5193,2.387218045112782
"Average working hours of children, study and work, ages 7-14 (hours per week)",5320,5193,2.387218045112782
"Average working hours of children, working only, ages 7-14 (hours per week)",5320,5200,2.255639097744361
"Average working hours of children, working only, male, ages 7-14 (hours per week)",5320,5200,2.255639097744361
"Average working hours of children, working only, female, ages 7-14 (hours per week)",5320,5202,2.218045112781955
Child employment in services (% of economically active children ages 7-14),5320,5206,2.142857142857143
"Child employment in agriculture, female (% of female economically active children ages 7-14)",5320,5206,2.142857142857143
Child employment in agriculture (% of economically active children ages 7-14),5320,5206,2.142857142857143
"Child employment in services, female (% of female economically active children ages 7-14)",5320,5206,2.142857142857143
"Child employment in agriculture, male (% of male economically active children ages 7-14)",5320,5206,2.142857142857143
"Child employment in services, male (% of male economically active children ages 7-14)",5320,5206,2.142857142857143
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",5320,5207,2.1240601503759398
Child employment in manufacturing (% of economically active children ages 7-14),5320,5207,2.1240601503759398
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",5320,5207,2.1240601503759398
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",5320,5229,1.7105263157894737
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",5320,5229,1.7105263157894737
"Children in employment, self-employed (% of children in employment, ages 7-14)",5320,5229,1.7105263157894737
Other people in need of international protection by country or territory of origin,5320,5264,1.0526315789473684
