Series Code,Topic,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Base Period,Other notes,Aggregation method,Limitations and exceptions,Notes from original source,General comments,Source,Statistical concept and methodology,Development relevance,Related source links,Other web links,Related indicators,License Type
BX.GSR.INSF.ZS,Economic Policy & Debt,"Insurance and financial services (% of service exports, BoP)",,"Insurance and financial services cover various types of insurance provided to nonresidents by resident insurance enterprises and vice versa, and financial intermediary and auxiliary services (except those of insurance enterprises and pension funds) exchanged between residents and nonresidents. This indicator is expressed as a percentage of service exports which are services provided by residents to non-residents.",%,Annual,,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,Weighted average,,,,"Balance of Payments Statistics Yearbook and data files, International Monetary Fund (IMF)","Methodology: Balance of payments statistics are compiled in accordance with international standards: Balance of Payments and International Investment Position Manual, 6th or 5th editions. Specific information on how countries compile their balance of payments statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The international accounts for an economy summarize the economic relationships between residents of that economy and nonresidents. They comprise the following:

(a) the international investment position (IIP)—a statement that shows at a point in time the value of: financial assets of residents of an economy that are claims on nonresidents or are gold bullion held as reserve assets; and the liabilities of residents of an economy to nonresidents;

(b) the balance of payments—a statement that summarizes economic transactions between residents and nonresidents during a specific time period; and

(c) the other changes in financial assets and liabilities accounts—a statement that shows other flows, such as valuation changes, that reconciles the balance of payments and IIP for a specific period, by showing changes due to economic events other than transactions between residents and nonresidents.","This indicator is related to the balance of payments, which is a statement that summarizes economic transactions between residents and nonresidents during a specific time period. It consists of the goods and services account (the trade balance), the primary account, the secondary income account, the capital account, and the financial account. It is useful for policymakers, economists, and analysts as it provides insights into a country's financial stability, the effectiveness of its fiscal and monetary policies, and its economic relationship with other countries. Understanding the balance of payments can help in making informed decisions regarding economic policies and strategies for sustainable growth. More specifically, this indicator is related to the goods and services accounts of the balance of payments, which records the value of a country's exports and imports of goods and services over a period of time. It helps in understanding the trade balance, which is a key indicator of a country's economic health. This information is valuable for policymakers, economists, investors, and businesses in making informed decisions related to trade policies, investment strategies, and economic planning.",,,,CC BY-4.0
BX.GSR.MRCH.CD,Economic Policy & Debt,"Goods exports (current US$, BoP)",,"Exports of goods occur when there are changes in the economic ownership of goods from residents of the compiling economy to non-residents, irrespective of physical movement of goods across national borders. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This indicator is expressed in United States dollars.",current US$,Annual,,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards. Merchanting is reclassified from services to goods.,Gap-filled total,,,,"Balance of Payments Statistics Yearbook and data files, International Monetary Fund (IMF)","Methodology: Balance of payments statistics are compiled in accordance with international standards: Balance of Payments and International Investment Position Manual, 6th or 5th editions. Specific information on how countries compile their balance of payments statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The international accounts for an economy summarize the economic relationships between residents of that economy and nonresidents. They comprise the following:

(a) the international investment position (IIP)—a statement that shows at a point in time the value of: financial assets of residents of an economy that are claims on nonresidents or are gold bullion held as reserve assets; and the liabilities of residents of an economy to nonresidents;

(b) the balance of payments—a statement that summarizes economic transactions between residents and nonresidents during a specific time period; and

(c) the other changes in financial assets and liabilities accounts—a statement that shows other flows, such as valuation changes, that reconciles the balance of payments and IIP for a specific period, by showing changes due to economic events other than transactions between residents and nonresidents.","This indicator is related to the balance of payments, which is a statement that summarizes economic transactions between residents and nonresidents during a specific time period. It consists of the goods and services account (the trade balance), the primary account, the secondary income account, the capital account, and the financial account. It is useful for policymakers, economists, and analysts as it provides insights into a country's financial stability, the effectiveness of its fiscal and monetary policies, and its economic relationship with other countries. Understanding the balance of payments can help in making informed decisions regarding economic policies and strategies for sustainable growth. More specifically, this indicator is related to the goods and services accounts of the balance of payments, which records the value of a country's exports and imports of goods and services over a period of time. It helps in understanding the trade balance, which is a key indicator of a country's economic health. This information is valuable for policymakers, economists, investors, and businesses in making informed decisions related to trade policies, investment strategies, and economic planning.",,,,CC BY-4.0
BX.GSR.NFSV.CD,Economic Policy & Debt,"Service exports (current US$, BoP)",,"Exports of services are services provided by residents to non-residents. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This indicator is expressed in United States dollars.",current US$,Annual,,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards. Manufacturing services on physical inputs owned by others (goods for processing in BPM5) and maintenance and repair services n.i.e. are reclassified from goods to services.,Gap-filled total,,,,"Balance of Payments Statistics Yearbook and data files, International Monetary Fund (IMF)","Methodology: Balance of payments statistics are compiled in accordance with international standards: Balance of Payments and International Investment Position Manual, 6th or 5th editions. Specific information on how countries compile their balance of payments statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The international accounts for an economy summarize the economic relationships between residents of that economy and nonresidents. They comprise the following:

(a) the international investment position (IIP)—a statement that shows at a point in time the value of: financial assets of residents of an economy that are claims on nonresidents or are gold bullion held as reserve assets; and the liabilities of residents of an economy to nonresidents;

(b) the balance of payments—a statement that summarizes economic transactions between residents and nonresidents during a specific time period; and

(c) the other changes in financial assets and liabilities accounts—a statement that shows other flows, such as valuation changes, that reconciles the balance of payments and IIP for a specific period, by showing changes due to economic events other than transactions between residents and nonresidents.","This indicator is related to the balance of payments, which is a statement that summarizes economic transactions between residents and nonresidents during a specific time period. It consists of the goods and services account (the trade balance), the primary account, the secondary income account, the capital account, and the financial account. It is useful for policymakers, economists, and analysts as it provides insights into a country's financial stability, the effectiveness of its fiscal and monetary policies, and its economic relationship with other countries. Understanding the balance of payments can help in making informed decisions regarding economic policies and strategies for sustainable growth. More specifically, this indicator is related to the goods and services accounts of the balance of payments, which records the value of a country's exports and imports of goods and services over a period of time. It helps in understanding the trade balance, which is a key indicator of a country's economic health. This information is valuable for policymakers, economists, investors, and businesses in making informed decisions related to trade policies, investment strategies, and economic planning.",,,,CC BY-4.0
BX.GSR.ROYL.CD,Economic Policy & Debt,"Charges for the use of intellectual property, receipts (BoP, current US$)",,"Charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises), and charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast). This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This indicator is expressed in United States dollars.",current US$,Annual,,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,Sum,,,,"Balance of Payments Statistics Yearbook and data files, International Monetary Fund (IMF)","Methodology: Balance of payments statistics are compiled in accordance with international standards: Balance of Payments and International Investment Position Manual, 6th or 5th editions. Specific information on how countries compile their balance of payments statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The international accounts for an economy summarize the economic relationships between residents of that economy and nonresidents. They comprise the following:

(a) the international investment position (IIP)—a statement that shows at a point in time the value of: financial assets of residents of an economy that are claims on nonresidents or are gold bullion held as reserve assets; and the liabilities of residents of an economy to nonresidents;

(b) the balance of payments—a statement that summarizes economic transactions between residents and nonresidents during a specific time period; and

(c) the other changes in financial assets and liabilities accounts—a statement that shows other flows, such as valuation changes, that reconciles the balance of payments and IIP for a specific period, by showing changes due to economic events other than transactions between residents and nonresidents.","This indicator is related to the balance of payments, which is a statement that summarizes economic transactions between residents and nonresidents during a specific time period. It consists of the goods and services account (the trade balance), the primary account, the secondary income account, the capital account, and the financial account. It is useful for policymakers, economists, and analysts as it provides insights into a country's financial stability, the effectiveness of its fiscal and monetary policies, and its economic relationship with other countries. Understanding the balance of payments can help in making informed decisions regarding economic policies and strategies for sustainable growth. More specifically, this indicator is related to the goods and services accounts of the balance of payments, which records the value of a country's exports and imports of goods and services over a period of time. It helps in understanding the trade balance, which is a key indicator of a country's economic health. This information is valuable for policymakers, economists, investors, and businesses in making informed decisions related to trade policies, investment strategies, and economic planning.",,,,CC BY-4.0
BX.GSR.TOTL.CD,Economic Policy & Debt,"Exports of goods, services and primary income (current US$, BoP)",,"Exports of goods includes changes in the economic ownership of goods from residents of the compiling economy to non-residents, irrespective of physical movement of goods across national borders. Exports of services includes services provided by residents to non-residents. Primary income represents the return that accrues to institutional units for their contribution to the production process or for the provision of financial assets and renting natural resources to other institutional units. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This indicator is expressed in United States dollars.",current US$,Annual,,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,Gap-filled total,,,,"Balance of Payments Statistics Yearbook and data files, International Monetary Fund (IMF)","Methodology: Balance of payments statistics are compiled in accordance with international standards: Balance of Payments and International Investment Position Manual, 6th or 5th editions. Specific information on how countries compile their balance of payments statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The international accounts for an economy summarize the economic relationships between residents of that economy and nonresidents. They comprise the following:

(a) the international investment position (IIP)—a statement that shows at a point in time the value of: financial assets of residents of an economy that are claims on nonresidents or are gold bullion held as reserve assets; and the liabilities of residents of an economy to nonresidents;

(b) the balance of payments—a statement that summarizes economic transactions between residents and nonresidents during a specific time period; and

(c) the other changes in financial assets and liabilities accounts—a statement that shows other flows, such as valuation changes, that reconciles the balance of payments and IIP for a specific period, by showing changes due to economic events other than transactions between residents and nonresidents.","This indicator is related to the balance of payments, which is a statement that summarizes economic transactions between residents and nonresidents during a specific time period. It consists of the goods and services account (the trade balance), the primary account, the secondary income account, the capital account, and the financial account. It is useful for policymakers, economists, and analysts as it provides insights into a country's financial stability, the effectiveness of its fiscal and monetary policies, and its economic relationship with other countries. Understanding the balance of payments can help in making informed decisions regarding economic policies and strategies for sustainable growth. More specifically, this indicator is related to the goods and services accounts of the balance of payments, which records the value of a country's exports and imports of goods and services over a period of time. It helps in understanding the trade balance, which is a key indicator of a country's economic health. This information is valuable for policymakers, economists, investors, and businesses in making informed decisions related to trade policies, investment strategies, and economic planning.",,,,CC BY-4.0
BX.GSR.TRAN.ZS,Economic Policy & Debt,"Transport services (% of service exports, BoP)",,Transport services covers the process of carriage of people and objects from one location to another as well as related supporting and auxiliary services. Also included are postal and courier services. This indicator is expressed as a percentage of service exports which are services provided by residents to non-residents.,%,Annual,,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,Weighted average,,,,"Balance of Payments Statistics Yearbook and data files, International Monetary Fund (IMF)","Methodology: Balance of payments statistics are compiled in accordance with international standards: Balance of Payments and International Investment Position Manual, 6th or 5th editions. Specific information on how countries compile their balance of payments statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The international accounts for an economy summarize the economic relationships between residents of that economy and nonresidents. They comprise the following:

(a) the international investment position (IIP)—a statement that shows at a point in time the value of: financial assets of residents of an economy that are claims on nonresidents or are gold bullion held as reserve assets; and the liabilities of residents of an economy to nonresidents;

(b) the balance of payments—a statement that summarizes economic transactions between residents and nonresidents during a specific time period; and

(c) the other changes in financial assets and liabilities accounts—a statement that shows other flows, such as valuation changes, that reconciles the balance of payments and IIP for a specific period, by showing changes due to economic events other than transactions between residents and nonresidents.","This indicator is related to the balance of payments, which is a statement that summarizes economic transactions between residents and nonresidents during a specific time period. It consists of the goods and services account (the trade balance), the primary account, the secondary income account, the capital account, and the financial account. It is useful for policymakers, economists, and analysts as it provides insights into a country's financial stability, the effectiveness of its fiscal and monetary policies, and its economic relationship with other countries. Understanding the balance of payments can help in making informed decisions regarding economic policies and strategies for sustainable growth. More specifically, this indicator is related to the goods and services accounts of the balance of payments, which records the value of a country's exports and imports of goods and services over a period of time. It helps in understanding the trade balance, which is a key indicator of a country's economic health. This information is valuable for policymakers, economists, investors, and businesses in making informed decisions related to trade policies, investment strategies, and economic planning.",,,,CC BY-4.0
BX.GSR.TRVL.ZS,Economic Policy & Debt,"Travel services (% of service exports, BoP)",,"Travel services cover goods and services for own use or to give away acquired from an economy by nonresidents during visits to that economy, or acquired from other economies by residents during visits to these other economies. This indicator is expressed as a percentage of service exports which are services provided by residents to non-residents.",%,Annual,,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,Weighted average,,,,"Balance of Payments Statistics Yearbook and data files, International Monetary Fund (IMF)","Methodology: Balance of payments statistics are compiled in accordance with international standards: Balance of Payments and International Investment Position Manual, 6th or 5th editions. Specific information on how countries compile their balance of payments statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The international accounts for an economy summarize the economic relationships between residents of that economy and nonresidents. They comprise the following:

(a) the international investment position (IIP)—a statement that shows at a point in time the value of: financial assets of residents of an economy that are claims on nonresidents or are gold bullion held as reserve assets; and the liabilities of residents of an economy to nonresidents;

(b) the balance of payments—a statement that summarizes economic transactions between residents and nonresidents during a specific time period; and

(c) the other changes in financial assets and liabilities accounts—a statement that shows other flows, such as valuation changes, that reconciles the balance of payments and IIP for a specific period, by showing changes due to economic events other than transactions between residents and nonresidents.","This indicator is related to the balance of payments, which is a statement that summarizes economic transactions between residents and nonresidents during a specific time period. It consists of the goods and services account (the trade balance), the primary account, the secondary income account, the capital account, and the financial account. It is useful for policymakers, economists, and analysts as it provides insights into a country's financial stability, the effectiveness of its fiscal and monetary policies, and its economic relationship with other countries. Understanding the balance of payments can help in making informed decisions regarding economic policies and strategies for sustainable growth. More specifically, this indicator is related to the goods and services accounts of the balance of payments, which records the value of a country's exports and imports of goods and services over a period of time. It helps in understanding the trade balance, which is a key indicator of a country's economic health. This information is valuable for policymakers, economists, investors, and businesses in making informed decisions related to trade policies, investment strategies, and economic planning.",,,,CC BY-4.0
BX.KLT.DINV.CD.WD,Economic Policy & Debt,"Foreign direct investment, net inflows (BoP, current US$)",,"Foreign direct investment refers to direct investment equity flows in the reporting economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. Data are in current U.S. dollars.",,Annual,,Note: Data starting from 2005 are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6).,Sum,"FDI data do not give a complete picture of international investment in an economy. Balance of payments data on FDI do not include capital raised locally, an important source of investment financing in some developing countries. In addition, FDI data omit nonequity cross-border transactions such as intra-unit flows of goods and services.

The volume of global private financial flows reported by the World Bank generally differs from that reported by other sources because of differences in sources, classification of economies, and method used to adjust and disaggregate reported information. In addition, particularly for debt financing, differences may also reflect how some installments of the transactions and certain offshore issuances are treated.

Data on equity flows are shown for all countries for which data are available.",,,"Balance of Payments database, International Monetary Fund (IMF), note: International Monetary Fund, Balance of Payments database, supplemented by data from the United Nations Conference on Trade and Development and official national sources.;
UN Conference on Trade and Development (UNCTAD);
Official national sources","Methodology: Data on equity flows are based on balance of payments data reported by the International Monetary Fund (IMF). Foreign direct investment (FDI) data are supplemented by the World Bank staff estimates using data from the United Nations Conference on Trade and Development (UNCTAD) and official national sources.

The internationally accepted definition of FDI (from the sixth edition of the IMF's Balance of Payments Manual [2009]), includes the following components: equity investment, including investment associated with equity that gives rise to control or influence; investment in indirectly influenced or controlled enterprises; investment in fellow enterprises; debt (except selected debt); and reverse investment. The Framework for Direct Investment Relationships provides criteria for determining whether cross-border ownership results in a direct investment relationship, based on control and influence. Distinguished from other kinds of international investment, FDI is made to establish a lasting interest in or effective management control over an enterprise in another country. A lasting interest in an investment enterprise typically involves establishing warehouses, manufacturing facilities, and other permanent or long-term organizations abroad. Direct investments may take the form of greenfield investment, where the investor starts a new venture in a foreign country by constructing new operational facilities; joint venture, where the investor enters into a partnership agreement with a company abroad to establish a new enterprise; or merger and acquisition, where the investor acquires an existing enterprise abroad. The IMF suggests that investments should account for at least 10 percent of voting stock to be counted as FDI. In practice many countries set a higher threshold. Many countries fail to report reinvested earnings, and the definition of long-term loans differs among countries. BoP refers to Balance of Payments.","Private financial flows - equity and debt - account for the bulk of development finance. Equity flows comprise foreign direct investment (FDI) and portfolio equity. Debt flows are financing raised through bond issuance, bank lending, and supplier credits.",,,,CC BY-4.0
BX.KLT.DINV.WD.GD.ZS,Economic Policy & Debt,"Foreign direct investment, net inflows (% of GDP)",,"Foreign direct investment are the net inflows of investment to acquire a lasting management interest (10 percent or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments. This series shows net inflows (new investment inflows less disinvestment) in the reporting economy from foreign investors, and is divided by GDP.",,Annual,,Note: Data starting from 2005 are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6).,Weighted average,"FDI data do not give a complete picture of international investment in an economy. Balance of payments data on FDI do not include capital raised locally, an important source of investment financing in some developing countries. In addition, FDI data omit nonequity cross-border transactions such as intra-unit flows of goods and services.

The volume of global private financial flows reported by the World Bank generally differs from that reported by other sources because of differences in sources, classification of economies, and method used to adjust and disaggregate reported information. In addition, particularly for debt financing, differences may also reflect how some installments of the transactions and certain offshore issuances are treated.

Data on equity flows are shown for all countries for which data are available.",,,"International Financial Statistics and Balance of Payments databases, International Monetary Fund (IMF);
International Debt Statistics, World Bank (WB);
World Bank GDP estimates, World Bank (WB);
OECD GDP estimates, Organisation for Economic Co-operation and Development (OECD)","Methodology: Data on equity flows are based on balance of payments data reported by the International Monetary Fund (IMF). Foreign direct investment (FDI) data are supplemented by the World Bank staff estimates using data from the United Nations Conference on Trade and Development (UNCTAD) and official national sources.

The internationally accepted definition of FDI (from the sixth edition of the IMF's Balance of Payments Manual [2009]), includes the following components: equity investment, including investment associated with equity that gives rise to control or influence; investment in indirectly influenced or controlled enterprises; investment in fellow enterprises; debt (except selected debt); and reverse investment. The Framework for Direct Investment Relationships provides criteria for determining whether cross-border ownership results in a direct investment relationship, based on control and influence. Distinguished from other kinds of international investment, FDI is made to establish a lasting interest in or effective management control over an enterprise in another country. A lasting interest in an investment enterprise typically involves establishing warehouses, manufacturing facilities, and other permanent or long-term organizations abroad. Direct investments may take the form of greenfield investment, where the investor starts a new venture in a foreign country by constructing new operational facilities; joint venture, where the investor enters into a partnership agreement with a company abroad to establish a new enterprise; or merger and acquisition, where the investor acquires an existing enterprise abroad. The IMF suggests that investments should account for at least 10 percent of voting stock to be counted as FDI. In practice many countries set a higher threshold. Many countries fail to report reinvested earnings, and the definition of long-term loans differs among countries. BoP refers to Balance of Payments.","Private financial flows - equity and debt - account for the bulk of development finance. Equity flows comprise foreign direct investment (FDI) and portfolio equity. Debt flows are financing raised through bond issuance, bank lending, and supplier credits.",,,,CC BY-4.0
BX.PEF.TOTL.CD.WD,Economic Policy & Debt,"Portfolio equity, net inflows (BoP, current US$)",,"Portfolio equity includes net inflows from equity securities other than those recorded as direct investment and including shares, stocks, depository receipts (American or global), and direct purchases of shares in local stock markets by foreign investors. Data are in current U.S. dollars.",,Annual,,Note: Data starting from 2005 are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6).,Sum,"Portfolio investors typically have less of a role in the decision making of the enterprise with potentially important implications for future flows and for the volatility of the price and volume of positions. Portfolio investment differs from other investment in that it provides a direct way to access financial markets, and thus it can provide liquidity and flexibility. It is associated with financial markets and with their specialized service providers, such as exchanges, dealers, and regulators. The nature of financial derivatives as instruments through which risk is traded in its own right in financial markets sets them apart from other types of investment. Whereas other instruments may also have risk transfer elements, these other instruments also provide financial or other resources.

The volume of global private financial flows reported by the World Bank generally differs from that reported by other sources because of differences in sources, classification of economies, and method used to adjust and disaggregate reported information. In addition, particularly for debt financing, differences may also reflect how some installments of the transactions and certain offshore issuances are treated.

Data on equity flows are shown for all countries for which data are available.",,,"Balance of Payments database, International Monetary Fund (IMF);
International Debt Statistics, World Bank (WB)","Methodology: Data on equity flows are based on balance of payments data reported by the International Monetary Fund (IMF).

Portfolio equity investment is defined as cross-border transactions and positions involving equity securities, other than those included in direct investment or reserve assets. Equity securities are equity instruments that are negotiable and designed to be traded, usually on organized exchanges or ""over the counter."" The negotiability of securities facilitates trading, allowing securities to be held by different parties during their lives. Negotiability allows investors to diversify their portfolios and to withdraw their investment readily. Included in portfolio investment are investment fund shares or units (that is, those issued by investment funds) that are evidenced by securities and that are not reserve assets or direct investment. Although they are negotiable instruments, exchange-traded financial derivatives are not included in portfolio investment because they are in their own category.","Private financial flows - equity and debt - account for the bulk of development finance. Equity flows comprise foreign direct investment (FDI) and portfolio equity. Debt flows are financing raised through bond issuance, bank lending, and supplier credits.",,,,CC BY-4.0
BX.TRF.CURR.CD,Economic Policy & Debt,"Secondary income receipts (BoP, current US$)",,"Secondary income refers to transfers recorded in the balance of payments whenever an economy provides or receives goods, services, income, or financial items without a quid pro quo. All transfers not considered to be capital are current. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This indicator is expressed in United States dollars.",current US$,Annual,,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,Sum,,,,"Balance of Payments Statistics Yearbook and data files, International Monetary Fund (IMF)","Methodology: Balance of payments statistics are compiled in accordance with international standards: Balance of Payments and International Investment Position Manual, 6th or 5th editions. Specific information on how countries compile their balance of payments statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The international accounts for an economy summarize the economic relationships between residents of that economy and nonresidents. They comprise the following:

(a) the international investment position (IIP)—a statement that shows at a point in time the value of: financial assets of residents of an economy that are claims on nonresidents or are gold bullion held as reserve assets; and the liabilities of residents of an economy to nonresidents;

(b) the balance of payments—a statement that summarizes economic transactions between residents and nonresidents during a specific time period; and

(c) the other changes in financial assets and liabilities accounts—a statement that shows other flows, such as valuation changes, that reconciles the balance of payments and IIP for a specific period, by showing changes due to economic events other than transactions between residents and nonresidents.","This indicator is related to the balance of payments, which is a statement that summarizes economic transactions between residents and nonresidents during a specific time period. It consists of the goods and services account (the trade balance), the primary account, the secondary income account, the capital account, and the financial account. It is useful for policymakers, economists, and analysts as it provides insights into a country's financial stability, the effectiveness of its fiscal and monetary policies, and its economic relationship with other countries. Understanding the balance of payments can help in making informed decisions regarding economic policies and strategies for sustainable growth. More specifically, this indicator is related to the transfer income account of the balance of payments, which shows redistribution of income, that is, when resources for current purposes are provided by one party without anything of economic value being supplied as a direct return to that party. Examples include personal transfers and current international assistance. This information is valuable for (i) economic analysis: It helps economists and policymakers understand the flow of resources that do not arise from trade in goods and services or from financial investment activities; (ii) policy formulation: Governments can use this data to formulate fiscal and monetary policies, especially in countries where remittances form a significant part of the economy; (iii) measuring the social impact of emigration, as remittances can be a major source of income for households in developing countries; (iv) providing insights into the scale and impact of international aid and can help in assessing the effectiveness of aid policies.",,,,CC BY-4.0
BX.TRF.PWKR.CD,Economic Policy & Debt,"Personal transfers, receipts (current US$, BoP)",,"Personal transfers are current transfers, in cash or in kind, received by resident households from non-resident households. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This indicator is expressed in United States dollars.",current US$,Annual,,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,Sum,,,,"Balance of Payments Statistics Yearbook and data files, International Monetary Fund (IMF)","Methodology: Balance of payments statistics are compiled in accordance with international standards: Balance of Payments and International Investment Position Manual, 6th or 5th editions. Specific information on how countries compile their balance of payments statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The international accounts for an economy summarize the economic relationships between residents of that economy and nonresidents. They comprise the following:

(a) the international investment position (IIP)—a statement that shows at a point in time the value of: financial assets of residents of an economy that are claims on nonresidents or are gold bullion held as reserve assets; and the liabilities of residents of an economy to nonresidents;

(b) the balance of payments—a statement that summarizes economic transactions between residents and nonresidents during a specific time period; and

(c) the other changes in financial assets and liabilities accounts—a statement that shows other flows, such as valuation changes, that reconciles the balance of payments and IIP for a specific period, by showing changes due to economic events other than transactions between residents and nonresidents.","This indicator is related to the balance of payments, which is a statement that summarizes economic transactions between residents and nonresidents during a specific time period. It consists of the goods and services account (the trade balance), the primary account, the secondary income account, the capital account, and the financial account. It is useful for policymakers, economists, and analysts as it provides insights into a country's financial stability, the effectiveness of its fiscal and monetary policies, and its economic relationship with other countries. Understanding the balance of payments can help in making informed decisions regarding economic policies and strategies for sustainable growth. More specifically, this indicator is related to the transfer income account of the balance of payments, which shows redistribution of income, that is, when resources for current purposes are provided by one party without anything of economic value being supplied as a direct return to that party. Examples include personal transfers and current international assistance. This information is valuable for (i) economic analysis: It helps economists and policymakers understand the flow of resources that do not arise from trade in goods and services or from financial investment activities; (ii) policy formulation: Governments can use this data to formulate fiscal and monetary policies, especially in countries where remittances form a significant part of the economy; (iii) measuring the social impact of emigration, as remittances can be a major source of income for households in developing countries; (iv) providing insights into the scale and impact of international aid and can help in assessing the effectiveness of aid policies.",,,,CC BY-4.0
