Series Code,Topic,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Base Period,Other notes,Aggregation method,Limitations and exceptions,Notes from original source,General comments,Source,Statistical concept and methodology,Development relevance,Related source links,Other web links,Related indicators,License Type
FB.CBK.BRCH.P5,Financial Sector,"Commercial bank branches (per 100,000 adults)",,Commercial bank branches are retail locations of resident commercial banks and other resident banks that function as commercial banks that provide financial services to customers and are physically separated from the main office but not organized as legally separated subsidiaries.,"(number of branches)*100,000/adult population",Annual,,Country-specific metadata can be found on the IMF’s FAS website (data.imf.org).,Median,"Population-based ratios of the number of branches and ATMs assume a uniform distribution of bank outlets within a country's area and across its population, while in most countries bank branches and ATMs are concentrated in urban centers of the country and are accessible only to some individuals.",,,"Financial Access Survey, International Monetary Fund (IMF), uri: https://data.imf.org/en/datasets/IMF.STA:FAS","Methodology: Number of branches refers to all units in the country that are physically separated from the main offices, but not incorporated as separate subsidiaries. The number of main offices is excluded. Typically, a branch provides a wide range of services to its customers including cash withdrawals, deposits in an account with a teller, financial advice, safe deposit box rentals, and currency exchange. Units, with or without human staff, which offer only automated services for cash withdrawal and deposits, or computer terminals for online banking and check depositing machines should also be counted as branches.
Statistical concept(s): Data are shown as the number of branches of commercial banks for every 100,000 adults in the reporting country. It is calculated as (number of institutions + number of branches)*100,000/adult population in the reporting country.","Financial inclusion acts as a powerful driver not only of economic growth but, more importantly, of inclusive growth. It ensures that diverse segments of society—especially low-income households and small enterprises—have access to and can effectively use financial services, allowing them to share in the benefits of economic development. By promoting savings and investment, stabilizing consumption, and reducing the financial vulnerability of individuals and businesses, financial inclusion supports broader economic expansion. Accessible and affordable financial tools—such as savings accounts, credit, and insurance—enable people, particularly those traditionally underserved or excluded, to invest in their futures, manage spending more effectively, and mitigate financial risks. These benefits can translate into higher income levels and contribute to reducing poverty and inequality. Ultimately, financial inclusion aims to expand economic opportunity and participation, helping to build a more equitable and prosperous society.",,,,CC BY-4.0
FB.CBK.BRWR.P3,Financial Sector,"Borrowers from commercial banks (per 1,000 adults)",,Borrowers from commercial banks are the reported number of resident customers that are nonfinancial corporations (public and private) and households who obtained loans from commercial banks and other banks functioning as commercial banks.,"(number of borrowers)*1,000/adult population",Annual,,Country-specific metadata can be found on the IMF’s FAS website (data.imf.org).,Median,"For many countries data cover the total number of loan accounts due to lack of information on loan account holders. For several countries, data cover all borrowers including commercial banks, credit unions and financial cooperatives, deposit taking microfinance institutions, and other deposit takers. These include all resident financial corporations and quasi-corporations (except the central bank) that are mainly engaged in financial intermediation and that issue liabilities included in the national definition of broad money. These institutions have varying names in different countries, such as savings and loan associations, building societies, rural banks and agricultural banks, post office giro institutions, post office savings banks, savings banks, and money market funds.",,,"Financial Access Survey, International Monetary Fund (IMF), uri: https://data.imf.org/en/datasets/IMF.STA:FAS","Methodology: Number of borrowers refers to the number of resident nonfinancial corporations (public and private) and individuals in the household sector that have obtained credit (loans) from each type of financial institution.

• A corporate entity must be counted as one borrower, irrespective of the number of loans extended to that corporate borrower.
• An individual from the household sector must be counted as one borrower, irrespective of the number of loan accounts held.
• If a loan is extended to a group of borrowers, all borrowers must be counted individually rather than as one borrower.

Statistical concept(s): Borrowers from commercial banks denotes the total number of resident customers that are nonfinancial corporations (public and private) and households who obtained loans from commercial banks for every 1,000 adults in the reporting country. It is calculated as (number of borrowers)*1,000/adult population in the reporting country.","Financial inclusion acts as a powerful driver not only of economic growth but, more importantly, of inclusive growth. It ensures that diverse segments of society—especially low-income households and small enterprises—have access to and can effectively use financial services, allowing them to share in the benefits of economic development. By promoting savings and investment, stabilizing consumption, and reducing the financial vulnerability of individuals and businesses, financial inclusion supports broader economic expansion. Accessible and affordable financial tools—such as savings accounts, credit, and insurance—enable people, particularly those traditionally underserved or excluded, to invest in their futures, manage spending more effectively, and mitigate financial risks. These benefits can translate into higher income levels and contribute to reducing poverty and inequality. Ultimately, financial inclusion aims to expand economic opportunity and participation, helping to build a more equitable and prosperous society.",,,,CC BY-4.0
FB.CBK.DPTR.P3,Financial Sector,"Depositors with commercial banks (per 1,000 adults)",,"Depositors with commercial banks are the reported number of deposit account holders, including both resident non-financial corporations (both public and private) and individuals from the household sector, at commercial banks within the reporting jurisdiction for every 1,000 adults. The major types of deposits are checking accounts, savings accounts, and time deposits.","(number of depositors)*1,000/adult population",Annual,,Country-specific metadata can be found on the IMF’s FAS website (data.imf.org).,Median,For many countries data cover the total number of deposit accounts due to lack of information on account holders.,,,"Financial Access Survey, International Monetary Fund (IMF), uri: https://data.imf.org/en/datasets/IMF.STA:FAS","Methodology: While calculating the number of depositors at each type of financial institution, the following are recommended: (a) Corporate accounts are counted as only one depositor, irrespective of the number of deposit accounts (checking, demand, saving, time deposits, etc.) held; (b) Individual accounts are counted as only one depositor, irrespective of the number of deposit accounts (checking, demand, saving, time deposits, etc.) held; (c) For joint accounts, all depositors are counted individually rather than as one depositor.
Statistical concept(s): Depositors with commercial banks are deposit account holders at commercial banks and other resident banks functioning as commercial banks that are resident nonfinancial corporations (public and private) and households. It is calculated as (number of depositors)*1,000/adult population in the reporting country. The major types of deposits are checking accounts, savings accounts, and time deposits.","Financial inclusion acts as a powerful driver not only of economic growth but, more importantly, of inclusive growth. It ensures that diverse segments of society—especially low-income households and small enterprises—have access to and can effectively use financial services, allowing them to share in the benefits of economic development. By promoting savings and investment, stabilizing consumption, and reducing the financial vulnerability of individuals and businesses, financial inclusion supports broader economic expansion. Accessible and affordable financial tools—such as savings accounts, credit, and insurance—enable people, particularly those traditionally underserved or excluded, to invest in their futures, manage spending more effectively, and mitigate financial risks. These benefits can translate into higher income levels and contribute to reducing poverty and inequality. Ultimately, financial inclusion aims to expand economic opportunity and participation, helping to build a more equitable and prosperous society.",,,,CC BY-4.0
FD.AST.PRVT.GD.ZS,Financial Sector,Domestic credit to private sector by banks (% of GDP),,"Domestic credit to private sector by banks refers to financial resources provided to the private sector by other depository corporations (deposit taking corporations except central banks), such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.",%,Annual,,,Weighted average,Credit to the private sector may sometimes include credit to state-owned or partially state-owned enterprises.,,,"International Financial Statistics database, International Monetary Fund (IMF);
World Development Indicators Database, World Bank (WB);
National Accounts data files, Organisation for Economic Co-operation and Development (OECD)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FD.RES.LIQU.AS.ZS,Financial Sector,Bank liquid reserves to bank assets ratio (%),,"Ratio of bank liquid reserves to bank assets is the ratio of domestic currency holdings and deposits with the monetary authorities to claims on other governments, nonfinancial public enterprises, the private sector, and other banking institutions. This indicator is expressed as a percentage (a÷b)*100.",%,Annual,,,Median,,,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FM.AST.CGOV.ZG.M3,Financial Sector,Claims on central government (annual growth as % of broad money),,"Claims on central government include loans to central government institutions net of deposits. Broad money is the sum of all liquid financial instruments held by money-holding sectors that are widely accepted in an economy as a medium of exchange, plus those that can be converted into a medium of exchange at short notice at, or close to, their full nominal value. This indicator represents the annual percentage growth in the ratio of claims to broad money.",%,Annual,,,,"Monetary accounts are derived from the balance sheets of financial institutions - the central bank, commercial banks, and nonbank financial intermediaries. Although these balance sheets are usually reliable, they are subject to errors of classification, valuation, and timing and to differences in accounting practices. For example, whether interest income is recorded on an accrual or a cash basis can make a substantial difference, as can the treatment of nonperforming assets. Valuation errors typically arise for foreign exchange transactions, particularly in countries with flexible exchange rates or in countries that have undergone currency devaluation during the reporting period. The valuation of financial derivatives and the net liabilities of the banking system can also be difficult. The quality of commercial bank reporting also may be adversely affected by delays in reports from bank branches, especially in countries where branch accounts are not computerized. Thus the data in the balance sheets of commercial banks may be based on preliminary estimates subject to constant revision. This problem is likely to be even more serious for nonbank financial intermediaries.",,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FM.AST.DOMO.ZG.M3,Financial Sector,Claims on other sectors of the domestic economy (annual growth as % of broad money),,"Claims on other sectors of the domestic economy include gross credit from the financial system to households, nonprofit institutions serving households, nonfinancial corporations, state and local governments, and social security funds. Broad money is the sum of all liquid financial instruments held by money-holding sectors that are widely accepted in an economy as a medium of exchange, plus those that can be converted into a medium of exchange at short notice at, or close to, their full nominal value. This indicator represents the annual percentage growth in the ratio of claims to broad money.",%,Annual,,,,"Monetary accounts are derived from the balance sheets of financial institutions - the central bank, commercial banks, and nonbank financial intermediaries. Although these balance sheets are usually reliable, they are subject to errors of classification, valuation, and timing and to differences in accounting practices. For example, whether interest income is recorded on an accrual or a cash basis can make a substantial difference, as can the treatment of nonperforming assets. Valuation errors typically arise for foreign exchange transactions, particularly in countries with flexible exchange rates or in countries that have undergone currency devaluation during the reporting period. The valuation of financial derivatives and the net liabilities of the banking system can also be difficult. The quality of commercial bank reporting also may be adversely affected by delays in reports from bank branches, especially in countries where branch accounts are not computerized. Thus the data in the balance sheets of commercial banks may be based on preliminary estimates subject to constant revision. This problem is likely to be even more serious for nonbank financial intermediaries.",,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FM.AST.DOMS.CN,Financial Sector,Net domestic credit (current LCU),,"Net domestic credit is the sum of net claims on the central government and claims on other sectors of the domestic economy. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This series is expressed in local currency units.",current LCU,Annual,,,,,,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FM.AST.NFRG.CN,Financial Sector,Net foreign assets (current LCU),,"Net foreign assets are the sum of foreign assets held by monetary authorities and deposit money banks, less their foreign liabilities. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This series is expressed in local currency units.",current LCU,Annual,,,,,,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FM.AST.PRVT.GD.ZS,Financial Sector,Monetary sector credit to private sector (% of GDP),,"Domestic credit to private sector refers to financial resources provided to the private sector, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.",%,,,,Weighted average,,,,"International Financial Statistics database, International Monetary Fund (IMF);
World Development Indicators Database, World Bank (WB);
National Accounts data files, Organisation for Economic Co-operation and Development (OECD)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FM.AST.PRVT.ZG.M3,Financial Sector,Claims on private sector (annual growth as % of broad money),,"Claims on private sector include gross credit from the financial system to individuals, enterprises, nonfinancial public entities not included under net domestic credit, and financial institutions not included elsewhere. Broad money is the sum of all liquid financial instruments held by money-holding sectors that are widely accepted in an economy as a medium of exchange, plus those that can be converted into a medium of exchange at short notice at, or close to, their full nominal value. This indicator represents the annual percentage growth in the ratio of claims to broad money.",%,Annual,,,,,,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FM.LBL.BMNY.CN,Financial Sector,Broad money (current LCU),,"Broad money is the sum of all liquid financial instruments held by money-holding sectors that are widely accepted in an economy as a medium of exchange, plus those that can be converted into a medium of exchange at short notice at, or close to, their full nominal value. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This series is expressed in local currency units.",current LCU,Annual,,,,,,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FM.LBL.BMNY.GD.ZS,Financial Sector,Broad money (% of GDP),,"Broad money is the sum of all liquid financial instruments held by money-holding sectors that are widely accepted in an economy as a medium of exchange, plus those that can be converted into a medium of exchange at short notice at, or close to, their full nominal value. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.",%,Annual,,The derivation of this indicator was simplified in September 2012 to be current-year broad money divided by current-year GDP times 100.,Weighted average,,,,"International Financial Statistics database, International Monetary Fund (IMF);
World Development Indicators Database, World Bank (WB);
National Accounts data files, Organisation for Economic Co-operation and Development (OECD)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FM.LBL.BMNY.IR.ZS,Financial Sector,Broad money to total reserves ratio,,"Broad money is the sum of all liquid financial instruments held by money-holding sectors that are widely accepted in an economy as a medium of exchange, plus those that can be converted into a medium of exchange at short notice at, or close to, their full nominal value.  Reserve assets are external assets, including monetary gold, that are readily available to and controlled by monetary authorities for meeting balance of payments financing needs, for intervention in exchange markets to affect the currency exchange rate, and for other related purposes (such as maintaining confidence in the currency and the economy, and serving as a basis for foreign borrowing). Reserve assets must be denominated and settled in foreign currency. This indicator is expressed as a ratio (a÷b).",ratio,Annual,,,,,,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FM.LBL.BMNY.ZG,Financial Sector,Broad money (annual % growth),,"Broad money is the sum of all liquid financial instruments held by money-holding sectors that are widely accepted in an economy as a medium of exchange, plus those that can be converted into a medium of exchange at short notice at, or close to, their full nominal value. This indicator denotes the percentage change over each previous year of the constant price (base year 2015) series in United States dollars.",%,Annual,,,,"Monetary accounts are derived from the balance sheets of financial institutions - the central bank, commercial banks, and nonbank financial intermediaries. Although these balance sheets are usually reliable, they are subject to errors of classification, valuation, and timing and to differences in accounting practices. For example, whether interest income is recorded on an accrual or a cash basis can make a substantial difference, as can the treatment of nonperforming assets. Valuation errors typically arise for foreign exchange transactions, particularly in countries with flexible exchange rates or in countries that have undergone currency devaluation during the reporting period. The valuation of financial derivatives and the net liabilities of the banking system can also be difficult. The quality of commercial bank reporting also may be adversely affected by delays in reports from bank branches, especially in countries where branch accounts are not computerized. Thus the data in the balance sheets of commercial banks may be based on preliminary estimates subject to constant revision. This problem is likely to be even more serious for nonbank financial intermediaries.",,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FP.CPI.TOTL,Financial Sector,Consumer price index (2010 = 100),,"Index of the prices of consumption goods and services, as compared to a certain reference period (2010=100).",index (2010 = 100),Annual,,,,"Consumer price indexes should be interpreted with caution. The definition of a household, the basket of goods, and the geographic (urban or rural) and income group coverage of consumer price surveys can vary widely by country. In addition, weights are derived from household expenditure surveys, which, for budgetary reasons, tend to be conducted infrequently in developing countries, impairing comparability over time. Although useful for measuring consumer price inflation within a country, consumer price indexes are of less value in comparing countries.",,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Consumer Prices Indices are compiled in accordance with international standards: Consumer Price Index Manual, 2020 or 2004 version. Specific information on how countries compile their CPI statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual basis of a consumer price index series is to measure the rate at which prices of consumption goods and services are changing from one period to another.","A general and continuing increase in an economy’s price level is called inflation. The increase in the average prices of goods and services in the economy should be distinguished from a change in the relative prices of individual goods and services. Generally accompanying an overall increase in the price level is a change in the structure of relative prices, but it is only the average increase, not the relative price changes, that constitutes inflation. A commonly used measure of inflation is the consumer price index, which measures the prices of a representative basket of goods and services purchased by a typical household. The consumer price index is usually calculated on the basis of periodic surveys of consumer prices. Other price indices are derived implicitly from indexes of current and constant price series.",,,,CC BY-4.0
FP.CPI.TOTL.ZG,Financial Sector,"Inflation, consumer prices (annual % growth)",,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. This indicator denotes the percentage change over each previous year of the constant price (base year 2015) series in United States dollars.",%,Annual,,,Median,,,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Consumer Prices Indices are compiled in accordance with international standards: Consumer Price Index Manual, 2020 or 2004 version. Specific information on how countries compile their CPI statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual basis of a consumer price index series is to measure the rate at which prices of consumption goods and services are changing from one period to another.","A general and continuing increase in an economy’s price level is called inflation. The increase in the average prices of goods and services in the economy should be distinguished from a change in the relative prices of individual goods and services. Generally accompanying an overall increase in the price level is a change in the structure of relative prices, but it is only the average increase, not the relative price changes, that constitutes inflation. A commonly used measure of inflation is the consumer price index, which measures the prices of a representative basket of goods and services purchased by a typical household. The consumer price index is usually calculated on the basis of periodic surveys of consumer prices. Other price indices are derived implicitly from indexes of current and constant price series.",,,,CC BY-4.0
