Series Code,Topic,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Base Period,Other notes,Aggregation method,Limitations and exceptions,Notes from original source,General comments,Source,Statistical concept and methodology,Development relevance,Related source links,Other web links,Related indicators,License Type
per_lm_alllm.cov_q5_tot,NA,Coverage of unemployment benefits and ALMP in richest quintile (% of population),,"Coverage of unemployment benefits and active labor market programs (ALMP) shows the percentage of population participating in unemployment compensation, severance pay, and early retirement due to labor market reasons, labor market services (intermediation), training (vocational, life skills, and cash for training), job rotation and job sharing, employment incentives and wage subsidies, supported employment and rehabilitation, and employment measures for the disabled. Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
per_sa_allsa.adq_pop_tot,NA,Adequacy of social safety net programs (% of total welfare of beneficiary households),,"Adequacy of social safety net programs is measured by the total transfer amount received by the population participating in social safety net programs as a share of their total welfare. Welfare is defined as the total income or total expenditure of beneficiary households. Social safety net programs include cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
per_sa_allsa.ben_q1_tot,NA,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),,"Benefit incidence of social safety net programs to poorest quintile shows the percentage of total social safety net benefits received by the poorest 20% of the population. Social safety net programs include cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
per_sa_allsa.cov_pop_tot,NA,Coverage of social safety net programs (% of population),,"Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
per_sa_allsa.cov_q1_tot,NA,Coverage of social safety net programs in poorest quintile (% of population),,"Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
per_sa_allsa.cov_q2_tot,NA,Coverage of social safety net programs in 2nd quintile (% of population),,"Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
per_sa_allsa.cov_q3_tot,NA,Coverage of social safety net programs in 3rd quintile (% of population),,"Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
per_sa_allsa.cov_q4_tot,NA,Coverage of social safety net programs in 4th quintile (% of population),,"Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
per_sa_allsa.cov_q5_tot,NA,Coverage of social safety net programs in richest quintile (% of population),,"Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
per_si_allsi.adq_pop_tot,NA,Adequacy of social insurance programs (% of total welfare of beneficiary households),,"Adequacy of social insurance programs is measured by the total transfer amount received by the population participating in social insurance programs as a share of their total welfare. Welfare is defined as the total income or total expenditure of beneficiary households. Social insurance programs include old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
per_si_allsi.ben_q1_tot,NA,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),,"Benefit incidence of social insurance programs to poorest quintile shows the percentage of total social insurance benefits received by the poorest 20% of the population. Social insurance programs include old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.",% of Total,Annual,,,Weighted average,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.","Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.",,,,CC BY-4.0
